edad,horas_ejercicio_semanal,calorias_diarias,horas_sueno,pasos_diarios
34.37,3.07,2931.1,6.92,7506.16
27.81,3.97,2811.77,5.97,4148.04
24.66,3.97,2827.45,6.12,11574.48
32.9,3.49,2674.86,6.9,7132.02
35.16,2.64,2542.35,5.76,10991.14
40.35,3.74,2835.42,7.03,10556.87
25.2,2.91,2935.74,6.23,5997.98
32.8,1.92,2766.13,6.31,10066.38
28.36,2.6,3015.46,5.94,6697.11
33.13,3.08,2694.41,6.69,4266.6
24.12,3.91,2641.79,7.73,7150.8
24.95,2.82,2789.92,6.89,8795.28
26.9,1.79,2787.61,6.07,7074.53
30.32,3.06,2915.5,7.07,7385.9
27.44,3.11,2683.76,6.34,10287.13
32.64,3.19,3005.21,7.19,8212.99
34.11,3.92,3095.04,6.9,6313.4
32.4,4.02,2794.13,5.03,9404.06
36.48,2.41,2987.46,6.0,8395.35
31.66,2.38,2641.53,6.97,2956.79
25.13,1.96,2961.28,6.58,8856.71
35.45,3.7,2957.09,5.99,8783.66
27.58,4.45,2929.52,6.18,8040.24
33.64,2.68,2797.67,5.55,9783.4
36.29,2.76,2356.86,6.46,6655.21
31.83,4.47,2703.74,7.61,8673.0
24.02,3.51,2706.11,6.9,4866.08
26.33,3.44,2653.26,7.6,8814.18
35.29,1.81,2818.34,6.94,11906.12
29.32,3.68,2737.16,7.01,6010.29
30.32,2.07,2676.31,7.49,6480.4
33.04,1.87,2641.18,6.69,6579.97
32.79,2.65,2692.67,6.41,8260.0
31.12,2.41,2968.22,7.02,5873.93
29.17,2.78,2700.85,7.23,8842.49
28.75,1.56,2722.76,6.26,9693.68
33.43,3.96,2731.5,6.14,9068.69
32.21,4.13,2850.85,6.57,4463.17
28.97,1.05,2868.44,6.92,9990.34
34.33,3.98,2343.3,6.9,9874.73
29.48,2.19,2953.25,5.79,9660.32
26.59,3.86,3015.46,7.46,8745.68
26.96,2.93,2642.47,6.18,8440.38
26.09,3.03,2654.16,6.37,10064.78
28.91,2.81,2732.46,6.05,11847.03
34.93,4.21,2686.6,7.85,6093.92
26.78,1.76,2833.59,6.62,10156.25
30.75,3.61,2508.02,6.07,7827.57
27.37,4.1,2632.31,6.93,7740.65
28.96,3.72,3030.88,6.88,4926.94
23.96,5.32,2660.77,6.41,7430.42
29.12,2.47,2986.51,6.92,6005.47
29.23,3.96,2853.3,6.09,7072.29
32.16,2.89,2528.61,6.25,5803.63
30.89,4.23,2895.3,5.49,7102.18
25.21,2.99,2782.35,5.84,7187.78
34.34,2.61,2731.68,7.4,8193.51
30.84,4.31,2836.74,7.32,4770.5
30.79,2.51,2871.2,6.53,5108.96
29.96,1.59,2906.14,7.33,8723.83
27.93,2.48,2976.74,6.42,6405.12
30.87,3.62,2861.22,6.38,10149.06
31.9,4.39,2593.65,6.53,8450.54
23.01,3.11,2728.95,6.44,9213.52
27.84,4.32,3241.46,6.39,10821.38
28.98,1.64,2908.67,7.07,7380.58
31.02,2.56,3155.39,6.58,6851.03
34.77,2.71,3009.32,6.86,9743.41
26.91,2.89,2836.27,7.02,9019.03
28.01,3.08,2845.21,6.69,7625.34
27.95,3.69,2794.51,6.01,10782.92
26.79,2.56,2539.33,5.82,7575.51
28.61,3.14,2802.71,6.57,8065.55
33.08,2.95,2981.6,6.41,8042.45
25.78,2.07,2710.05,6.54,6130.81
31.71,2.89,2861.79,6.49,8155.17
23.19,2.86,2927.74,7.79,10793.52
27.75,2.83,2663.55,5.83,8889.94
28.68,3.03,2732.3,5.51,8062.13
36.7,3.08,2647.31,6.67,7676.47
28.9,2.57,2676.68,6.31,8661.73
21.2,4.27,2606.86,6.66,9499.53
22.0,1.83,2664.93,6.79,9218.48
30.14,2.28,3012.92,7.14,7336.27
32.46,5.78,2662.68,5.75,8649.56
31.5,1.96,2818.97,6.22,8959.88
30.67,1.65,2724.57,6.71,5985.61
34.65,3.73,2976.83,6.89,8336.46
27.84,0.92,2996.67,7.6,3677.39
33.58,2.76,2929.61,6.98,8965.07
23.47,5.15,2845.92,6.47,9320.69
26.38,1.46,2765.34,6.05,9495.09
22.77,1.02,2621.22,6.22,7209.91
28.9,1.5,3091.53,6.2,8618.09
29.81,3.9,2686.05,6.83,10847.91
30.46,4.12,2899.55,6.63,10827.54
30.25,2.49,2958.93,5.84,7941.65
26.29,3.68,2716.71,6.28,8278.64
29.24,4.39,2955.7,6.94,10221.82
24.01,4.79,2914.63,6.68,4998.4
35.45,2.75,3059.19,6.78,7353.85
28.79,0.7,2729.6,6.69,10671.14
28.04,2.18,2607.12,7.31,9950.4
36.36,2.57,2724.18,6.62,8738.53
25.03,2.74,2831.33,6.31,4988.34
25.5,2.81,2808.73,6.04,7900.18
25.62,4.12,2740.98,6.62,6820.17
29.73,4.27,2513.62,5.28,8662.08
31.73,2.83,2870.57,6.41,6381.31
32.96,4.1,3095.85,6.4,5948.55
40.29,3.36,2869.64,5.82,3870.27
21.0,3.06,2891.37,6.04,10443.61
32.43,3.91,2885.87,6.9,7200.46
27.77,3.07,2859.56,6.62,8314.29
27.65,5.06,2939.75,6.55,7995.52
27.52,1.56,2859.31,6.65,5865.13
26.36,2.48,2753.1,6.55,5481.87
36.74,2.87,2680.6,7.12,5989.37
33.37,3.44,2762.65,6.56,6553.66
30.09,4.27,2847.12,5.77,8733.21
35.4,2.98,2752.59,7.32,6408.56
23.95,1.58,2847.15,6.69,11492.98
24.68,3.84,2865.87,6.21,10054.3
21.29,3.75,2924.98,5.87,9616.72
27.2,1.06,2992.42,6.7,7760.68
30.65,3.0,2811.7,6.44,11028.56
30.41,1.41,2603.83,7.29,7563.99
30.6,2.34,2748.23,6.33,7937.48
24.36,2.1,2806.61,6.08,8339.95
33.21,3.81,2524.63,6.95,9403.65
30.96,3.12,3008.3,6.96,9273.82
32.93,1.71,2821.36,6.58,7049.75
22.43,3.88,2857.2,6.84,6934.01
31.25,1.57,3004.83,6.48,9279.81
25.25,3.33,2705.48,6.62,9430.47
28.41,2.19,2886.11,7.08,7213.3
32.14,2.63,2783.52,6.81,4825.62
30.36,3.5,2772.39,6.42,7585.37
26.59,3.52,2684.17,7.18,9247.05
30.03,4.34,3049.84,5.32,11610.83
23.87,2.92,2743.67,7.53,5604.08
34.6,3.31,2904.92,5.65,7146.86
29.18,2.56,2518.75,6.19,7221.19
34.47,3.18,2977.0,6.48,10711.61
27.89,3.44,2957.83,6.43,7930.12
27.91,2.9,2814.62,7.0,6185.35
26.94,1.2,2765.96,5.97,9117.39
33.5,3.33,2860.0,6.63,7190.72
27.16,3.36,3143.32,6.21,5551.23
32.58,2.32,2535.51,6.65,6214.45
28.47,1.72,2917.3,6.47,11468.08
22.1,4.48,2663.26,6.55,8768.42
27.72,3.49,2797.01,6.23,8215.52
25.28,2.77,2762.82,6.24,7500.21
30.14,1.86,2735.75,6.64,8584.3
25.24,2.18,2798.43,6.97,8560.47
33.7,4.3,2629.87,6.2,8584.34
29.64,3.14,2954.38,6.07,8229.69
29.29,2.45,2530.88,6.81,9737.6
32.62,3.51,2880.96,6.48,8046.21
33.86,2.19,2751.02,6.92,6044.12
29.92,4.5,2624.36,6.05,6775.15
26.92,4.35,2830.36,5.61,4041.96
22.9,2.53,2566.46,6.23,12053.63
27.26,2.37,2805.96,6.12,9725.51
27.53,0.38,2586.57,6.46,6339.86
30.43,1.52,2869.19,6.18,7436.31
28.62,1.66,2661.35,6.87,6726.25
32.75,3.14,2732.35,6.36,11085.09
27.55,2.67,2844.09,6.58,5160.25
29.77,1.65,2684.12,6.58,8228.95
34.74,2.72,2791.31,6.6,7782.94
31.37,3.51,2572.93,6.49,9653.68
29.76,3.53,2894.63,6.76,7791.98
27.59,1.1,3064.74,6.1,4483.58
27.47,2.87,3218.83,7.2,7497.76
26.6,1.62,2813.68,6.38,6055.68
27.84,3.9,2918.23,5.84,8159.16
33.02,3.78,2532.91,6.59,10868.35
29.11,2.1,3025.41,6.07,4521.15
24.6,2.23,2916.43,6.83,6399.55
37.07,2.54,2727.41,7.6,6894.61
31.28,0.75,2985.58,6.11,7236.74
24.37,3.34,2761.83,6.67,9480.25
28.23,2.73,2731.3,5.62,7652.91
30.44,3.97,2871.3,6.73,8831.61
36.82,1.9,2640.5,6.06,6748.45
25.57,2.38,2953.24,6.19,8459.85
33.9,1.49,2641.6,5.95,9555.6
35.6,2.0,2642.49,6.87,6535.4
27.49,1.82,2663.55,7.0,9562.72
28.89,4.0,2913.93,6.51,8104.75
25.85,2.3,2707.48,6.07,10090.92
29.19,3.12,2597.8,7.29,7597.16
29.85,2.62,2709.15,6.12,8762.49
32.64,1.73,2795.19,5.42,7918.79
34.36,2.83,2622.85,6.73,7807.58
27.01,3.6,2627.25,5.95,8517.86
22.13,1.79,3116.69,6.99,9073.61
29.92,3.81,2670.92,6.31,5500.87
31.17,2.15,2751.54,6.8,10867.27
31.0,2.52,2744.91,7.2,4280.67
28.69,3.53,2736.8,5.9,6630.38
30.5,2.34,2893.2,6.22,7811.46
36.06,3.04,2942.22,6.46,8824.71
31.53,2.69,2754.11,7.27,11152.35
28.51,3.13,2614.53,6.17,4283.42
28.0,0.62,2991.17,6.2,6984.61
29.32,1.17,2785.7,6.74,3746.33
36.55,3.62,3059.55,6.21,8063.24
29.27,4.04,2463.16,6.58,8543.37
29.92,2.09,2829.31,5.72,11181.59
28.07,2.76,3087.79,7.61,8241.27
34.4,3.29,2747.01,5.83,10088.05
37.84,3.69,2766.18,6.34,9167.67
31.8,0.97,2844.33,6.48,7129.5
30.33,2.11,2716.18,7.46,5182.08
30.15,2.67,2753.19,5.84,8550.0
20.46,3.7,2749.33,7.49,5015.8
32.98,5.5,2705.89,6.88,10590.41
30.54,2.77,2984.33,6.71,7675.88
31.71,1.59,2869.16,6.01,10390.35
27.15,3.4,2837.59,6.79,7039.57
28.46,4.32,2921.29,6.14,8537.7
28.36,3.11,2760.35,7.13,8418.7
34.09,2.09,2683.87,6.01,7909.91
28.48,3.96,2709.61,6.44,7134.68
38.33,3.66,2800.27,6.22,8784.91
31.72,1.97,2641.12,6.01,6147.67
24.9,3.38,2724.96,6.87,5581.13
29.49,4.0,2722.58,6.77,10485.65
27.39,4.18,3118.68,7.1,9454.34
21.22,2.93,2383.93,5.61,8131.78
36.4,2.64,2773.06,7.03,11330.28
32.81,4.23,3058.85,7.75,7464.47
32.13,1.79,2818.28,6.27,10645.41
30.66,3.44,2913.01,7.45,8351.15
24.47,1.63,2814.97,6.37,5950.5
28.07,4.07,2699.9,5.81,11696.08
33.37,2.74,2463.71,6.35,9981.42
25.8,4.27,2830.82,7.02,7757.96
19.87,3.49,2683.66,6.08,9454.34
29.09,1.78,2679.95,6.2,7192.59
29.43,4.42,2725.15,6.8,9658.3
30.54,4.55,3061.73,6.5,3217.84
32.91,3.88,3160.73,6.79,5960.4
32.55,2.24,2832.58,6.62,9958.52
31.04,2.69,2730.28,6.74,7500.69
34.78,3.15,2623.42,6.28,8415.08
23.92,2.3,2870.28,6.62,5306.43
32.02,4.69,3067.44,6.04,11695.73
32.51,3.14,2762.9,7.14,10381.06
25.04,0.3,2443.15,6.18,7598.63
23.99,3.34,2900.51,7.06,7190.61
27.02,2.65,2947.81,6.38,10059.21
27.35,2.93,2562.12,6.6,11964.94
33.01,2.63,2826.47,6.25,9907.52
27.54,3.81,2867.68,5.99,12343.61
26.57,4.12,2789.03,5.63,6155.3
27.55,3.28,2681.38,5.97,6361.23
34.47,2.66,2952.39,6.34,5622.12
30.05,2.96,2739.49,6.61,8883.52
29.28,3.02,2577.22,7.01,8351.21
29.56,2.2,2492.58,6.28,7696.1
35.17,3.58,2989.13,6.06,9618.52
27.0,3.46,2892.5,5.78,10464.66
35.26,4.54,2813.2,6.74,4948.68
30.84,4.26,2733.96,7.19,6806.06
29.36,2.31,2720.65,7.13,9640.29
40.0,3.82,2638.64,6.85,7064.52
25.78,2.05,2735.28,6.82,6403.59
28.59,3.7,2481.99,7.35,10037.07
25.07,2.48,2689.59,6.67,5421.0
33.81,1.98,2753.36,6.82,7396.84
36.76,3.28,2891.48,6.34,8657.29
36.68,0.33,2794.01,5.82,6852.36
34.9,1.25,2919.24,6.16,9566.31
29.21,2.82,3002.37,6.5,6862.25
28.54,3.08,2958.73,6.53,10817.24
23.32,2.63,2870.58,7.46,7748.51
38.14,1.42,2801.78,6.54,9342.54
31.88,2.18,2652.88,7.09,9492.05
28.03,3.39,2910.99,6.28,6744.92
35.31,3.58,3051.96,6.34,3893.03
26.11,2.98,2851.32,5.84,8721.51
31.63,4.16,3087.59,6.13,8144.58
29.31,3.4,2571.16,6.76,9111.65
32.55,2.25,2626.88,6.5,7546.95
29.75,2.72,2928.28,6.97,7139.14
24.2,1.6,2839.64,6.59,12016.95
30.3,2.89,2997.07,6.32,5055.29
34.2,4.11,2797.68,7.57,9467.9
29.88,3.69,2669.8,6.45,6850.8
33.1,4.4,2767.96,7.08,7328.44
25.82,2.7,2570.1,6.3,7365.79
29.89,4.35,2630.71,6.85,6393.13
27.5,2.81,2945.87,6.96,9142.45
32.99,4.47,2930.92,6.6,10781.29
30.13,2.98,2854.45,5.32,8940.03
32.76,3.71,2541.84,6.51,8206.76
34.35,4.48,2746.24,7.12,6027.12
32.77,2.81,2616.25,6.76,9033.65
31.09,3.22,2976.48,6.72,12312.7
26.01,4.29,2712.44,5.64,7238.61
29.99,2.87,2637.14,6.14,7248.03
27.87,1.68,2804.47,6.71,6877.82
28.62,5.14,2703.98,6.71,7021.17
28.5,2.53,3022.56,7.11,2509.4
26.08,3.16,2689.78,6.43,8810.07
22.17,4.16,2590.12,6.7,6308.9
27.33,2.39,2477.06,6.51,4779.47
30.77,1.99,2795.38,6.01,9506.38
24.61,3.25,2715.71,5.37,5835.96
30.06,1.21,2585.66,6.72,7322.66
37.6,2.71,2978.38,6.59,10932.88
34.09,3.25,2900.09,6.19,5181.57
36.57,2.73,2795.77,5.69,4934.8
31.56,1.46,3004.65,6.81,8538.61
34.67,4.59,2899.38,6.37,10298.97
27.1,3.1,2676.57,6.78,4851.32
27.42,4.43,2644.12,7.43,8815.38
19.04,2.74,2922.7,5.43,9162.0
34.74,2.12,2859.46,6.15,3881.68
36.16,3.27,2825.46,6.4,9597.0
27.79,2.78,2673.03,7.23,9753.21
28.98,1.82,2891.19,5.68,7376.43
26.98,4.47,2686.68,7.47,10504.69
31.53,2.38,2784.7,6.57,10272.91
34.5,1.16,3017.04,6.45,8206.24
23.03,4.33,2700.87,6.4,7097.11
31.64,2.5,2564.05,6.28,6054.34
28.89,2.39,2642.12,7.02,7924.87
30.45,1.23,2949.14,5.97,9139.52
31.84,4.74,2838.21,6.67,7351.65
29.25,1.71,2780.67,6.31,3605.0
29.59,3.06,2723.64,6.12,10537.43
29.14,3.91,2872.8,7.79,8380.45
33.88,3.42,2672.63,6.71,7240.75
31.68,2.94,2845.85,6.81,9714.32
30.88,1.3,2690.31,7.07,11049.28
24.92,2.19,2665.35,5.79,2396.18
28.49,3.19,2704.38,7.38,8868.53
33.59,2.21,2743.69,5.25,5146.7
30.15,3.2,2792.68,6.12,8998.22
32.64,3.68,2835.32,6.27,8255.85
37.07,3.96,2246.75,6.79,9271.45
34.15,1.77,2678.85,6.61,7001.5
30.37,5.2,2741.26,6.42,4253.52
27.96,3.77,3025.76,6.49,7099.26
19.79,3.0,2638.0,6.01,8813.7
29.33,4.09,2824.42,5.75,10030.78
28.7,5.37,3024.25,6.86,5656.34
31.56,1.56,2603.05,6.85,10054.12
29.38,2.77,2859.1,7.29,6704.26
28.72,0.62,2679.66,6.1,8724.9
22.88,3.19,2724.3,6.85,6980.21
26.24,3.37,2679.53,6.36,8364.34
31.91,2.96,2690.22,7.1,9783.76
36.86,2.35,3208.29,7.01,5545.97
29.61,0.95,2926.67,6.61,6640.19
31.31,3.37,2965.26,6.33,8369.93
33.81,4.46,2873.8,6.98,12803.17
26.76,2.41,2559.06,6.82,6273.62
31.47,3.44,2859.24,6.16,12080.27
27.04,1.43,2960.94,5.84,12008.85
33.46,3.46,2671.99,6.36,7805.38
30.61,2.61,2944.8,7.26,7403.69
31.19,2.24,2905.65,7.07,6615.87
26.87,2.24,3077.81,5.94,7863.59
32.83,2.61,2737.33,5.92,5186.56
38.34,3.38,2635.36,7.14,7847.52
25.97,1.69,2745.76,5.93,10993.76
28.64,2.6,3015.34,6.75,6777.83
30.93,2.96,2525.74,6.19,7518.55
33.15,1.9,2489.74,7.31,4597.72
27.76,4.8,2813.41,6.11,8748.12
18.67,2.15,2733.61,7.07,8528.96
35.44,2.33,2801.16,6.59,8127.4
33.04,2.02,2941.8,6.63,7566.35
23.03,4.8,2717.11,5.51,7414.48
27.57,3.55,2519.05,5.4,9003.8
36.27,2.06,3106.67,6.39,7942.37
35.79,4.11,2650.42,6.62,8629.94
33.75,3.2,2641.14,5.94,8429.97
29.3,3.26,2965.56,5.96,10246.85
30.33,2.66,2742.33,6.78,9353.99
29.48,2.25,2790.49,6.78,8385.72
34.51,3.34,2872.42,6.43,11036.84
26.5,2.45,2962.54,6.89,8840.54
26.78,4.82,2749.98,5.91,10609.93
34.04,1.73,3027.99,6.32,9213.89
29.82,4.54,2479.63,7.32,4316.16
35.51,2.89,2913.97,6.53,10609.67
27.31,3.3,2674.07,6.56,8270.35
29.78,3.83,3005.84,7.65,7896.09
26.31,2.37,2821.31,5.8,8562.7
30.03,3.86,2699.06,6.9,7310.03
24.09,0.29,2899.43,7.33,8454.06
28.05,2.28,2933.98,6.34,6816.25
24.25,2.08,2896.28,6.93,10548.54
32.78,1.75,2645.55,6.01,7772.82
32.87,2.79,2727.4,6.16,7234.83
23.08,3.39,2799.39,6.69,6150.15
35.34,3.7,2793.81,6.9,8537.55
39.99,3.24,2912.46,7.06,8374.21
30.18,2.33,2497.76,7.28,8776.85
27.44,3.37,2850.15,6.47,5945.5
41.3,3.12,2756.5,7.1,4797.64
24.72,3.94,2674.22,6.33,9251.18
30.08,3.78,2688.63,6.95,10969.28
30.72,3.03,2767.82,6.6,5947.29
35.38,2.1,2259.84,6.72,11178.88
31.44,2.35,2694.81,6.71,8567.82
28.01,2.45,2668.63,5.7,7985.87
26.2,2.68,2879.92,5.94,7204.9
28.63,3.27,2679.17,6.55,5230.96
25.97,3.72,2767.73,5.66,9975.46
30.19,2.95,3031.34,6.92,6448.79
27.74,3.02,2949.15,6.94,6440.39
24.02,3.14,2935.34,6.66,9983.85
35.02,2.48,2725.02,5.94,4234.03
28.01,2.07,2881.45,7.19,4952.8
24.93,1.24,2764.92,7.52,7963.73
29.33,2.3,2770.59,6.57,8586.57
30.27,3.47,2861.45,6.76,8969.47
23.01,2.3,2710.45,6.6,7396.4
31.33,2.76,3023.95,6.77,13060.74
25.81,3.47,2775.98,6.44,7544.21
36.84,3.52,2892.75,6.48,7538.43
32.1,1.92,3018.34,6.95,6406.03
28.4,4.0,2954.75,7.67,8247.81
27.02,4.13,2588.66,5.8,9229.92
29.58,1.87,2866.73,6.45,10407.16
32.45,2.18,2927.61,5.91,5021.43
29.9,4.19,2933.78,7.3,7508.01
29.13,2.85,2633.01,6.21,8893.41
30.23,0.78,2701.44,5.78,9174.12
27.58,1.6,2949.18,6.82,8013.1
28.63,2.75,2685.74,7.37,9084.85
21.66,1.84,2755.05,6.83,6382.07
33.89,2.59,3036.38,6.6,11115.81
31.2,3.03,2792.83,6.7,9985.26
26.91,4.46,2690.98,7.21,5310.14
37.59,2.71,2668.36,6.06,5849.79
30.35,4.07,2849.91,6.44,5906.16
25.86,4.43,2600.03,6.27,9355.94
33.43,4.43,2762.9,5.92,5430.54
31.59,3.28,2849.98,6.34,7337.95
31.58,1.04,2994.87,7.05,8909.41
28.3,3.46,2900.13,6.78,7867.67
31.8,4.05,2692.89,6.82,8517.78
28.95,2.92,2976.76,6.57,5868.39
32.22,4.74,2755.07,6.76,9189.71
22.38,3.86,2614.64,6.1,6773.58
28.26,3.57,2774.19,6.35,7350.76
36.89,4.09,3015.73,6.6,8475.46
26.93,3.33,2824.79,6.64,8206.16
27.58,0.51,2801.88,6.66,8047.96
28.21,2.5,3045.58,6.43,6498.75
25.14,4.2,2585.3,6.31,7400.9
21.17,2.19,2607.16,8.08,8004.37
29.08,2.78,2557.62,6.95,5249.83
30.54,1.96,2855.9,6.71,7074.93
29.79,4.78,2824.97,6.38,8775.36
29.42,4.68,3031.41,6.27,5445.13
30.17,2.12,2836.52,6.43,10313.16
34.09,3.15,2739.38,6.65,10539.23
29.24,2.32,2800.27,5.56,5509.7
27.7,3.61,2817.66,5.72,10715.24
28.88,3.51,2549.24,6.18,7712.84
32.32,3.81,3206.55,6.6,8837.03
35.65,3.33,2877.98,6.38,7006.7
27.49,5.94,2831.5,7.24,9846.09
30.4,1.97,2892.27,5.76,8812.19
31.35,1.29,2906.41,6.12,6371.69
26.03,2.61,2778.92,7.26,5669.6
30.08,1.43,2705.31,6.57,5079.4
24.14,1.51,2889.92,6.94,8375.88
22.92,2.0,2857.86,7.53,9144.94
31.47,2.08,2678.52,6.15,9301.93
28.46,2.05,3012.86,6.45,7764.04
30.81,3.52,2844.0,6.36,5686.01
29.93,2.49,2909.47,5.52,6635.85
26.09,2.82,3008.79,6.34,10304.7
29.82,3.89,2803.28,6.94,7030.74
25.07,2.23,2847.54,6.77,8286.84
35.56,2.74,2921.5,6.81,5848.7
24.58,3.37,2691.27,6.31,8673.17
29.22,1.06,2808.11,6.17,7084.63
25.83,0.62,2818.83,7.13,10093.43
32.28,3.35,2656.59,6.25,9547.12
28.67,3.49,3147.65,6.65,7008.59
27.93,5.06,2588.91,6.58,7746.67
33.41,3.16,2605.28,7.23,6897.77
30.12,3.82,2997.13,6.99,5161.13
32.07,2.8,2906.99,5.85,6285.12
26.07,3.3,2646.11,5.91,8396.43
24.38,4.67,2891.09,6.79,8650.52
30.43,0.88,3020.18,6.47,8297.1
28.72,3.41,2795.46,6.27,7396.53
32.51,5.14,3189.82,7.01,9866.13
29.68,3.28,2541.39,6.59,8127.08
30.82,4.65,2904.07,6.53,9406.51
23.51,2.37,2974.98,6.89,4452.45
37.55,2.97,2933.7,6.31,155.2
29.34,3.03,2769.35,7.28,8567.58
32.79,0.78,2756.43,6.11,5150.47
26.66,1.83,2866.62,6.83,7575.1
31.23,1.9,2922.36,7.22,7395.81
24.79,3.82,2890.37,5.81,11174.8
31.81,3.87,2956.01,6.33,8799.99
28.58,3.32,2647.17,7.07,8331.72
30.12,3.82,2765.83,7.08,9673.98
32.79,2.84,2659.0,6.41,8737.0
25.07,4.2,2742.08,6.13,7084.65
27.26,3.01,2952.28,6.98,10142.95
31.83,3.06,2816.2,7.09,5780.5
38.39,2.73,3191.03,5.92,8646.49
29.45,3.68,2829.01,5.9,4904.86
32.36,2.58,2808.95,6.61,8407.89
29.57,3.98,2815.93,6.81,8385.98
37.77,1.87,2704.33,6.35,11352.91
23.01,1.9,2791.32,6.84,4870.05
30.38,3.69,2969.17,6.14,6798.23
23.5,2.91,2817.1,5.44,9645.36
19.97,2.55,2680.98,6.29,8670.63
31.19,3.89,2661.24,6.53,8360.61
30.56,2.39,2732.47,6.36,6087.73
28.86,2.8,2811.08,5.92,6818.36
29.58,4.4,2979.04,5.59,10490.08
42.39,4.54,2598.93,6.24,7896.98
28.97,4.57,2752.03,6.95,8750.72
32.04,2.72,2821.65,7.13,7769.62
27.4,4.23,2524.94,7.09,5633.83
31.18,2.05,2674.96,6.09,9867.62
29.05,2.09,2698.02,5.92,9006.46
28.36,0.65,2680.6,6.75,12611.27
37.28,4.67,2828.78,6.82,5968.84
34.71,2.14,2775.92,6.7,9645.15
30.55,2.87,2716.71,5.49,5376.91
20.78,2.09,2864.19,6.07,8314.69
28.56,3.7,3058.46,6.49,9953.01
40.81,2.62,3045.89,6.74,3855.73
29.08,1.7,2511.58,6.88,7590.14
34.41,3.44,2886.56,6.57,6873.58
35.77,1.57,2773.3,6.67,6596.09
30.88,2.16,2823.27,6.54,8770.43
26.63,0.89,2740.26,6.84,10241.37
20.26,1.58,2817.64,6.66,7733.44
32.74,3.18,2822.71,6.53,8410.97
26.74,1.04,2713.16,6.37,8228.62
30.7,1.52,2665.54,6.54,8003.61
25.0,3.0,2732.7,6.74,5821.31
28.94,2.46,2835.14,6.63,10216.89
30.13,4.99,2889.85,6.69,8590.39
31.07,4.83,2928.0,7.17,8789.76
25.54,2.13,2725.87,6.63,6386.98
34.79,3.56,2842.58,6.18,7081.56
27.61,3.75,2944.38,6.94,7647.73
23.3,2.4,2974.84,5.82,4931.75
29.56,1.5,2791.18,5.96,4623.93
30.14,2.99,2766.86,6.67,6798.5
30.64,2.83,2828.67,6.76,9045.04
35.45,2.56,2627.54,5.88,6693.73
29.05,3.44,2770.96,6.31,5962.39
29.52,2.25,2911.69,6.2,6370.63
25.59,1.85,2896.29,6.26,7089.32
33.28,3.11,2759.46,6.97,7292.28
30.74,3.39,2832.66,6.85,12331.04
28.32,1.82,2676.3,6.49,10109.24
22.38,3.93,2905.52,6.23,10049.55
35.78,1.23,2788.33,5.83,10337.16
25.09,2.42,2758.61,7.21,6002.36
27.63,2.74,2745.74,6.8,5555.27
31.43,2.36,2790.57,6.15,5786.26
25.21,2.43,2732.82,6.86,10669.01
24.03,4.87,2898.72,6.46,6905.62
21.5,2.15,2740.71,6.36,5497.29
32.88,5.44,3038.94,6.72,7138.01
27.82,3.44,3019.78,6.13,7522.79
41.71,3.09,2666.27,6.33,8536.83
26.02,3.48,2810.46,6.56,8501.9
26.31,5.53,2702.4,6.25,6343.64
27.74,2.01,2751.0,6.83,9371.31
30.97,1.88,3100.36,7.43,6721.61
28.12,2.25,2753.86,6.12,7687.45
32.45,3.03,2854.03,5.67,9373.55
26.09,1.27,2881.2,5.5,6716.36
24.47,3.02,2649.91,6.42,6861.3
22.81,4.69,2671.74,6.17,9183.34
21.11,3.15,2619.1,6.6,6284.53
27.93,2.71,2667.1,6.57,7230.42
28.8,2.38,2372.5,5.7,9111.48
27.47,3.9,2881.69,5.59,12108.18
34.97,2.17,3108.13,6.65,9210.81
34.91,4.85,2822.17,6.57,8945.28
28.66,4.93,2587.56,6.29,9061.6
22.82,3.26,2703.58,5.67,5853.62
27.73,2.99,2731.17,6.74,8231.19
27.6,4.03,2647.36,7.14,7940.47
27.37,4.09,2929.03,6.64,8643.17
27.21,2.19,2921.54,6.08,8233.02
27.39,2.47,2626.68,6.52,8759.4
28.45,1.68,2908.76,5.82,7377.07
27.46,3.41,3029.02,7.03,8117.22
30.83,3.67,3085.38,6.54,5544.34
31.44,1.65,3229.78,5.62,7360.19
26.36,2.54,2664.7,6.35,10781.67
35.08,1.65,3223.63,6.73,8637.62
26.08,2.1,2746.87,6.33,7958.16
23.53,3.55,2711.13,6.36,11792.25
31.52,2.27,2849.06,5.89,5278.33
26.73,2.7,2712.69,6.78,5781.09
31.29,1.37,2859.86,6.18,11425.42
20.39,3.19,2601.99,5.42,8091.92
35.57,2.96,2764.19,6.31,7514.83
32.69,2.27,2992.84,6.99,5601.59
24.0,2.81,2791.44,6.31,8895.39
24.08,3.18,2821.24,7.37,9088.92
36.69,2.19,2871.29,6.71,5811.01
27.05,1.52,2975.6,6.67,7719.45
26.66,4.81,2551.72,6.44,7328.97
20.94,2.37,2887.68,6.47,8511.95
28.6,2.9,2759.78,6.37,5761.5
29.09,4.01,2825.0,6.35,10503.89
32.86,6.53,2958.99,6.77,9831.65
24.4,1.76,2620.87,6.03,7273.65
23.92,3.45,2648.1,5.96,7567.16
31.8,2.29,2509.69,5.94,7727.16
34.03,2.46,2717.63,7.52,6443.38
23.72,2.28,2999.56,6.77,7113.14
34.33,1.87,2781.91,6.65,7459.46
30.15,2.96,2598.98,5.97,11225.74
34.37,1.53,2727.15,6.81,9893.24
