Employee_ID,Weekly_Hours,Projects_Completed,Experience_Years,Performance_Score,Satisfaction_Score,Teamwork_Score,Department,Education_Level,Work_Model,Gender
2609,42,3,2,61,43,0,Marketing,PhD,Hybrid,Other
2610,44,6,19,55,52,10,HR,PhD,Remote,Other
2611,53,5,24,49,64,1,HR,Bachelor,Remote,Female
2612,56,5,17,57,37,9,Marketing,High School,Hybrid,Female
2613,39,4,18,60,65,6,HR,High School,Remote,Other
2614,59,1,7,68,49,7,Engineering,PhD,Hybrid,Other
2615,42,9,21,93,32,5,Engineering,High School,On-site,Female
2616,54,3,10,61,73,1,Engineering,Master,On-site,Male
2617,39,5,25,60,72,10,Engineering,Master,Hybrid,Female
2618,49,2,7,52,58,8,HR,Master,Hybrid,Female
2619,36,8,12,77,98,7,Marketing,Master,Hybrid,Female
2620,45,8,17,64,64,5,Marketing,High School,On-site,Other
2621,58,7,13,40,52,7,Engineering,Bachelor,Remote,Female
2622,47,4,6,48,54,0,Marketing,Master,Hybrid,Female
2623,42,3,7,46,81,10,HR,Master,Remote,Male
2624,60,4,1,60,85,0,Finance,Master,Hybrid,Other
2625,49,5,19,73,78,5,Engineering,Bachelor,Hybrid,Other
2626,31,3,5,64,70,3,Marketing,Master,Remote,Female
2627,41,6,26,91,94,0,Sales,Master,Remote,Female
2628,58,0,1,52,48,5,Finance,Bachelor,Remote,Male
2629,40,5,18,63,35,6,Sales,Master,Hybrid,Male
2630,44,3,5,83,88,2,Engineering,PhD,Hybrid,Female
2631,39,3,26,55,34,2,Marketing,Bachelor,Hybrid,Male
2632,44,3,2,53,86,1,HR,High School,On-site,Male
2633,38,34,6,43,51,10,HR,PhD,Remote,Female
2634,37,6,29,49,60,6,Marketing,PhD,Hybrid,Male
2635,31,7,20,91,54,2,Marketing,Bachelor,Hybrid,Other
2636,50,4,14,53,33,3,HR,Bachelor,Hybrid,Other
2637,30,3,6,73,38,4,Finance,Master,On-site,Other
2638,40,10,18,52,48,8,Finance,PhD,Hybrid,Female
2639,32,3,13,41,83,5,Finance,Master,On-site,Male
2640,44,6,22,98,46,8,Finance,Master,Hybrid,Female
2641,35,5,1,75,63,9,Sales,High School,Remote,Other
2642,43,7,30,68,62,9,Engineering,High School,On-site,Male
2643,56,2,27,44,64,8,Marketing,PhD,Remote,Female
2644,35,1,13,92,32,3,Marketing,Master,On-site,Male
2645,44,8,23,45,83,6,Finance,Master,On-site,Other
2646,38,5,6,61,75,7,HR,Bachelor,Remote,Female
2647,46,4,24,65,92,0,Engineering,Bachelor,Remote,Female
2648,33,1,5,91,59,0,HR,PhD,Hybrid,Female
2649,52,4,11,58,45,7,Finance,Master,On-site,Male
2650,43,6,6,44,74,2,Marketing,Bachelor,On-site,Female
2651,40,6,25,49,48,10,Marketing,High School,Remote,Male
2652,51,3,14,78,38,9,HR,Master,Hybrid,Other
2653,58,3,2,83,93,1,Finance,High School,Remote,Female
2654,52,7,5,89,86,8,Sales,Bachelor,Hybrid,Other
2655,44,4,7,54,71,5,Marketing,High School,Remote,Male
2656,59,6,12,73,94,7,Marketing,Master,Remote,Other
2657,36,5,20,85,81,9,Finance,PhD,Hybrid,Male
2658,42,3,10,69,37,10,Engineering,Bachelor,Remote,Male
2659,49,3,30,46,47,6,Finance,Master,Remote,Female
2660,51,3,24,42,83,10,Engineering,High School,Hybrid,Female
2661,40,7,30,61,55,6,Engineering,Master,Remote,Male
2662,34,2,12,57,84,3,HR,High School,Hybrid,Other
2663,38,6,22,98,64,3,Sales,High School,Hybrid,Female
2664,34,11,6,63,90,2,HR,Bachelor,Hybrid,Other
2665,30,3,4,90,95,10,Sales,Master,Remote,Female
2666,38,3,24,99,46,0,HR,PhD,Hybrid,Other
2667,51,3,20,67,73,3,Finance,High School,Hybrid,Female
2668,53,8,29,73,96,6,HR,Master,On-site,Other
2669,32,9,3,70,80,7,HR,High School,Hybrid,Other
2670,53,6,5,96,46,0,Marketing,Bachelor,On-site,Female
2671,41,5,21,51,55,2,Engineering,High School,Remote,Male
2672,45,5,4,53,94,2,HR,High School,Remote,Male
2673,53,5,24,57,80,4,Finance,PhD,On-site,Male
2674,36,9,19,74,87,4,Sales,Bachelor,Remote,Female
2675,33,8,6,50,64,6,Finance,Master,Remote,Male
2676,55,5,7,54,60,9,Marketing,Master,On-site,Male
2677,53,6,25,91,66,10,Marketing,Bachelor,Remote,Female
2678,40,8,19,57,72,3,Engineering,Bachelor,Hybrid,Male
2679,35,8,4,70,88,5,HR,PhD,Hybrid,Female
2680,38,3,17,43,59,8,Sales,High School,On-site,Female
2681,43,8,27,85,39,4,Sales,Bachelor,Hybrid,Male
2682,48,9,20,93,70,4,Engineering,High School,On-site,Male
2683,31,12,20,63,96,6,Sales,Master,Remote,Female
2684,57,5,12,88,79,5,Finance,Bachelor,On-site,Other
2685,44,5,27,46,53,4,Finance,High School,On-site,Female
2686,54,7,9,59,94,10,Finance,High School,Remote,Male
2687,58,8,14,48,36,10,HR,Master,Hybrid,Male
2688,40,7,24,66,96,2,Engineering,PhD,Remote,Male
2689,39,3,22,41,31,2,Engineering,High School,On-site,Male
2690,49,1,0,66,62,4,Finance,Master,Remote,Other
2691,59,2,8,56,77,0,Sales,High School,Remote,Female
2692,34,6,29,52,56,10,Engineering,PhD,Hybrid,Male
2693,60,6,16,64,87,5,Finance,Bachelor,Hybrid,Other
2694,33,4,6,78,82,10,Sales,PhD,Hybrid,Other
2695,41,1,21,47,65,2,Marketing,High School,Hybrid,Male
2696,52,7,4,81,77,1,Sales,PhD,Hybrid,Other
2697,32,6,11,63,35,3,HR,Master,Remote,Male
2698,31,7,20,61,61,2,Sales,PhD,Hybrid,Female
2699,41,6,5,41,74,2,HR,High School,On-site,Male
2700,48,7,15,83,74,5,Sales,High School,Hybrid,Male
2701,49,5,7,45,66,2,Marketing,PhD,Hybrid,Male
2702,51,4,29,45,67,6,Marketing,Bachelor,On-site,Other
2703,35,9,5,41,61,4,Marketing,Master,Hybrid,Other
2704,59,7,8,93,44,3,Engineering,Master,Hybrid,Male
2705,33,4,21,63,50,3,Sales,PhD,On-site,Female
2706,35,4,13,76,82,0,Finance,Master,On-site,Other
2707,32,6,16,75,52,3,Finance,Master,Hybrid,Male
2708,44,3,22,84,72,3,Marketing,Bachelor,Remote,Male
2709,40,2,18,69,65,6,Sales,High School,Hybrid,Other
2710,47,3,13,64,67,10,Engineering,Master,Remote,Other
2711,56,5,4,87,42,4,Marketing,PhD,On-site,Male
2712,53,5,19,86,87,2,HR,Master,Remote,Female
2713,54,5,10,76,57,8,Sales,Bachelor,Remote,Female
2714,59,5,5,86,82,1,Sales,Bachelor,Remote,Female
2715,50,11,14,62,78,8,Finance,PhD,Remote,Female
2716,35,5,6,52,75,1,Marketing,Bachelor,Hybrid,Male
2717,39,7,21,82,81,6,Sales,PhD,Remote,Male
2718,41,6,28,71,71,10,Sales,PhD,Hybrid,Other
2719,41,3,28,89,99,2,Marketing,Bachelor,Hybrid,Other
2720,31,8,28,50,63,7,HR,High School,Hybrid,Female
2721,56,5,18,61,70,2,Engineering,Bachelor,Remote,Other
2722,38,7,25,55,58,6,Marketing,Bachelor,Hybrid,Other
2723,38,1,14,42,32,10,Sales,PhD,On-site,Female
2724,52,7,12,100,40,5,Finance,PhD,Remote,Other
2725,34,4,8,88,54,6,Marketing,High School,On-site,Other
2726,47,10,4,75,82,0,Marketing,PhD,On-site,Other
2727,56,7,14,88,78,1,Engineering,Master,Hybrid,Female
2728,39,5,2,77,84,3,HR,Master,On-site,Other
2729,38,1,15,58,99,6,HR,Bachelor,Hybrid,Female
2730,50,2,29,58,79,7,Finance,PhD,Hybrid,Male
2731,30,2,25,66,36,1,Marketing,Master,Remote,Other
2732,60,2,9,72,48,9,Marketing,Bachelor,Remote,Male
2733,37,6,2,75,49,0,HR,PhD,Hybrid,Other
2734,53,5,12,58,99,3,Engineering,Master,Remote,Female
2735,36,5,7,48,74,10,Finance,Master,Remote,Other
2736,31,2,27,69,37,2,HR,High School,Hybrid,Female
2737,44,6,5,58,88,6,Sales,Master,Remote,Other
2738,51,1,22,90,38,5,HR,High School,On-site,Other
2739,58,7,11,99,63,7,Marketing,Master,Hybrid,Female
2740,58,1,17,74,94,10,Marketing,Master,Hybrid,Male
2741,45,6,17,41,45,3,HR,PhD,On-site,Male
2742,57,6,7,42,47,8,Marketing,Master,Hybrid,Male
2743,30,5,16,47,83,2,Finance,Bachelor,Hybrid,Female
2744,43,3,22,54,64,6,Finance,High School,Remote,Female
2745,31,8,23,80,95,3,Sales,High School,Hybrid,Female
2746,30,5,11,71,45,5,HR,Master,On-site,Other
2747,40,5,14,79,46,3,Marketing,PhD,Remote,Other
2748,40,4,22,99,96,8,HR,High School,Remote,Male
2749,55,8,12,47,67,1,Finance,Bachelor,Hybrid,Female
2750,49,9,15,48,40,1,Sales,High School,On-site,Female
2751,40,4,19,85,96,8,Sales,Bachelor,Remote,Other
2752,36,0,8,65,74,2,HR,High School,On-site,Female
2753,39,5,0,76,57,10,Engineering,High School,Hybrid,Male
2754,51,6,9,63,39,2,HR,Master,On-site,Male
2755,59,7,0,96,62,9,Engineering,PhD,Hybrid,Other
2756,48,4,5,55,51,5,HR,Master,Remote,Female
2757,54,6,1,85,80,8,Sales,PhD,Hybrid,Other
2758,32,5,22,78,30,3,Finance,High School,Hybrid,Other
2759,43,7,7,73,51,9,HR,High School,Remote,Female
2760,43,6,28,56,91,2,Sales,Bachelor,Hybrid,Male
2761,51,6,26,89,63,7,Engineering,PhD,Hybrid,Female
2762,31,7,16,84,96,8,HR,High School,Hybrid,Other
2763,44,1,16,92,67,3,Engineering,Bachelor,Remote,Female
2764,51,3,23,67,48,3,Sales,High School,Hybrid,Other
2765,54,7,8,77,42,8,Marketing,High School,On-site,Other
2766,58,2,10,71,36,9,Marketing,High School,On-site,Other
2767,30,5,13,48,61,0,Finance,High School,Hybrid,Female
2768,34,2,25,60,99,9,Engineering,Master,On-site,Female
2769,59,5,12,50,69,8,Sales,PhD,Hybrid,Other
2770,39,6,30,92,60,7,Sales,High School,Hybrid,Male
2771,59,8,6,51,31,6,Finance,Bachelor,Hybrid,Male
2772,35,8,30,76,76,6,Sales,PhD,On-site,Male
2773,56,6,1,88,54,1,Finance,High School,On-site,Female
2774,34,3,9,66,52,8,Marketing,Master,Hybrid,Female
2775,44,1,10,56,49,8,Finance,Bachelor,Hybrid,Female
2776,46,5,27,54,83,1,HR,Bachelor,Hybrid,Female
2777,37,4,17,79,52,3,HR,High School,Remote,Female
2778,44,8,24,71,48,10,Sales,Bachelor,Remote,Other
2779,47,5,5,42,67,2,Engineering,Master,On-site,Male
2780,35,7,15,99,100,9,HR,Bachelor,Hybrid,Other
2781,57,8,18,46,80,6,Marketing,PhD,Hybrid,Other
2782,35,9,18,56,68,5,Sales,Bachelor,Hybrid,Female
2783,52,5,30,55,48,3,Engineering,Master,On-site,Other
2784,59,1,16,91,64,2,Engineering,PhD,On-site,Male
2785,45,5,7,50,38,8,Marketing,Bachelor,Hybrid,Female
2786,47,6,20,99,63,2,Finance,PhD,Remote,Other
2787,31,3,30,75,84,1,Sales,Master,Remote,Female
2788,57,5,29,96,70,9,Engineering,High School,On-site,Female
2789,59,8,7,57,58,4,Finance,Master,Remote,Male
2790,52,5,24,88,87,8,Finance,Bachelor,Hybrid,Female
2791,46,5,16,58,65,4,Finance,Master,Hybrid,Male
2792,32,5,9,72,47,10,Marketing,Master,Hybrid,Male
2793,40,8,1,90,62,0,Sales,PhD,Hybrid,Other
2794,42,9,8,47,37,6,Engineering,High School,Remote,Male
2795,33,3,17,50,47,10,Engineering,Bachelor,Remote,Male
2796,37,5,15,82,35,5,HR,PhD,Remote,Male
2797,32,5,8,42,78,3,Finance,Bachelor,Hybrid,Other
2798,32,8,7,51,74,1,Engineering,Bachelor,Remote,Other
2799,55,4,4,61,54,6,HR,PhD,On-site,Other
2800,55,7,21,60,76,7,Marketing,Master,On-site,Male
2801,52,4,7,94,82,8,Engineering,High School,Remote,Other
2802,49,1,14,81,78,2,HR,PhD,On-site,Other
2803,49,6,23,41,79,5,HR,Master,Remote,Female
2804,47,3,30,57,86,5,Marketing,High School,On-site,Other
2805,53,5,13,100,85,6,Finance,PhD,Remote,Female
2806,60,7,25,57,74,6,HR,PhD,Hybrid,Male
2807,53,4,9,62,43,9,Finance,Bachelor,Remote,Other
2808,45,4,16,80,92,10,Finance,Bachelor,On-site,Female
2809,55,3,15,52,84,9,HR,High School,On-site,Male
2810,31,7,4,51,34,1,Finance,Bachelor,Hybrid,Other
2811,35,6,22,82,50,10,Marketing,High School,Hybrid,Female
2812,56,2,29,87,63,3,HR,Bachelor,On-site,Male
2813,59,4,27,53,83,5,Engineering,High School,On-site,Male
2814,59,5,29,73,87,4,Sales,High School,Hybrid,Other
2815,47,7,28,92,51,6,Marketing,Bachelor,On-site,Male
2816,36,5,24,47,66,3,HR,PhD,On-site,Female
2817,60,1,15,81,88,2,Marketing,Master,On-site,Other
2818,35,3,24,94,77,6,HR,Master,Hybrid,Other
2819,47,4,2,97,58,7,Finance,Bachelor,Remote,Other
2820,41,8,18,79,33,0,Finance,Master,On-site,Female
2821,55,7,8,56,33,4,Marketing,PhD,Remote,Other
2822,47,0,13,87,63,5,Engineering,Bachelor,Remote,Female
2823,46,6,11,45,31,8,Sales,PhD,On-site,Male
2824,50,5,1,90,47,8,Engineering,PhD,Hybrid,Male
2825,32,1,21,72,37,4,Finance,Bachelor,Remote,Male
2826,42,3,6,97,96,8,HR,Bachelor,On-site,Male
2827,45,4,12,89,59,3,HR,High School,On-site,Female
2828,31,3,26,76,35,3,Engineering,PhD,Hybrid,Female
2829,33,5,12,70,93,9,Engineering,Master,Hybrid,Other
2830,59,3,7,70,46,8,Finance,Bachelor,Remote,Other
2831,43,5,29,42,90,9,Sales,High School,Remote,Male
2832,41,6,7,65,82,8,Finance,Bachelor,Remote,Other
2833,33,3,24,63,35,6,Finance,Master,Hybrid,Male
2834,59,7,5,81,80,7,Sales,PhD,On-site,Female
2835,40,7,12,92,91,2,HR,PhD,On-site,Male
2836,41,5,2,95,51,8,Engineering,Master,On-site,Female
2837,42,4,12,90,93,0,Marketing,High School,Hybrid,Other
2838,51,10,29,62,37,10,Engineering,PhD,Hybrid,Female
2839,60,5,12,87,70,7,Finance,High School,Remote,Female
2840,54,6,13,45,49,9,Marketing,Master,Hybrid,Male
2841,52,4,15,72,54,2,Sales,Bachelor,Remote,Female
2842,40,1,26,74,58,8,Marketing,PhD,On-site,Male
2843,49,2,17,63,84,6,Finance,Master,Remote,Other
2844,34,5,24,82,32,1,Engineering,High School,Hybrid,Other
2845,56,5,14,69,87,1,Engineering,PhD,On-site,Female
2846,30,8,9,80,53,2,Finance,Bachelor,Hybrid,Other
2847,54,7,15,58,44,1,Finance,Bachelor,Hybrid,Male
2848,54,3,16,75,87,10,Marketing,Master,Remote,Other
2849,49,7,21,61,56,10,Marketing,Master,On-site,Male
2850,32,6,21,82,82,1,Engineering,PhD,On-site,Male
2851,36,3,13,55,43,7,Sales,Bachelor,Hybrid,Male
2852,44,5,23,65,40,6,Finance,PhD,Remote,Female
2853,51,5,6,46,96,2,Finance,Bachelor,On-site,Female
2854,52,6,14,61,65,3,Sales,Master,On-site,Female
2855,36,7,3,93,64,7,HR,Bachelor,On-site,Female
2856,60,2,9,74,45,2,Sales,Master,On-site,Male
2857,38,5,20,96,69,10,Finance,Bachelor,On-site,Other
2858,35,3,0,70,34,3,HR,Bachelor,Remote,Male
2859,56,2,16,58,94,9,Sales,Bachelor,Remote,Other
2860,40,6,7,86,74,7,Finance,PhD,Hybrid,Other
2861,48,6,19,81,31,0,HR,Master,Remote,Female
2862,36,14,9,41,95,2,Sales,High School,On-site,Female
2863,54,6,27,79,35,0,Sales,Bachelor,Remote,Other
2864,46,6,6,93,49,9,Marketing,PhD,On-site,Other
2865,47,2,16,40,53,8,HR,Bachelor,On-site,Female
2866,49,3,11,56,59,9,Finance,High School,Remote,Male
2867,39,8,23,92,52,9,Sales,High School,On-site,Male
2868,60,5,5,93,60,4,Engineering,PhD,On-site,Other
2869,60,4,18,88,51,8,Finance,Master,On-site,Male
2870,60,4,7,97,44,6,Sales,Bachelor,Remote,Female
2871,48,5,0,87,89,8,Marketing,High School,On-site,Female
2872,52,3,19,58,90,1,Engineering,Bachelor,On-site,Female
2873,36,6,1,82,94,8,Sales,High School,Hybrid,Other
2874,47,4,9,96,57,4,HR,High School,On-site,Male
2875,47,2,24,78,80,9,HR,High School,Remote,Female
2876,40,5,6,93,66,3,Sales,Master,On-site,Other
2877,50,4,13,62,40,3,Marketing,PhD,On-site,Other
2878,34,3,20,69,100,9,HR,Bachelor,Hybrid,Female
2879,54,7,7,70,35,5,Finance,High School,Remote,Female
2880,77,5,12,71,37,4,HR,High School,Remote,Female
2881,30,7,12,68,96,2,Sales,High School,Remote,Female
2882,34,7,15,44,88,6,Finance,PhD,Hybrid,Female
2883,34,6,23,97,61,8,Finance,Master,On-site,Female
2884,37,7,7,93,65,10,Engineering,Master,On-site,Female
2885,60,5,14,84,82,3,HR,Bachelor,Remote,Female
2886,45,9,2,65,93,1,Engineering,Bachelor,On-site,Other
2887,40,6,6,63,81,5,HR,Bachelor,Remote,Male
2888,54,35,24,56,90,2,Engineering,Bachelor,On-site,Female
2889,36,7,3,53,68,0,Marketing,PhD,Remote,Male
2890,54,11,4,82,32,9,Finance,High School,Hybrid,Other
2891,33,2,4,61,58,2,HR,Master,Remote,Male
2892,36,2,7,44,96,9,Engineering,PhD,Hybrid,Other
2893,41,4,12,56,62,0,HR,Master,On-site,Male
2894,33,5,24,40,92,10,Engineering,High School,Remote,Other
2895,43,5,8,69,52,9,Marketing,Bachelor,On-site,Other
2896,54,3,10,45,41,0,Marketing,High School,On-site,Male
2897,33,7,0,91,34,0,Finance,PhD,Remote,Female
2898,48,1,13,77,45,4,Marketing,PhD,On-site,Female
2899,44,3,2,91,52,7,Engineering,High School,Hybrid,Male
2900,59,7,0,82,65,3,Sales,Master,Remote,Male
2901,52,3,0,42,33,3,Engineering,High School,Hybrid,Other
2902,50,8,25,70,99,8,HR,Bachelor,Hybrid,Other
2903,48,2,14,40,49,3,Marketing,Bachelor,Hybrid,Other
2904,60,2,30,97,58,5,Sales,Master,On-site,Other
2905,53,3,0,42,93,4,Engineering,PhD,Hybrid,Female
2906,38,6,22,87,45,3,Sales,High School,On-site,Male
2907,41,5,15,98,97,3,HR,Bachelor,Hybrid,Female
2908,51,2,0,85,46,5,Finance,PhD,On-site,Male
2909,33,0,14,45,46,1,HR,PhD,Remote,Female
2910,59,5,14,62,62,1,Marketing,PhD,On-site,Other
2911,44,12,29,60,100,7,Finance,Master,Remote,Male
2912,53,2,10,49,73,8,Marketing,Master,On-site,Male
2913,60,9,17,74,84,8,Finance,Bachelor,On-site,Female
2914,33,5,14,72,75,1,Marketing,Bachelor,Hybrid,Other
2915,46,4,10,82,78,9,Finance,High School,On-site,Female
2916,30,9,1,99,100,0,HR,High School,Remote,Female
2917,50,4,18,43,80,5,Finance,PhD,Remote,Female
2918,36,6,15,49,63,5,Engineering,High School,Hybrid,Female
2919,59,4,1,40,76,1,Engineering,High School,Hybrid,Female
2920,50,3,4,71,81,10,Engineering,PhD,On-site,Male
2921,44,4,17,79,97,4,Engineering,Master,On-site,Male
2922,35,4,4,58,37,5,HR,Bachelor,Remote,Other
2923,45,12,2,54,95,6,HR,Bachelor,On-site,Male
2924,44,4,17,40,92,4,Sales,Master,Remote,Female
2925,30,4,30,69,92,6,Finance,Bachelor,Hybrid,Male
2926,53,8,8,76,92,3,Engineering,Bachelor,Remote,Other
2927,39,6,28,61,85,7,Finance,High School,On-site,Other
2928,35,10,15,90,52,1,HR,Master,Remote,Female
2929,36,5,24,54,66,3,Marketing,High School,Remote,Female
2930,46,8,30,40,57,0,HR,High School,Hybrid,Male
2931,33,4,25,62,44,0,Marketing,Master,On-site,Male
2932,32,4,3,60,44,5,HR,Bachelor,Remote,Male
2933,51,6,28,86,55,5,Finance,Master,Remote,Male
2934,41,2,5,50,48,6,Marketing,PhD,Hybrid,Female
2935,36,5,7,59,37,2,Sales,PhD,On-site,Male
2936,30,9,0,67,70,3,Marketing,High School,Hybrid,Male
2937,55,5,15,76,59,3,Sales,Master,On-site,Male
2938,59,3,13,74,33,8,Sales,High School,Remote,Male
2939,34,7,2,90,96,10,Sales,Master,Remote,Male
2940,39,3,11,41,76,7,Sales,High School,On-site,Male
2941,55,8,20,46,95,0,Engineering,Master,Hybrid,Male
2942,51,1,8,61,67,7,HR,High School,Hybrid,Other
2943,55,5,23,47,57,10,Finance,Bachelor,Remote,Other
2944,36,6,11,58,54,7,Marketing,PhD,Hybrid,Other
2945,57,5,11,78,47,9,Finance,Bachelor,Hybrid,Other
2946,51,2,2,52,86,5,Engineering,PhD,On-site,Female
2947,44,5,9,95,54,6,Marketing,Bachelor,Hybrid,Female
2948,38,6,1,97,47,10,Sales,PhD,On-site,Female
2949,37,4,23,81,44,8,Engineering,PhD,Remote,Female
2950,59,8,25,56,40,4,Marketing,Master,On-site,Female
2951,38,9,12,60,35,4,Sales,Bachelor,Hybrid,Male
2952,37,4,28,63,53,6,Marketing,Bachelor,Remote,Male
2953,46,7,10,65,30,5,HR,Bachelor,Remote,Female
2954,54,4,13,72,99,5,Finance,High School,Hybrid,Other
2955,49,10,25,66,41,4,Sales,Master,On-site,Female
2956,43,2,28,68,87,8,Sales,High School,On-site,Male
2957,36,4,10,100,39,8,HR,High School,On-site,Other
2958,41,3,19,55,57,2,HR,Bachelor,On-site,Other
2959,47,7,13,59,81,6,Sales,Master,Remote,Male
2960,30,8,25,43,93,4,Sales,Bachelor,Remote,Male
2961,38,4,7,70,41,0,Marketing,High School,On-site,Male
2962,38,7,11,67,46,2,Marketing,Master,On-site,Male
2963,34,4,1,85,32,6,Sales,Master,Hybrid,Male
2964,38,3,20,58,81,0,Finance,Master,On-site,Female
2965,39,2,13,100,54,5,HR,Master,On-site,Female
2966,45,8,1,78,48,5,Marketing,High School,On-site,Male
2967,31,6,30,90,93,9,Engineering,Bachelor,Remote,Other
2968,58,0,3,55,88,8,HR,High School,Hybrid,Female
2969,46,2,3,67,73,0,HR,Bachelor,Hybrid,Female
2970,50,4,11,99,62,8,Finance,PhD,On-site,Female
2971,30,7,3,58,77,10,Sales,Bachelor,On-site,Male
2972,33,4,5,65,75,7,Marketing,High School,On-site,Other
2973,48,6,20,56,61,3,Sales,Bachelor,On-site,Male
2974,31,4,23,42,62,3,Marketing,Bachelor,Remote,Male
2975,30,5,21,59,87,5,HR,PhD,On-site,Male
2976,37,6,6,44,72,6,Marketing,Bachelor,On-site,Other
2977,38,5,14,74,46,4,Sales,Master,Remote,Female
2978,36,7,25,95,91,9,HR,High School,On-site,Other
2979,32,8,21,52,35,10,Sales,Master,On-site,Other
2980,45,7,23,45,60,2,Finance,Bachelor,On-site,Male
2981,32,8,1,42,57,3,HR,Master,Hybrid,Female
2982,44,4,30,66,70,7,Marketing,Master,Hybrid,Male
2983,54,6,17,46,40,0,Engineering,Master,Remote,Female
2984,35,10,24,94,88,0,Engineering,Master,Hybrid,Other
2985,59,1,29,83,52,0,Sales,Master,Hybrid,Male
2986,46,3,12,55,81,9,Sales,PhD,On-site,Female
2987,34,12,6,57,35,5,Finance,Master,On-site,Male
2988,54,8,29,70,55,10,Finance,Master,Hybrid,Other
2989,54,6,6,69,33,7,Sales,Bachelor,On-site,Female
2990,42,0,0,56,46,10,Marketing,High School,On-site,Male
2991,45,7,29,60,88,1,Marketing,High School,Hybrid,Female
2992,59,0,10,73,83,9,Engineering,Bachelor,Remote,Other
2993,49,6,26,75,90,7,Finance,PhD,On-site,Other
2994,37,5,28,81,34,1,Sales,Master,On-site,Other
2995,38,6,19,98,71,8,HR,Bachelor,Hybrid,Male
2996,53,6,15,66,84,4,Engineering,PhD,Hybrid,Female
2997,38,1,9,87,76,9,HR,High School,On-site,Other
2998,58,3,17,71,39,6,Marketing,Bachelor,Remote,Male
2999,31,36,6,98,76,8,Marketing,High School,Hybrid,Other
3000,51,3,14,92,69,5,Finance,PhD,On-site,Female
3001,44,6,16,52,37,4,Marketing,Bachelor,On-site,Female
3002,54,7,10,62,53,3,HR,PhD,On-site,Male
3003,35,7,13,41,96,6,Marketing,High School,Hybrid,Female
3004,34,3,4,57,68,10,Finance,PhD,Remote,Other
3005,38,8,21,57,88,0,Sales,Master,Hybrid,Other
3006,42,3,22,65,96,7,Marketing,PhD,On-site,Male
3007,33,4,26,93,72,1,Engineering,Bachelor,Hybrid,Female
3008,54,7,10,96,76,1,Sales,Bachelor,On-site,Other
3009,47,2,28,91,34,1,Marketing,High School,Hybrid,Male
3010,35,5,18,43,69,10,Marketing,PhD,On-site,Female
3011,39,6,14,44,62,2,Sales,Master,Remote,Other
3012,35,4,3,67,31,5,Marketing,PhD,On-site,Other
3013,47,3,2,47,45,4,Sales,High School,Remote,Female
3014,33,3,24,65,49,0,Sales,PhD,On-site,Female
3015,32,3,27,40,66,10,Finance,Master,Hybrid,Other
3016,56,7,10,65,58,1,Sales,PhD,Remote,Male
3017,46,6,0,63,91,3,Engineering,Master,On-site,Male
3018,59,3,18,99,44,1,Engineering,High School,Remote,Female
3019,57,11,27,56,44,7,Marketing,PhD,Hybrid,Other
3020,49,3,29,60,47,7,Finance,High School,Remote,Female
3021,43,4,4,57,32,2,Finance,Master,Hybrid,Other
3022,55,10,10,62,39,7,Finance,Bachelor,Remote,Female
3023,32,7,11,76,93,2,Marketing,High School,Hybrid,Female
3024,37,1,18,86,44,0,Engineering,Master,On-site,Other
3025,55,4,29,59,47,6,Finance,PhD,Hybrid,Female
3026,42,3,16,74,89,0,Sales,Bachelor,Hybrid,Female
3027,39,7,3,74,60,9,Finance,Bachelor,Remote,Other
3028,55,7,22,52,92,4,Engineering,PhD,Remote,Other
3029,48,3,28,55,99,1,Sales,PhD,Hybrid,Female
3030,60,5,18,85,87,1,Marketing,PhD,Hybrid,Other
3031,60,8,7,87,39,5,Finance,PhD,On-site,Male
3032,46,7,22,86,69,2,HR,PhD,Remote,Other
3033,35,7,18,74,54,6,Sales,High School,Remote,Female
3034,39,3,3,69,48,1,Finance,PhD,On-site,Male
3035,39,9,22,69,36,4,Finance,Bachelor,On-site,Male
3036,50,3,30,100,74,9,HR,High School,Remote,Male
3037,59,4,12,63,31,4,Finance,PhD,On-site,Other
3038,55,6,10,58,48,9,Engineering,PhD,Remote,Female
3039,51,7,23,82,40,2,Engineering,Master,On-site,Other
3040,59,6,14,57,91,3,Finance,Master,Hybrid,Other
3041,46,2,7,41,51,6,Sales,Bachelor,Hybrid,Male
3042,59,1,22,53,92,2,Marketing,Master,On-site,Male
3043,60,0,15,66,88,0,Marketing,PhD,Hybrid,Female
3044,56,5,3,63,40,9,Marketing,Bachelor,Remote,Female
3045,46,6,14,60,94,5,HR,PhD,Hybrid,Female
3046,40,3,29,66,62,7,Sales,High School,Remote,Other
3047,57,6,16,44,75,5,Sales,PhD,Remote,Other
3048,33,2,28,54,100,9,Marketing,PhD,Hybrid,Male
3049,58,5,9,40,51,10,Engineering,PhD,On-site,Male
3050,42,7,9,62,45,7,Sales,Bachelor,On-site,Female
3051,30,1,10,48,93,0,Marketing,PhD,Remote,Female
3052,58,4,19,70,87,9,Engineering,High School,Remote,Male
3053,60,6,3,40,65,4,Engineering,Bachelor,Hybrid,Male
3054,30,3,15,78,99,5,Finance,Master,Remote,Male
3055,32,8,2,65,72,10,Finance,Bachelor,Hybrid,Other
3056,57,6,12,41,96,2,HR,Bachelor,Hybrid,Female
3057,51,5,8,74,40,5,Finance,Bachelor,Remote,Other
3058,38,7,19,84,50,9,Sales,Bachelor,On-site,Male
