age,months_active,monthly_spend,support_calls,contract_type,has_discount,churn
61,13,142.59,0,1_ano,0,0
21,44,165.4,2,mes_a_mes,0,0
46,51,56.62,1,mes_a_mes,1,0
40,26,156.47,1,mes_a_mes,0,1
23,55,162.83,3,2_anos,0,0
49,55,57.38,1,1_ano,0,0
59,1,17.97,1,1_ano,1,0
35,8,48.78,2,mes_a_mes,0,1
32,4,48.12,1,1_ano,0,0
57,21,22.4,1,1_ano,0,0
49,22,147.94,3,mes_a_mes,0,1
26,51,82.2,3,1_ano,0,0
54,53,178.03,2,mes_a_mes,0,0
27,58,57.91,1,2_anos,1,0
37,37,96.11,0,1_ano,1,0
23,49,131.41,2,mes_a_mes,0,0
65,3,176.72,1,2_anos,0,0
73,19,109.68,2,1_ano,0,0
20,1,80.97,3,mes_a_mes,1,1
59,29,174.73,6,1_ano,0,0
28,23,68.95,0,mes_a_mes,0,1
60,33,25.09,1,mes_a_mes,0,0
34,55,94.56,2,mes_a_mes,0,0
49,52,159.17,1,mes_a_mes,0,1
21,41,15.85,1,2_anos,1,0
21,23,121.32,5,mes_a_mes,0,1
34,5,122.95,1,1_ano,0,0
58,7,186.42,3,mes_a_mes,0,1
36,57,64.43,2,mes_a_mes,1,0
22,58,62.98,2,mes_a_mes,1,0
49,6,93.69,1,1_ano,0,0
39,49,77.81,2,1_ano,0,0
73,22,149.91,0,mes_a_mes,1,0
23,49,131.93,0,2_anos,0,0
52,13,154.19,2,mes_a_mes,0,1
39,12,165.81,2,1_ano,0,0
18,4,185.37,2,1_ano,1,0
37,8,91.88,2,mes_a_mes,0,1
39,37,197.09,0,2_anos,0,0
65,31,50.98,2,mes_a_mes,1,0
72,37,145.73,2,1_ano,0,0
28,45,111.46,1,1_ano,0,0
30,26,165.21,2,mes_a_mes,0,0
59,43,100.59,3,mes_a_mes,1,0
20,8,158.95,5,2_anos,1,1
26,40,186.73,5,mes_a_mes,0,1
29,33,149.14,3,2_anos,0,0
40,45,157.46,1,mes_a_mes,0,0
31,29,22.76,2,1_ano,0,0
50,5,48.94,1,mes_a_mes,0,1
35,28,195.12,3,mes_a_mes,1,0
66,53,141.71,1,mes_a_mes,0,0
58,40,116.68,2,2_anos,0,0
26,17,79.73,0,mes_a_mes,0,0
40,55,18.43,3,mes_a_mes,0,1
27,23,80.14,1,mes_a_mes,0,1
36,45,104.79,1,1_ano,0,0
64,9,50.18,1,mes_a_mes,0,1
22,2,42.9,1,mes_a_mes,0,1
64,32,106.6,1,mes_a_mes,0,1
69,51,121.32,3,mes_a_mes,1,0
40,52,55.58,3,mes_a_mes,0,1
47,49,121.6,3,mes_a_mes,0,0
42,31,181.06,1,mes_a_mes,0,0
45,7,99.9,0,mes_a_mes,1,1
51,30,172.9,4,mes_a_mes,1,1
62,58,186.18,1,mes_a_mes,1,0
73,3,27.55,4,2_anos,1,0
65,51,28.2,2,1_ano,0,0
64,51,100.45,1,mes_a_mes,0,1
42,56,121.74,4,1_ano,1,0
27,9,90.92,4,mes_a_mes,1,1
31,10,72.03,4,mes_a_mes,1,1
59,46,131.79,4,1_ano,1,0
74,50,10.4,1,mes_a_mes,1,0
63,58,193.93,1,mes_a_mes,0,1
47,47,54.1,4,2_anos,0,0
72,26,184.25,1,mes_a_mes,1,0
58,1,30.71,1,mes_a_mes,1,1
42,30,55.24,1,2_anos,1,0
31,57,54.63,1,2_anos,0,0
52,38,199.27,4,mes_a_mes,0,1
69,15,10.87,2,mes_a_mes,0,1
65,25,131.53,2,mes_a_mes,0,1
51,6,175.24,0,2_anos,0,0
27,18,137.73,6,mes_a_mes,0,1
52,1,78.92,2,mes_a_mes,1,1
28,56,192.08,3,mes_a_mes,0,1
28,3,179.77,2,1_ano,0,0
38,17,92.45,2,1_ano,0,0
38,48,118.93,3,mes_a_mes,0,0
39,8,193.83,4,2_anos,0,1
62,49,196.69,1,mes_a_mes,1,0
24,40,95.47,2,2_anos,0,0
72,17,171.0,1,1_ano,1,0
34,25,67.38,2,1_ano,0,0
19,41,80.64,1,1_ano,0,0
29,12,41.32,3,mes_a_mes,0,1
74,29,49.75,3,mes_a_mes,0,0
59,25,134.81,2,1_ano,0,0
35,51,107.05,3,mes_a_mes,0,1
71,36,53.92,2,mes_a_mes,0,0
28,53,86.55,2,mes_a_mes,0,1
33,54,80.9,1,1_ano,0,0
66,25,197.6,3,1_ano,0,0
68,29,172.18,1,mes_a_mes,0,0
35,11,83.71,3,mes_a_mes,0,1
52,4,183.64,0,mes_a_mes,1,1
70,14,75.1,3,mes_a_mes,1,0
43,46,136.9,4,1_ano,0,0
33,38,193.66,1,mes_a_mes,0,0
23,17,84.15,0,mes_a_mes,1,0
74,2,139.18,1,mes_a_mes,0,1
61,8,66.23,3,mes_a_mes,0,1
60,36,60.6,4,mes_a_mes,0,1
64,10,119.09,2,2_anos,0,0
64,7,196.06,0,1_ano,1,0
65,36,96.1,4,mes_a_mes,0,1
59,16,188.15,3,mes_a_mes,0,1
29,14,183.73,2,mes_a_mes,0,1
30,16,58.21,3,1_ano,1,0
21,25,86.35,1,2_anos,0,0
56,41,132.23,1,mes_a_mes,1,0
71,4,108.43,1,mes_a_mes,0,1
19,29,28.23,2,mes_a_mes,0,0
43,56,198.8,3,mes_a_mes,0,1
44,6,153.0,2,mes_a_mes,1,1
44,1,93.16,2,mes_a_mes,0,1
32,39,127.45,3,2_anos,0,0
25,1,26.64,3,1_ano,0,0
24,51,104.11,3,2_anos,1,0
64,40,186.86,4,mes_a_mes,0,1
72,57,180.35,1,1_ano,0,0
63,3,74.1,1,2_anos,1,0
57,1,110.96,2,mes_a_mes,0,1
29,1,142.5,1,2_anos,0,0
30,39,74.6,0,mes_a_mes,0,0
60,21,22.33,0,2_anos,1,0
34,45,106.03,3,mes_a_mes,0,1
34,30,124.31,0,mes_a_mes,0,1
73,32,11.11,1,mes_a_mes,0,0
53,33,28.16,2,mes_a_mes,0,1
38,48,49.39,2,2_anos,0,0
25,22,76.13,2,mes_a_mes,0,0
22,30,112.8,2,1_ano,1,0
43,54,65.83,1,2_anos,0,0
33,46,62.47,1,2_anos,0,0
53,4,175.18,5,2_anos,0,1
45,23,37.56,2,2_anos,1,0
71,55,104.14,2,mes_a_mes,0,1
46,44,191.04,4,2_anos,0,0
64,25,128.75,2,mes_a_mes,1,0
29,12,146.27,0,mes_a_mes,0,1
54,17,91.94,1,mes_a_mes,0,0
47,53,13.79,1,1_ano,0,0
40,15,132.76,1,mes_a_mes,1,0
33,10,130.07,0,mes_a_mes,0,1
31,35,30.98,3,1_ano,1,0
27,55,97.81,2,mes_a_mes,0,1
24,52,183.91,2,mes_a_mes,0,0
62,52,48.97,2,mes_a_mes,0,1
69,29,97.61,3,mes_a_mes,0,0
54,12,97.61,1,mes_a_mes,0,1
46,1,164.04,6,mes_a_mes,0,1
20,1,166.67,2,2_anos,0,0
32,10,154.26,2,2_anos,0,0
53,18,79.44,0,mes_a_mes,0,1
64,47,23.69,3,mes_a_mes,0,0
63,2,76.4,1,2_anos,0,0
69,49,139.16,2,mes_a_mes,1,0
36,8,143.52,2,1_ano,0,0
30,22,193.35,1,mes_a_mes,0,0
59,22,96.19,1,1_ano,0,0
38,26,130.16,4,mes_a_mes,0,1
54,26,112.45,4,1_ano,1,0
44,9,38.62,5,2_anos,0,1
72,21,97.63,5,mes_a_mes,0,1
69,31,113.52,0,mes_a_mes,0,1
46,52,190.64,2,mes_a_mes,1,0
37,43,79.64,1,2_anos,1,0
42,6,196.22,2,2_anos,1,0
23,56,113.04,3,mes_a_mes,1,0
53,14,56.07,2,1_ano,0,0
19,33,46.42,4,2_anos,0,0
39,7,36.92,1,mes_a_mes,0,1
49,24,96.06,1,1_ano,0,0
33,9,14.17,1,mes_a_mes,0,1
35,11,94.56,4,mes_a_mes,0,1
22,56,197.8,2,2_anos,1,0
71,23,137.32,2,mes_a_mes,1,0
53,48,154.36,4,mes_a_mes,0,1
47,51,32.61,3,2_anos,0,0
62,2,99.89,1,mes_a_mes,1,1
36,15,64.38,0,mes_a_mes,0,0
40,35,179.88,3,mes_a_mes,0,0
51,36,44.45,1,mes_a_mes,0,1
30,52,97.16,4,mes_a_mes,0,1
60,54,121.73,0,1_ano,1,0
71,28,107.67,3,mes_a_mes,0,0
46,39,167.75,2,1_ano,0,0
53,44,53.98,3,mes_a_mes,0,0
39,4,81.7,1,mes_a_mes,0,1
69,10,160.5,3,mes_a_mes,0,1
69,6,110.33,2,mes_a_mes,0,1
64,57,86.4,2,2_anos,0,0
53,30,15.59,1,mes_a_mes,1,0
26,54,153.14,1,mes_a_mes,0,1
56,46,194.71,2,1_ano,1,0
68,35,127.85,0,2_anos,0,0
36,49,172.74,1,mes_a_mes,1,0
55,43,108.21,1,mes_a_mes,1,0
23,10,54.02,2,mes_a_mes,0,1
69,58,12.74,3,mes_a_mes,0,0
64,53,134.15,1,mes_a_mes,0,1
32,32,103.69,1,1_ano,0,0
74,42,158.6,1,1_ano,0,0
37,42,141.99,2,mes_a_mes,1,0
26,3,197.71,2,1_ano,1,0
49,56,106.96,1,mes_a_mes,0,0
21,26,91.16,5,2_anos,0,0
67,15,64.48,2,2_anos,0,0
35,17,100.6,2,mes_a_mes,0,0
22,27,175.85,4,mes_a_mes,0,1
37,18,18.06,1,2_anos,0,0
40,51,195.8,4,1_ano,1,0
28,19,198.73,0,mes_a_mes,0,1
54,12,123.59,4,mes_a_mes,0,1
39,24,72.99,2,mes_a_mes,0,0
21,5,52.38,1,mes_a_mes,0,1
46,24,62.53,3,mes_a_mes,0,1
61,27,19.52,1,1_ano,0,0
51,48,100.27,1,mes_a_mes,0,0
30,30,20.89,1,mes_a_mes,1,0
59,15,146.51,0,mes_a_mes,0,1
26,47,80.67,2,mes_a_mes,1,0
59,59,47.88,2,1_ano,0,0
48,38,113.52,0,1_ano,1,0
24,44,195.01,2,mes_a_mes,0,1
21,34,142.07,0,mes_a_mes,0,0
36,27,103.43,4,1_ano,1,0
59,20,157.61,3,2_anos,0,0
47,41,150.12,2,mes_a_mes,0,1
48,32,179.43,2,mes_a_mes,1,0
52,4,48.89,1,1_ano,1,0
74,5,173.19,2,mes_a_mes,0,1
38,53,67.19,0,mes_a_mes,0,1
48,58,188.79,1,mes_a_mes,1,0
36,8,63.4,1,mes_a_mes,0,1
48,22,186.1,2,2_anos,0,0
70,42,193.12,2,1_ano,1,0
49,7,37.64,2,mes_a_mes,0,1
19,22,195.15,5,2_anos,0,0
69,46,26.29,0,mes_a_mes,0,1
27,30,51.53,3,mes_a_mes,0,1
19,37,94.39,1,mes_a_mes,0,0
19,16,198.78,1,1_ano,0,0
41,15,102.83,0,mes_a_mes,1,0
34,5,114.58,2,2_anos,0,0
49,3,141.94,0,mes_a_mes,1,1
33,23,193.98,4,1_ano,1,0
33,10,158.84,1,1_ano,0,0
63,5,52.59,2,2_anos,1,0
56,23,67.57,4,mes_a_mes,0,1
70,15,28.55,2,1_ano,0,0
48,18,132.45,1,mes_a_mes,0,1
60,25,44.34,2,1_ano,0,0
41,8,58.91,0,1_ano,1,0
18,31,178.74,0,mes_a_mes,0,0
28,21,72.08,3,mes_a_mes,0,0
72,2,117.66,1,mes_a_mes,1,1
38,22,85.54,1,mes_a_mes,0,0
21,8,24.07,3,1_ano,1,0
24,23,78.94,1,2_anos,0,0
43,32,87.53,2,1_ano,0,0
64,8,180.18,0,mes_a_mes,0,1
67,4,71.65,2,2_anos,0,0
29,30,82.06,3,mes_a_mes,0,1
48,19,158.75,2,mes_a_mes,0,1
34,23,154.2,1,1_ano,0,0
50,18,161.67,4,mes_a_mes,0,1
28,53,191.22,1,2_anos,0,0
45,29,161.16,1,2_anos,1,0
49,23,87.45,4,2_anos,0,0
18,33,166.09,1,mes_a_mes,1,0
64,52,106.65,1,mes_a_mes,0,0
45,47,62.77,1,1_ano,0,0
70,18,67.55,0,mes_a_mes,0,0
59,54,52.53,3,1_ano,0,0
24,44,37.55,0,1_ano,1,0
19,33,45.05,3,1_ano,0,0
59,7,22.0,1,mes_a_mes,0,1
41,51,178.81,4,1_ano,1,0
21,28,186.89,2,1_ano,0,0
61,1,121.49,0,1_ano,0,0
36,56,169.69,0,1_ano,0,0
43,39,44.88,0,2_anos,0,0
28,34,181.32,2,mes_a_mes,0,0
57,39,106.21,2,2_anos,0,0
67,19,22.76,0,mes_a_mes,0,0
60,31,36.85,0,mes_a_mes,1,0
28,13,68.71,3,2_anos,1,0
62,57,18.28,3,1_ano,0,0
20,24,68.77,2,mes_a_mes,0,1
29,5,21.39,3,mes_a_mes,0,1
20,23,54.85,1,2_anos,0,0
59,19,60.48,3,mes_a_mes,1,0
44,1,198.93,3,1_ano,1,0
66,33,54.75,1,1_ano,0,0
71,59,55.45,4,2_anos,0,0
19,50,140.49,0,mes_a_mes,0,0
66,56,173.28,3,mes_a_mes,1,0
33,33,83.54,1,mes_a_mes,0,1
19,32,176.37,2,mes_a_mes,0,0
71,59,74.63,2,mes_a_mes,0,1
47,28,47.43,3,mes_a_mes,0,0
37,37,72.63,2,2_anos,0,0
55,41,125.78,2,1_ano,1,0
45,12,79.76,3,mes_a_mes,0,1
42,9,137.85,1,mes_a_mes,1,1
49,50,55.02,2,1_ano,0,0
27,55,143.19,2,1_ano,0,0
59,11,76.01,0,mes_a_mes,1,1
57,33,96.61,3,1_ano,0,0
50,19,115.97,1,mes_a_mes,1,0
30,54,140.38,1,mes_a_mes,0,1
73,57,55.36,1,1_ano,0,0
58,42,168.83,2,mes_a_mes,1,0
71,34,147.15,4,2_anos,0,0
59,7,54.48,5,mes_a_mes,1,1
64,31,195.25,1,mes_a_mes,1,0
54,52,136.31,1,mes_a_mes,0,1
71,2,95.96,1,mes_a_mes,1,1
33,19,39.93,3,mes_a_mes,0,0
62,38,111.31,4,mes_a_mes,0,1
39,32,41.31,2,mes_a_mes,0,0
74,10,91.6,1,mes_a_mes,0,1
37,41,87.66,3,mes_a_mes,0,0
67,8,146.79,1,1_ano,0,0
60,26,46.55,1,2_anos,0,0
44,30,166.16,3,mes_a_mes,0,1
58,11,71.97,1,mes_a_mes,0,1
33,41,94.36,4,mes_a_mes,0,1
51,20,156.74,0,mes_a_mes,0,1
49,20,128.82,3,mes_a_mes,0,0
43,9,68.52,3,2_anos,0,0
42,8,83.38,0,1_ano,0,0
19,15,68.1,4,1_ano,0,0
29,34,123.01,2,mes_a_mes,0,1
57,24,73.2,4,mes_a_mes,0,1
26,33,147.88,4,mes_a_mes,0,1
29,41,120.16,0,1_ano,0,0
43,41,37.68,3,1_ano,0,0
26,45,68.95,1,mes_a_mes,1,0
27,40,52.08,3,mes_a_mes,0,0
49,27,84.16,4,mes_a_mes,1,1
74,21,108.04,0,2_anos,0,0
51,5,106.28,2,mes_a_mes,0,1
65,35,153.36,3,mes_a_mes,0,1
37,21,45.94,1,2_anos,0,0
56,4,189.83,0,2_anos,0,0
19,49,75.14,3,mes_a_mes,1,0
18,48,67.05,1,1_ano,0,0
68,16,140.18,3,mes_a_mes,0,1
53,57,163.05,3,mes_a_mes,1,0
41,31,81.91,1,mes_a_mes,0,0
71,26,151.9,0,1_ano,0,0
44,52,177.91,2,mes_a_mes,1,0
19,35,155.69,4,mes_a_mes,0,1
48,6,16.5,2,1_ano,0,0
74,33,167.2,3,1_ano,0,0
31,21,157.15,1,1_ano,0,0
19,16,137.17,1,mes_a_mes,0,1
46,47,154.4,1,2_anos,0,0
32,39,196.09,1,mes_a_mes,0,1
29,34,91.91,1,mes_a_mes,0,1
54,42,22.77,2,2_anos,0,0
45,57,97.57,3,1_ano,0,0
37,15,18.82,4,1_ano,0,0
56,6,65.91,3,mes_a_mes,1,1
41,2,121.51,2,mes_a_mes,0,1
38,24,68.83,4,2_anos,0,0
27,56,140.23,0,mes_a_mes,0,0
63,49,166.18,1,mes_a_mes,0,0
31,28,89.88,2,mes_a_mes,0,0
54,1,181.03,3,mes_a_mes,0,1
35,1,25.17,3,1_ano,0,0
41,28,169.62,1,mes_a_mes,1,0
31,36,167.43,2,mes_a_mes,0,1
51,20,71.18,2,mes_a_mes,1,0
29,48,66.76,3,1_ano,0,0
39,8,67.97,0,mes_a_mes,0,1
73,1,164.16,0,mes_a_mes,0,1
23,26,168.01,3,1_ano,0,0
53,51,72.65,3,1_ano,0,0
62,43,122.59,3,1_ano,1,0
53,49,36.4,2,2_anos,0,0
39,25,99.07,3,2_anos,1,0
31,10,199.77,2,2_anos,0,0
33,12,40.18,1,mes_a_mes,1,0
53,41,190.04,2,1_ano,0,0
73,7,166.61,1,mes_a_mes,1,1
42,12,194.72,1,1_ano,0,0
49,47,44.12,5,1_ano,0,0
50,40,50.57,0,mes_a_mes,0,1
62,17,13.2,2,mes_a_mes,0,0
53,5,147.69,2,2_anos,0,0
37,14,132.38,0,mes_a_mes,1,0
35,34,43.83,1,mes_a_mes,0,0
55,48,160.32,3,mes_a_mes,1,0
20,17,66.85,2,1_ano,1,0
40,35,35.65,2,mes_a_mes,0,0
49,55,90.29,0,mes_a_mes,1,0
62,1,27.28,2,2_anos,1,0
33,59,60.02,2,mes_a_mes,0,0
22,50,80.55,0,1_ano,0,0
21,50,171.85,2,1_ano,0,0
38,36,160.58,1,mes_a_mes,0,1
57,15,94.12,3,2_anos,0,0
68,19,147.67,2,mes_a_mes,0,0
31,51,118.04,0,mes_a_mes,0,1
56,42,74.76,2,2_anos,1,0
48,5,147.92,1,1_ano,0,0
31,19,139.86,4,mes_a_mes,0,1
23,43,127.63,2,mes_a_mes,0,0
29,39,127.41,2,mes_a_mes,0,0
33,5,139.77,3,2_anos,0,0
34,52,83.06,5,mes_a_mes,0,1
62,12,175.12,0,1_ano,1,0
40,19,40.84,2,mes_a_mes,0,0
31,47,177.94,2,1_ano,0,0
24,12,75.03,1,1_ano,0,0
63,36,33.76,0,mes_a_mes,0,0
49,12,124.01,4,mes_a_mes,1,1
32,18,81.44,1,mes_a_mes,0,0
61,49,164.94,2,mes_a_mes,0,1
34,51,91.85,6,2_anos,0,0
58,48,137.03,0,2_anos,0,0
71,43,68.57,0,mes_a_mes,1,0
64,34,49.8,0,2_anos,0,0
61,48,83.73,3,mes_a_mes,0,0
51,33,125.29,2,2_anos,1,0
22,49,134.82,4,1_ano,1,0
62,18,119.86,0,2_anos,0,0
44,57,197.73,3,mes_a_mes,0,0
69,29,141.31,0,1_ano,1,0
40,45,186.99,4,1_ano,0,0
57,5,32.41,1,mes_a_mes,0,1
31,25,21.66,1,2_anos,0,0
32,24,69.09,2,mes_a_mes,0,0
60,29,35.95,4,2_anos,0,0
50,59,109.92,2,1_ano,0,0
70,38,108.61,2,1_ano,0,0
48,33,119.26,5,mes_a_mes,0,1
52,10,151.59,3,mes_a_mes,0,1
34,37,194.55,1,1_ano,0,0
45,33,176.87,2,1_ano,0,0
36,23,32.49,5,2_anos,0,0
63,58,74.32,3,mes_a_mes,0,1
71,11,58.61,0,2_anos,0,0
40,24,43.6,1,2_anos,0,0
49,24,113.5,3,2_anos,1,0
57,7,115.12,5,mes_a_mes,0,1
30,50,53.18,5,mes_a_mes,0,1
37,21,145.26,0,mes_a_mes,0,0
52,20,149.25,1,mes_a_mes,0,1
22,53,13.99,4,1_ano,0,0
26,10,85.19,2,mes_a_mes,0,1
46,25,179.13,2,mes_a_mes,1,0
23,47,108.86,0,1_ano,1,0
42,36,76.05,1,mes_a_mes,1,0
48,48,58.2,2,mes_a_mes,0,1
39,47,56.24,1,mes_a_mes,0,1
19,15,28.96,1,mes_a_mes,0,0
62,44,165.27,5,mes_a_mes,0,1
22,40,26.46,1,mes_a_mes,0,0
44,40,65.54,1,mes_a_mes,1,0
42,50,18.68,0,mes_a_mes,0,0
25,6,158.46,0,1_ano,1,0
72,37,17.46,3,1_ano,0,0
18,2,68.58,0,mes_a_mes,0,1
37,12,118.93,3,mes_a_mes,0,1
61,58,87.82,2,mes_a_mes,0,1
40,4,63.63,1,mes_a_mes,0,1
49,23,62.29,0,mes_a_mes,0,1
28,13,161.58,3,2_anos,1,0
56,17,195.06,1,mes_a_mes,0,0
64,31,76.13,1,mes_a_mes,0,0
71,16,17.44,3,mes_a_mes,0,0
41,41,16.95,2,2_anos,1,0
28,26,154.25,1,mes_a_mes,0,0
46,28,114.95,1,mes_a_mes,1,0
71,1,158.88,1,mes_a_mes,1,1
43,47,142.52,1,1_ano,0,0
33,12,182.43,0,2_anos,0,0
52,37,178.31,1,mes_a_mes,1,0
37,55,159.78,2,mes_a_mes,1,0
63,56,100.29,1,mes_a_mes,0,1
20,50,68.54,3,mes_a_mes,0,1
18,20,106.34,2,2_anos,0,0
70,2,105.39,3,mes_a_mes,0,1
64,36,125.95,1,mes_a_mes,0,1
18,15,45.36,1,mes_a_mes,1,0
34,38,134.57,2,2_anos,0,0
19,22,96.75,1,1_ano,0,0
46,44,127.84,0,mes_a_mes,0,0
37,50,55.52,2,1_ano,0,0
23,32,92.54,2,1_ano,1,0
25,59,49.94,1,mes_a_mes,0,0
46,20,176.31,2,mes_a_mes,0,1
65,36,102.71,3,2_anos,1,0
68,33,52.75,5,mes_a_mes,1,1
50,15,17.83,1,mes_a_mes,0,0
20,50,138.39,3,2_anos,0,0
52,46,50.78,3,mes_a_mes,1,0
22,3,198.02,0,mes_a_mes,0,1
44,29,111.4,1,1_ano,1,0
61,47,64.91,1,mes_a_mes,0,0
29,27,134.96,4,mes_a_mes,1,1
37,5,62.29,2,mes_a_mes,1,1
62,59,165.85,1,mes_a_mes,0,1
37,56,68.56,1,mes_a_mes,0,0
26,31,197.77,2,1_ano,1,0
56,22,124.98,2,2_anos,0,0
21,35,170.44,1,mes_a_mes,0,1
68,54,23.83,2,mes_a_mes,1,0
71,7,76.18,5,2_anos,0,1
36,6,150.12,1,mes_a_mes,0,1
55,26,134.46,3,1_ano,0,0
44,54,46.91,1,1_ano,0,0
62,1,77.68,1,mes_a_mes,0,1
60,19,60.05,3,mes_a_mes,0,0
30,7,126.54,1,mes_a_mes,0,1
30,36,75.47,1,2_anos,0,0
74,12,68.72,1,mes_a_mes,0,0
39,20,49.4,2,1_ano,1,0
45,23,87.72,1,1_ano,0,0
69,25,47.15,2,mes_a_mes,0,1
64,30,192.89,3,mes_a_mes,1,0
70,59,39.36,1,mes_a_mes,0,1
62,29,183.53,1,2_anos,0,0
39,31,91.41,3,1_ano,0,0
60,18,81.79,1,mes_a_mes,0,1
36,41,53.95,2,mes_a_mes,0,1
25,19,130.79,3,mes_a_mes,1,0
69,54,140.25,2,mes_a_mes,0,1
25,4,98.84,6,mes_a_mes,1,1
59,1,20.58,1,1_ano,0,0
43,41,184.52,2,mes_a_mes,0,1
65,59,196.26,1,1_ano,0,0
68,15,91.9,2,mes_a_mes,1,0
43,54,126.6,2,1_ano,0,0
40,8,95.56,4,2_anos,1,0
60,15,71.16,2,mes_a_mes,0,0
30,15,24.69,0,mes_a_mes,1,0
45,50,96.65,4,mes_a_mes,0,1
26,39,165.49,3,1_ano,0,0
37,22,13.24,3,2_anos,1,0
73,18,120.6,4,mes_a_mes,1,1
36,16,177.35,1,mes_a_mes,0,1
65,2,51.33,3,1_ano,0,0
56,36,44.82,2,mes_a_mes,0,0
68,20,156.73,1,mes_a_mes,0,1
29,16,58.47,2,mes_a_mes,0,0
32,3,46.48,3,mes_a_mes,0,1
48,56,81.82,1,mes_a_mes,0,1
72,30,84.58,3,mes_a_mes,0,1
31,55,176.08,4,1_ano,0,0
28,2,127.5,0,1_ano,0,0
43,35,87.13,2,mes_a_mes,1,0
59,26,111.53,2,mes_a_mes,0,0
44,57,191.25,1,mes_a_mes,0,1
28,5,31.51,3,1_ano,0,0
55,2,49.47,1,2_anos,0,0
51,51,192.88,1,mes_a_mes,0,1
60,56,191.89,0,mes_a_mes,0,0
36,20,43.66,1,1_ano,0,0
23,34,37.57,1,1_ano,0,0
63,34,90.01,2,mes_a_mes,0,1
69,54,19.45,2,mes_a_mes,0,1
55,56,134.43,2,1_ano,0,0
66,55,24.72,2,mes_a_mes,1,0
59,20,21.03,1,mes_a_mes,0,0
45,50,102.19,1,mes_a_mes,1,0
18,25,191.98,4,mes_a_mes,0,1
52,20,91.09,5,2_anos,1,0
57,25,77.73,3,mes_a_mes,0,1
25,53,199.61,3,2_anos,0,0
69,14,111.07,0,1_ano,0,0
71,47,81.3,1,mes_a_mes,0,1
64,44,83.31,3,1_ano,0,0
73,43,47.04,1,mes_a_mes,0,0
24,43,107.32,1,mes_a_mes,0,1
28,39,93.38,1,mes_a_mes,0,1
56,12,61.45,1,mes_a_mes,1,0
21,48,40.5,2,1_ano,1,0
42,5,69.14,4,2_anos,0,1
29,2,106.65,2,mes_a_mes,1,1
43,54,21.08,1,mes_a_mes,0,0
55,16,39.21,1,1_ano,1,0
63,55,190.05,3,1_ano,1,0
29,30,113.14,2,mes_a_mes,0,0
60,47,22.06,2,mes_a_mes,0,1
68,43,141.69,4,mes_a_mes,0,1
70,38,21.74,2,1_ano,1,0
54,45,150.39,2,1_ano,1,0
63,51,152.49,2,mes_a_mes,0,0
70,42,133.71,1,mes_a_mes,0,0
41,24,149.12,1,mes_a_mes,0,1
33,51,26.71,1,1_ano,1,0
74,30,148.09,3,1_ano,0,0
30,37,35.97,1,1_ano,0,0
42,57,74.51,3,1_ano,0,0
71,59,189.12,0,mes_a_mes,1,0
71,53,105.55,1,mes_a_mes,1,0
74,39,193.81,2,1_ano,0,0
69,11,26.9,1,1_ano,0,0
71,14,100.74,3,mes_a_mes,1,0
21,23,21.86,3,2_anos,0,0
28,53,129.74,0,mes_a_mes,0,0
49,16,24.95,1,mes_a_mes,0,0
66,50,43.32,2,mes_a_mes,0,0
24,21,59.18,2,2_anos,0,0
63,55,152.26,2,mes_a_mes,0,1
28,55,41.15,2,2_anos,0,0
45,4,170.86,4,1_ano,1,0
71,33,35.06,3,mes_a_mes,0,0
58,54,16.7,4,mes_a_mes,1,1
40,47,85.06,4,2_anos,1,0
62,14,196.09,2,mes_a_mes,1,0
40,19,30.97,0,mes_a_mes,0,1
67,59,29.33,0,mes_a_mes,0,0
45,5,152.72,3,mes_a_mes,0,1
60,36,69.31,1,mes_a_mes,1,0
64,31,146.28,3,mes_a_mes,1,0
74,45,48.0,2,1_ano,0,0
43,18,97.41,1,mes_a_mes,1,0
42,44,60.41,3,mes_a_mes,0,0
71,31,95.79,3,mes_a_mes,1,0
46,55,156.13,4,2_anos,0,0
36,30,154.78,1,mes_a_mes,0,0
50,21,108.0,3,1_ano,0,0
53,47,186.39,2,mes_a_mes,1,0
31,30,60.12,2,mes_a_mes,0,0
31,55,55.66,2,1_ano,0,0
52,41,126.62,4,1_ano,1,0
47,4,128.05,2,mes_a_mes,0,1
45,5,18.84,2,1_ano,0,0
34,41,125.48,4,mes_a_mes,1,1
20,45,81.14,5,mes_a_mes,0,1
33,10,152.01,1,1_ano,0,0
63,27,163.54,1,2_anos,1,0
47,16,114.91,1,mes_a_mes,1,0
69,30,10.32,5,mes_a_mes,1,1
46,13,130.91,2,1_ano,0,0
62,36,152.29,3,1_ano,1,0
32,21,57.31,1,mes_a_mes,0,0
63,45,98.28,3,1_ano,0,0
73,53,193.49,3,1_ano,1,0
42,40,66.64,8,mes_a_mes,0,1
68,45,52.4,4,1_ano,0,0
55,15,50.06,3,mes_a_mes,0,1
59,20,116.17,3,mes_a_mes,1,0
64,20,190.46,3,mes_a_mes,0,0
70,45,125.65,3,1_ano,0,0
71,55,67.63,3,mes_a_mes,1,0
69,59,131.33,5,1_ano,1,0
55,5,128.72,0,mes_a_mes,0,1
40,54,123.42,2,1_ano,0,0
42,54,40.29,1,1_ano,0,0
59,32,130.57,2,2_anos,1,0
24,6,91.73,4,mes_a_mes,0,1
39,30,13.53,2,mes_a_mes,1,0
34,26,112.56,2,1_ano,1,0
