ID,Superficie_m2,Habitaciones,Baños,Antiguedad,Ubicacion,Estacionamientos,TieneTerraza,PrecioVenta
2471,97,6,1,3.0,Alta,0.0,Sí,59872.0
2472,117,6,4,60.0,Baja,2.0,No,43001.0
2473,79,6,4,46.0,Alta,3.0,No,66828.0
2474,154,4,2,13.0,Alta,,Sí,67826.0
2475,67,2,3,48.0,Media,2.0,Sí,44980.0
2476,142,6,3,15.0,Alta,0.0,No,89012.0
2477,103,4,3,37.0,Baja,2.0,No,28112.0
2478,68,3,1,63.0,Alta,3.0,No,32369.0
2479,125,6,3,32.0,Alta,1.0,Sí,98012.0
2480,96,4,3,13.0,Alta,0.0,Sí,76370.0
2481,106,5,1,54.0,Baja,0.0,No,37432.0
2482,139,1,3,20.0,Alta,3.0,No,29104.0
2483,110,3,3,9.0,Media,1.0,No,16168.0
2484,82,3,3,6.0,Alta,0.0,No,68281.0
2485,147,4,4,50.0,Alta,0.0,No,96897.0
2486,185,4,1,,Media,0.0,Sí,55368.0
2487,110,5,3,,Media,3.0,No,72829.0
2488,114,2,3,29.0,Alta,0.0,Sí,111721.0
2489,112,1,1,45.0,Media,3.0,No,66375.0
2490,128,6,2,4.0,Baja,1.0,No,63197.0
2491,105,5,1,29.0,Alta,0.0,Sí,111813.0
2492,164,1,4,,Media,2.0,No,71224.0
2493,126,6,3,74.0,Alta,2.0,Sí,77027.0
2494,198,6,4,9.0,Media,3.0,Sí,85121.0
2495,57,6,4,70.0,Baja,2.0,Sí,67393.0
2496,138,2,1,23.0,Baja,1.0,Sí,27875.0
2497,103,6,1,78.0,Alta,2.0,Sí,73958.0
2498,171,2,4,78.0,Baja,2.0,Sí,25017.0
2499,132,4,2,17.0,Alta,0.0,Sí,63247.0
2500,52,6,3,37.0,Baja,0.0,No,64622.0
2501,112,2,2,7.0,Media,0.0,No,-14746.0
2502,206,4,3,71.0,Media,3.0,No,10013.0
2503,108,3,1,33.0,Media,2.0,Sí,13714.0
2504,162,5,4,71.0,Media,0.0,Sí,83408.0
2505,122,3,4,19.0,Alta,0.0,No,80560.0
2506,109,6,3,22.0,Media,0.0,Sí,104611.0
2507,122,4,1,36.0,Media,1.0,Sí,47666.0
2508,52,5,4,77.0,Alta,0.0,No,85286.0
2509,51,4,3,29.0,Media,3.0,Sí,69678.0
2510,166,1,1,53.0,Alta,2.0,Sí,42767.0
2511,127,5,2,24.0,Media,1.0,Sí,7345.0
2512,115,5,2,17.0,Media,3.0,Sí,92444.0
2513,197,6,3,25.0,Baja,1.0,Sí,54883.0
2514,113,6,1,22.0,Baja,3.0,No,-4138.0
2515,189,2,1,5.0,Media,0.0,No,46267.0
2516,97,6,3,21.0,Baja,1.0,Sí,63418.0
2517,102,3,2,74.0,Alta,0.0,Sí,64786.0
2518,90,5,4,44.0,Media,2.0,Sí,66819.0
2519,130,2,1,42.0,Media,3.0,Sí,25143.0
2520,100,4,1,,Media,3.0,Sí,54490.0
2521,158,4,3,56.0,Alta,3.0,Sí,99093.0
2522,167,6,4,31.0,Media,0.0,Sí,73458.0
2523,132,4,2,72.0,Media,2.0,Sí,47247.0
2524,95,6,1,20.0,Alta,3.0,No,86656.0
2525,165,5,3,31.0,Alta,,No,75419.0
2526,131,2,1,34.0,Alta,3.0,Sí,17487.0
2527,137,6,1,57.0,Alta,0.0,No,19153.0
2528,107,1,4,47.0,Baja,3.0,Sí,95584.0
2529,70,1,3,6.0,Baja,3.0,Sí,13761.0
2530,176,4,1,59.0,Media,3.0,Sí,33424.0
2531,102,1,2,44.0,Media,1.0,Sí,11585.0
2532,80,6,1,37.0,Baja,,No,4236.0
2533,170,1,3,60.0,Media,0.0,No,17227.0
2534,126,2,2,75.0,Baja,0.0,Sí,1925.0
2535,81,5,1,53.0,Baja,3.0,No,8507.0
2536,169,2,3,55.0,Alta,0.0,No,34464.0
2537,102,6,1,74.0,Baja,0.0,Sí,29833.0
2538,82,5,1,22.0,Alta,0.0,No,79699.0
2539,49,1,3,75.0,Alta,0.0,Sí,35741.0
2540,125,2,1,58.0,Media,3.0,Sí,1956.0
2541,137,3,4,71.0,Media,,Sí,76385.0
2542,148,4,4,42.0,Alta,3.0,No,78447.0
2543,135,6,2,56.0,Media,1.0,Sí,73611.0
2544,234,4,3,50.0,Media,0.0,Sí,88469.0
2545,156,4,1,,Media,1.0,Sí,51685.0
2546,120,4,3,51.0,Media,3.0,No,81645.0
2547,69,5,2,3.0,Baja,0.0,No,37035.0
2548,121,1,4,24.0,Baja,2.0,Sí,52735.0
2549,155,5,3,2.0,Alta,0.0,No,118113.0
2550,149,4,3,24.0,Alta,1.0,No,92012.0
2551,55,4,1,21.0,Baja,3.0,Sí,63215.0
2552,80,4,2,9.0,Media,2.0,Sí,66351.0
2553,174,6,4,36.0,Media,2.0,Sí,48018.0
2554,101,2,1,,Baja,3.0,No,26732.0
2555,146,2,4,11.0,Media,3.0,No,84559.0
2556,80,2,4,,Baja,3.0,Sí,55093.0
2557,116,3,1,46.0,Baja,1.0,Sí,56760.0
2558,55,1,1,30.0,Media,3.0,No,34409.0
2559,90,5,2,64.0,Media,1.0,Sí,58121.0
2560,128,3,4,40.0,Media,,Sí,55881.0
2561,186,3,2,14.0,Alta,3.0,Sí,60689.0
2562,196,3,2,37.0,Alta,0.0,No,52177.0
2563,53,2,2,10.0,Alta,1.0,No,41013.0
2564,92,6,4,1.0,Media,3.0,Sí,80986.0
2565,95,4,2,,Media,0.0,No,10305.0
2566,64,1,3,50.0,Alta,1.0,No,59516.0
2567,109,2,2,77.0,Alta,0.0,Sí,13024.0
2568,85,4,1,9.0,Baja,1.0,No,26266.0
2569,172,2,4,54.0,Media,,No,12420.0
2570,91,1,2,59.0,Baja,2.0,No,26516.0
2571,95,5,1,44.0,Alta,3.0,No,44089.0
2572,58,5,3,73.0,Media,1.0,Sí,59411.0
2573,105,5,3,,Media,2.0,No,90700.0
2574,55,5,4,33.0,Media,1.0,Sí,54363.0
2575,137,1,1,24.0,Alta,2.0,No,65025.0
2576,102,2,3,71.0,Media,2.0,No,37512.0
2577,202,6,1,46.0,Media,3.0,No,36871.0
2578,133,5,4,57.0,Media,3.0,Sí,32522.0
2579,170,2,1,7.0,Media,0.0,No,41199.0
2580,179,1,1,79.0,Baja,3.0,Sí,-34618.0
2581,102,4,1,5.0,Media,0.0,Sí,61937.0
2582,156,1,3,31.0,Alta,1.0,No,50465.0
2583,108,6,1,37.0,Media,3.0,Sí,51791.0
2584,184,6,4,60.0,Baja,1.0,Sí,6770.0
2585,55,2,1,19.0,Media,3.0,No,43110.0
2586,116,1,1,35.0,Alta,0.0,No,64926.0
2587,230,5,3,64.0,Media,0.0,No,68977.0
2588,61,5,3,13.0,Alta,1.0,No,74369.0
2589,115,3,4,50.0,Media,1.0,No,63918.0
2590,70,2,4,7.0,Baja,0.0,Sí,76420.0
2591,101,5,2,64.0,Alta,1.0,No,39871.0
2592,167,2,3,6.0,Alta,2.0,No,70112.0
2593,149,1,2,55.0,Media,0.0,No,63812.0
2594,79,5,2,75.0,Media,3.0,Sí,-9447.0
2595,75,3,2,15.0,Baja,,No,43670.0
2596,114,5,1,11.0,Media,1.0,Sí,55189.0
2597,95,2,2,77.0,Alta,3.0,Sí,65786.0
2598,77,4,3,59.0,Media,0.0,Sí,41804.0
2599,30,5,2,24.0,Media,2.0,No,66900.0
2600,105,6,3,45.0,Media,3.0,No,51676.0
2601,129,6,3,50.0,Alta,1.0,No,69857.0
2602,155,2,4,9.0,Media,2.0,Sí,82156.0
2603,101,4,2,59.0,Media,2.0,No,27996.0
2604,191,3,1,79.0,Media,,Sí,48439.0
2605,155,1,1,12.0,Baja,0.0,Sí,58639.0
2606,54,5,2,34.0,Media,2.0,Sí,205270.0
2607,138,5,1,17.0,Alta,3.0,No,223376.0
2608,60,5,2,45.0,Media,3.0,Sí,28608.0
2609,153,1,4,25.0,Baja,2.0,No,32330.0
2610,86,3,3,58.0,Baja,2.0,Sí,46669.0
2611,54,3,4,19.0,Baja,0.0,Sí,59080.0
2612,142,6,3,47.0,Media,2.0,No,61235.0
2613,126,6,4,20.0,Baja,,Sí,18220.0
2614,124,2,2,5.0,Alta,3.0,No,71375.0
2615,175,2,3,28.0,Media,0.0,No,48581.0
2616,3,4,2,,Baja,3.0,No,38391.0
2617,78,3,4,,Media,0.0,Sí,42375.0
2618,76,6,2,76.0,Media,2.0,No,36388.0
2619,111,5,3,23.0,Media,3.0,No,50480.0
2620,179,6,2,46.0,Media,0.0,Sí,49533.0
2621,109,2,1,18.0,Media,3.0,No,34382.0
2622,104,6,2,16.0,Media,,Sí,61109.0
2623,69,5,2,38.0,Alta,3.0,No,51673.0
2624,102,2,4,12.0,Alta,0.0,Sí,325218.0
2625,89,4,3,24.0,Alta,0.0,Sí,79844.0
2626,72,4,3,58.0,Media,2.0,No,71844.0
2627,88,5,3,56.0,Media,2.0,Sí,87593.0
2628,151,4,4,73.0,Alta,3.0,No,37218.0
2629,157,4,4,14.0,Media,3.0,Sí,96816.0
2630,56,6,1,40.0,Alta,3.0,Sí,57708.0
2631,117,4,4,38.0,Alta,1.0,Sí,60483.0
2632,40,5,4,47.0,Media,0.0,No,96338.0
2633,151,2,1,23.0,Baja,3.0,No,34536.0
2634,125,1,1,71.0,Media,2.0,Sí,-15831.0
2635,108,1,2,12.0,Media,2.0,Sí,24122.0
2636,128,4,4,31.0,Media,1.0,Sí,75027.0
2637,192,1,4,46.0,Alta,2.0,No,44650.0
2638,152,2,3,,Media,1.0,No,261982.0
2639,54,5,3,67.0,Media,3.0,No,69613.0
2640,140,6,4,53.0,Media,2.0,No,75530.0
2641,136,2,3,17.0,Media,3.0,No,50835.0
2642,171,5,3,66.0,Media,2.0,No,30213.0
2643,222,5,4,14.0,Media,2.0,Sí,82865.0
2644,138,4,1,58.0,Alta,3.0,Sí,53256.0
2645,93,1,2,38.0,Baja,2.0,Sí,50952.0
2646,210,2,1,10.0,Media,2.0,No,36800.0
2647,108,6,1,47.0,Baja,0.0,Sí,25932.0
2648,110,6,1,76.0,Media,2.0,Sí,47268.0
2649,196,5,2,76.0,Media,1.0,No,67877.0
2650,89,2,3,39.0,Media,2.0,No,46477.0
2651,147,4,4,47.0,Media,2.0,No,83975.0
2652,122,4,1,10.0,Baja,2.0,Sí,52892.0
2653,153,3,1,47.0,Baja,2.0,Sí,12248.0
2654,155,4,3,8.0,Baja,1.0,Sí,40512.0
2655,103,5,3,30.0,Media,1.0,No,45850.0
2656,117,2,3,17.0,Alta,0.0,Sí,28217.0
2657,133,6,2,56.0,Media,0.0,Sí,59317.0
2658,70,2,2,3.0,Alta,3.0,Sí,57961.0
2659,89,2,3,56.0,Alta,3.0,Sí,48074.0
2660,42,2,2,60.0,Alta,2.0,No,14140.0
2661,78,5,4,46.0,Media,,No,45949.0
2662,149,5,3,33.0,Media,1.0,Sí,80536.0
2663,161,3,1,76.0,Alta,,Sí,61722.0
2664,142,5,2,36.0,Alta,1.0,No,71186.0
2665,168,2,1,75.0,Media,2.0,Sí,3659.0
2666,11,3,4,51.0,Media,2.0,Sí,58064.0
2667,151,5,3,78.0,Alta,1.0,No,33012.0
2668,110,2,1,42.0,Alta,2.0,Sí,87420.0
2669,73,6,3,1.0,Media,1.0,Sí,105344.0
2670,118,4,3,78.0,Media,0.0,Sí,32275.0
2671,102,1,1,10.0,Alta,2.0,Sí,61633.0
2672,79,4,1,18.0,Baja,1.0,No,35059.0
2673,148,6,1,8.0,Media,1.0,Sí,53841.0
2674,101,5,4,10.0,Media,0.0,No,84916.0
2675,79,4,2,48.0,Media,2.0,Sí,76504.0
2676,45,5,3,13.0,Media,1.0,Sí,83883.0
2677,188,5,4,3.0,Media,1.0,Sí,84029.0
2678,158,4,2,,Media,0.0,Sí,63140.0
2679,43,5,1,16.0,Alta,2.0,Sí,55812.0
2680,144,2,3,31.0,Media,1.0,No,63954.0
2681,149,3,2,13.0,Alta,0.0,No,62916.0
2682,129,5,3,21.0,Baja,3.0,Sí,78333.0
2683,133,6,4,72.0,Media,1.0,No,48938.0
2684,138,5,1,,Baja,3.0,Sí,24556.0
2685,96,5,3,65.0,Baja,1.0,Sí,30791.0
2686,111,2,2,54.0,Baja,0.0,No,43195.0
2687,72,2,1,4.0,Media,,Sí,32008.0
2688,131,4,4,27.0,Media,1.0,No,43420.0
2689,154,1,1,54.0,Alta,0.0,Sí,50167.0
2690,81,6,1,42.0,Baja,0.0,Sí,-5901.0
2691,130,4,3,46.0,Media,1.0,Sí,30543.0
2692,125,6,2,72.0,Alta,2.0,No,30883.0
2693,185,2,3,39.0,Media,0.0,No,75881.0
2694,83,6,2,49.0,Alta,2.0,Sí,57807.0
2695,146,1,4,66.0,Alta,3.0,No,28146.0
2696,98,3,3,3.0,Alta,2.0,Sí,65511.0
2697,128,2,1,34.0,Media,2.0,Sí,11126.0
2698,155,5,4,62.0,Media,3.0,Sí,29749.0
2699,80,3,1,24.0,Media,0.0,No,68304.0
2700,110,3,4,5.0,Baja,3.0,No,40442.0
2701,20,3,2,25.0,Alta,2.0,No,46351.0
2702,116,2,2,14.0,Media,0.0,Sí,15172.0
2703,138,5,4,72.0,Media,3.0,Sí,54959.0
2704,195,5,1,64.0,Media,2.0,No,60101.0
2705,125,2,2,4.0,Baja,3.0,No,268563.0
2706,68,1,2,3.0,Media,2.0,No,5013.0
2707,121,6,4,70.0,Media,2.0,Sí,60489.0
2708,94,1,3,62.0,Media,3.0,No,70282.0
2709,144,5,1,63.0,Media,0.0,Sí,78723.0
2710,94,4,2,44.0,Alta,1.0,Sí,46729.0
2711,156,5,4,62.0,Media,2.0,Sí,86437.0
2712,110,6,1,60.0,Media,3.0,No,40380.0
2713,125,5,3,37.0,Media,3.0,Sí,77901.0
2714,154,5,3,0.0,Media,1.0,No,84200.0
2715,121,3,1,71.0,Media,2.0,Sí,36230.0
2716,129,6,2,58.0,Alta,0.0,No,17069.0
2717,139,5,2,16.0,Media,0.0,No,81447.0
2718,121,1,4,20.0,Baja,3.0,No,46357.0
2719,172,3,1,47.0,Alta,1.0,Sí,80611.0
2720,155,1,4,49.0,Alta,,Sí,67414.0
2721,94,4,1,5.0,Baja,1.0,No,37674.0
2722,91,1,4,,Baja,2.0,Sí,26388.0
2723,91,5,3,65.0,Alta,3.0,Sí,60044.0
2724,113,1,2,20.0,Alta,0.0,No,53015.0
2725,146,4,2,,Media,,Sí,30132.0
2726,96,6,2,47.0,Media,1.0,Sí,82923.0
2727,103,4,1,13.0,Alta,,Sí,48500.0
2728,80,6,1,78.0,Media,1.0,No,50373.0
2729,149,4,1,44.0,Baja,0.0,Sí,56317.0
2730,126,5,2,8.0,Alta,2.0,Sí,74638.0
2731,49,5,2,55.0,Media,3.0,Sí,13029.0
2732,-8,5,2,13.0,Alta,2.0,Sí,75432.0
2733,123,4,2,59.0,Baja,0.0,No,10041.0
2734,20,6,3,71.0,Media,0.0,No,80433.0
2735,140,2,2,74.0,Alta,3.0,Sí,55062.0
2736,152,4,1,3.0,Baja,1.0,Sí,35363.0
2737,170,3,3,44.0,Media,1.0,Sí,64529.0
2738,179,4,3,,Alta,2.0,No,52740.0
2739,172,4,4,79.0,Media,,No,51312.0
2740,208,3,4,43.0,Baja,1.0,Sí,15323.0
2741,167,5,1,7.0,Baja,2.0,No,61752.0
2742,130,6,1,48.0,Baja,1.0,Sí,-1968.0
2743,132,3,3,49.0,Alta,3.0,Sí,52859.0
2744,78,2,3,46.0,Baja,1.0,No,30606.0
2745,174,2,1,27.0,Alta,0.0,Sí,50619.0
2746,100,3,3,72.0,Alta,3.0,Sí,48979.0
2747,89,6,4,54.0,Media,0.0,No,55721.0
2748,123,4,2,50.0,Media,2.0,Sí,35027.0
2749,100,5,2,57.0,Media,2.0,No,24297.0
2750,164,2,2,22.0,Alta,3.0,No,58717.0
2751,14,6,3,20.0,Alta,2.0,Sí,72301.0
2752,92,1,2,78.0,Alta,3.0,No,34077.0
2753,43,5,4,56.0,Baja,0.0,Sí,52896.0
2754,120,1,1,72.0,Media,2.0,No,20666.0
2755,120,1,3,76.0,Media,1.0,No,11567.0
2756,203,6,2,15.0,Media,3.0,No,29898.0
2757,52,2,2,47.0,Media,0.0,Sí,8216.0
2758,97,2,3,,Media,,Sí,49348.0
2759,94,1,3,76.0,Media,0.0,Sí,56187.0
2760,59,2,2,54.0,Alta,3.0,No,55501.0
2761,117,6,1,,Alta,2.0,Sí,72599.0
2762,97,3,1,34.0,Media,3.0,Sí,19712.0
2763,85,6,3,77.0,Media,2.0,No,24078.0
2764,103,1,4,26.0,Baja,2.0,Sí,47220.0
2765,116,2,4,46.0,Baja,1.0,Sí,69944.0
2766,91,4,4,62.0,Alta,0.0,Sí,94154.0
2767,117,3,4,75.0,Media,1.0,Sí,43888.0
2768,177,4,1,51.0,Alta,1.0,No,42306.0
2769,61,5,1,31.0,Media,,Sí,55535.0
2770,122,4,4,41.0,Baja,2.0,Sí,24727.0
2771,138,1,1,75.0,Media,0.0,Sí,-17870.0
2772,142,1,3,8.0,Media,0.0,Sí,24898.0
2773,87,2,3,10.0,Media,2.0,Sí,94729.0
2774,83,5,1,49.0,Alta,1.0,No,93175.0
2775,170,2,1,60.0,Baja,0.0,Sí,25713.0
2776,108,6,2,6.0,Media,3.0,No,66148.0
2777,169,1,4,10.0,Alta,1.0,Sí,70212.0
2778,89,3,3,35.0,Media,2.0,Sí,50969.0
2779,102,5,2,74.0,Media,1.0,No,49907.0
2780,77,5,3,37.0,Media,0.0,Sí,76724.0
2781,157,6,2,54.0,Media,3.0,Sí,97577.0
2782,118,2,4,,Baja,2.0,Sí,60606.0
2783,146,1,4,62.0,Media,1.0,No,18039.0
2784,93,4,4,24.0,Baja,3.0,Sí,52612.0
2785,22,2,4,53.0,Media,3.0,Sí,39210.0
2786,119,3,3,13.0,Alta,0.0,No,101545.0
2787,188,5,4,42.0,Media,0.0,No,64247.0
2788,134,2,3,29.0,Alta,0.0,No,46856.0
2789,201,1,4,2.0,Media,3.0,Sí,34702.0
2790,176,6,2,39.0,Baja,0.0,No,73984.0
2791,110,3,2,79.0,Media,2.0,Sí,14988.0
2792,126,6,1,62.0,Media,2.0,Sí,72557.0
2793,105,2,3,26.0,Baja,1.0,Sí,5299.0
2794,141,3,4,14.0,Media,0.0,No,90011.0
2795,94,6,4,70.0,Alta,2.0,No,91483.0
2796,57,3,3,13.0,Media,1.0,Sí,30437.0
2797,208,1,4,5.0,Baja,0.0,No,49598.0
2798,95,1,1,24.0,Alta,0.0,Sí,61251.0
2799,59,5,1,40.0,Baja,1.0,Sí,27650.0
2800,119,2,2,72.0,Media,1.0,Sí,16009.0
2801,65,3,2,52.0,Media,1.0,No,18168.0
2802,84,1,1,28.0,Media,3.0,Sí,40643.0
2803,85,1,2,6.0,Media,2.0,Sí,53090.0
2804,90,4,1,,Media,0.0,No,44622.0
2805,124,4,2,17.0,Alta,3.0,No,72240.0
2806,168,6,2,,Media,1.0,Sí,69555.0
2807,140,6,3,76.0,Media,0.0,Sí,25221.0
2808,95,6,4,36.0,Alta,1.0,Sí,132188.0
2809,112,5,4,24.0,Media,3.0,Sí,89217.0
2810,109,1,3,48.0,Baja,2.0,No,-15995.0
2811,173,3,4,53.0,Media,3.0,Sí,66717.0
2812,147,1,1,62.0,Media,3.0,Sí,20731.0
2813,154,5,2,70.0,Media,1.0,Sí,53816.0
2814,77,4,2,26.0,Alta,2.0,No,79255.0
2815,118,1,4,63.0,Alta,2.0,Sí,44712.0
2816,115,4,3,79.0,Media,0.0,Sí,46815.0
2817,197,2,4,68.0,Alta,3.0,No,77368.0
2818,131,2,2,27.0,Alta,3.0,No,33959.0
2819,166,4,2,11.0,Media,3.0,Sí,21855.0
2820,141,3,4,47.0,Alta,1.0,No,64491.0
2821,128,3,3,72.0,Alta,1.0,No,73520.0
2822,115,4,1,21.0,Media,3.0,No,39429.0
2823,152,4,2,31.0,Media,2.0,Sí,70952.0
2824,131,6,1,47.0,Media,1.0,Sí,37653.0
2825,99,3,4,28.0,Baja,0.0,No,27150.0
2826,135,5,1,,Media,3.0,Sí,92878.0
2827,166,3,1,29.0,Alta,2.0,Sí,64821.0
2828,148,3,2,53.0,Media,1.0,Sí,15950.0
2829,92,6,1,58.0,Alta,0.0,Sí,182069.0
2830,35,6,3,14.0,Media,0.0,Sí,107827.0
2831,127,3,1,56.0,Baja,1.0,Sí,8289.0
2832,174,1,4,66.0,Media,3.0,Sí,48144.0
2833,166,2,4,27.0,Media,2.0,Sí,33386.0
2834,141,4,4,31.0,Media,3.0,No,47541.0
2835,136,3,4,19.0,Alta,0.0,Sí,77456.0
2836,93,2,4,70.0,Alta,0.0,Sí,55373.0
2837,55,5,2,8.0,Media,1.0,Sí,42679.0
2838,103,6,3,1.0,Alta,0.0,No,119125.0
2839,41,2,4,57.0,Alta,1.0,No,78540.0
2840,60,1,4,67.0,Baja,2.0,Sí,16619.0
2841,128,4,2,2.0,Media,,No,42165.0
2842,82,4,3,4.0,Baja,0.0,Sí,27004.0
2843,115,1,2,67.0,Media,1.0,Sí,16801.0
2844,139,6,3,32.0,Baja,0.0,Sí,59616.0
2845,179,6,3,61.0,Alta,3.0,No,63105.0
2846,182,2,2,,Alta,1.0,No,47399.0
2847,81,6,4,29.0,Media,1.0,Sí,97369.0
2848,141,5,1,23.0,Baja,0.0,Sí,68489.0
2849,80,5,3,37.0,Media,0.0,No,62691.0
2850,114,4,2,56.0,Media,2.0,Sí,50566.0
2851,163,3,1,77.0,Alta,,No,44674.0
2852,121,1,3,60.0,Alta,2.0,No,76206.0
2853,166,2,4,48.0,Alta,0.0,No,73845.0
2854,186,3,2,36.0,Media,2.0,No,49762.0
2855,129,4,1,75.0,Baja,,Sí,17691.0
2856,69,1,1,9.0,Media,2.0,Sí,22454.0
2857,116,4,1,68.0,Media,2.0,Sí,52408.0
2858,173,4,1,14.0,Media,1.0,No,49716.0
2859,117,5,3,75.0,Media,2.0,Sí,36636.0
2860,158,2,4,14.0,Media,0.0,No,65908.0
2861,109,3,4,62.0,Baja,0.0,No,19245.0
2862,136,2,4,68.0,Alta,3.0,No,74472.0
2863,187,4,1,65.0,Alta,0.0,No,29155.0
2864,144,4,2,46.0,Media,3.0,No,61218.0
2865,101,6,2,8.0,Baja,1.0,No,26713.0
2866,119,6,4,11.0,Media,1.0,Sí,91539.0
2867,114,2,3,43.0,Media,1.0,Sí,48572.0
2868,144,2,2,31.0,Alta,1.0,No,14656.0
2869,162,4,3,64.0,Media,1.0,No,48576.0
2870,177,1,2,11.0,Baja,3.0,Sí,97290.0
2871,106,1,2,16.0,Media,2.0,No,41966.0
2872,124,1,3,12.0,Alta,0.0,No,55372.0
2873,118,1,2,24.0,Media,0.0,Sí,35738.0
2874,85,6,1,50.0,Baja,2.0,Sí,55019.0
2875,35,6,4,59.0,Media,0.0,Sí,64391.0
2876,87,5,4,77.0,Media,3.0,No,36887.0
2877,137,2,3,78.0,Media,1.0,No,54072.0
2878,107,3,2,5.0,Alta,0.0,Sí,91889.0
2879,169,5,1,35.0,Alta,2.0,Sí,81726.0
2880,199,4,1,63.0,Baja,3.0,Sí,21709.0
2881,165,3,1,29.0,Baja,0.0,No,22122.0
2882,121,5,2,33.0,Baja,3.0,Sí,57233.0
2883,79,6,2,53.0,Media,0.0,Sí,40816.0
2884,164,1,4,53.0,Alta,2.0,No,57598.0
2885,147,1,1,47.0,Alta,0.0,No,43591.0
2886,117,3,4,4.0,Media,2.0,Sí,68941.0
2887,50,4,1,43.0,Media,3.0,No,31428.0
2888,82,5,3,36.0,Alta,2.0,No,82733.0
2889,41,1,1,58.0,Media,2.0,Sí,7653.0
2890,48,1,4,11.0,Media,2.0,Sí,73803.0
2891,139,4,2,23.0,Alta,2.0,No,31987.0
2892,91,4,1,18.0,Media,1.0,No,59297.0
2893,150,4,3,24.0,Media,2.0,Sí,69369.0
2894,142,2,1,46.0,Media,3.0,No,71660.0
2895,148,3,3,25.0,Media,1.0,Sí,40919.0
2896,110,3,4,58.0,Alta,2.0,Sí,103518.0
2897,83,5,2,6.0,Alta,0.0,No,93694.0
2898,130,6,2,,Alta,2.0,No,97047.0
2899,85,6,1,40.0,Media,0.0,No,76600.0
2900,97,3,4,64.0,Alta,,Sí,50834.0
2901,91,5,3,7.0,Alta,3.0,Sí,83353.0
2902,113,2,3,30.0,Media,0.0,No,20646.0
2903,114,2,2,64.0,Media,0.0,Sí,2069.0
2904,228,5,3,66.0,Media,2.0,No,65968.0
2905,189,6,3,79.0,Media,3.0,No,81786.0
2906,90,5,4,43.0,Media,3.0,Sí,33894.0
2907,113,5,4,45.0,Baja,1.0,No,13563.0
2908,106,2,4,67.0,Baja,3.0,Sí,-18690.0
2909,117,5,4,64.0,Media,0.0,Sí,74848.0
2910,167,1,4,7.0,Media,3.0,Sí,76021.0
2911,156,1,2,50.0,Media,2.0,No,16642.0
2912,158,1,1,54.0,Media,2.0,No,18861.0
2913,104,6,4,4.0,Baja,3.0,Sí,67569.0
2914,56,6,2,10.0,Alta,2.0,Sí,94920.0
2915,50,5,3,47.0,Media,1.0,No,46026.0
2916,168,3,4,78.0,Media,0.0,No,61987.0
2917,136,3,3,15.0,Media,0.0,Sí,64207.0
2918,157,4,3,49.0,Media,1.0,Sí,66072.0
2919,142,4,4,40.0,Media,3.0,No,40698.0
2920,58,6,3,31.0,Alta,0.0,No,68552.0
2921,151,2,2,15.0,Media,1.0,Sí,32745.0
2922,88,5,3,73.0,Baja,,Sí,23401.0
2923,83,6,2,20.0,Alta,3.0,No,68179.0
2924,143,5,2,55.0,Alta,0.0,Sí,48525.0
2925,197,6,4,59.0,Alta,2.0,Sí,78758.0
2926,98,5,3,52.0,Media,2.0,Sí,59118.0
2927,113,3,4,28.0,Alta,0.0,Sí,93854.0
2928,89,5,1,22.0,Media,2.0,Sí,62088.0
2929,149,1,3,66.0,Alta,2.0,Sí,53919.0
2930,197,5,3,14.0,Media,3.0,Sí,60927.0
2931,96,6,2,79.0,Baja,2.0,Sí,31205.0
2932,207,5,1,17.0,Alta,1.0,No,49126.0
2933,146,3,1,77.0,Media,2.0,No,-19233.0
2934,133,2,2,58.0,Media,2.0,No,46584.0
2935,61,1,1,21.0,Alta,3.0,Sí,56405.0
2936,165,4,2,51.0,Media,3.0,Sí,57852.0
2937,125,5,3,22.0,Media,2.0,Sí,62092.0
2938,92,1,3,66.0,Alta,2.0,Sí,44688.0
2939,114,2,1,17.0,Media,0.0,No,45683.0
2940,126,6,3,14.0,Alta,0.0,Sí,112259.0
2941,62,1,2,67.0,Media,1.0,No,19179.0
2942,82,2,3,27.0,Baja,1.0,Sí,52524.0
2943,154,1,4,48.0,Media,2.0,No,43925.0
2944,141,5,2,70.0,Media,,No,43971.0
2945,100,3,3,6.0,Media,1.0,Sí,39402.0
2946,130,6,3,28.0,Baja,1.0,No,56103.0
2947,173,2,3,49.0,Baja,1.0,Sí,28192.0
2948,200,5,3,74.0,Baja,1.0,Sí,52480.0
2949,98,2,3,63.0,Alta,0.0,Sí,53979.0
2950,65,4,2,21.0,Media,0.0,No,37323.0
2951,126,6,3,70.0,Media,2.0,No,39087.0
2952,179,5,3,8.0,Media,2.0,No,26230.0
2953,61,4,2,,Media,3.0,Sí,27787.0
2954,171,6,3,17.0,Baja,3.0,Sí,50752.0
2955,119,3,3,70.0,Media,0.0,Sí,64935.0
2956,21,5,1,36.0,Alta,2.0,Sí,69283.0
2957,107,1,3,36.0,Baja,0.0,No,17698.0
2958,32,3,3,46.0,Media,0.0,No,53082.0
2959,138,2,3,43.0,Media,2.0,Sí,42394.0
2960,150,2,1,33.0,Media,2.0,No,38202.0
2961,70,4,1,21.0,Baja,2.0,Sí,43955.0
2962,110,5,2,30.0,Media,1.0,No,25344.0
