,rate_marriage,age,yrs_married,children,religious,educ,occupation,occupation_husb,affairs
3430,5.0,22.0,2.5,0.0,3.0,12.0,3.0,2.0,0.0
3431,5.0,37.0,16.5,2.0,1.0,12.0,3.0,4.0,0.0
3432,4.0,42.0,23.0,3.0,3.0,12.0,3.0,4.0,0.0
3433,5.0,27.0,2.5,0.0,2.0,12.0,3.0,4.0,0.0
3434,4.0,32.0,2.5,0.0,1.0,14.0,3.0,2.0,0.0
3435,3.0,22.0,0.5,0.0,2.0,16.0,3.0,1.0,0.0
3436,5.0,22.0,0.5,0.0,4.0,16.0,3.0,1.0,0.0
3437,5.0,42.0,23.0,5.5,3.0,12.0,2.0,5.0,0.0
3438,4.0,22.0,2.5,1.0,3.0,12.0,3.0,2.0,0.0
3439,4.0,27.0,2.5,0.0,1.0,14.0,3.0,2.0,0.0
3440,2.0,42.0,23.0,4.0,4.0,12.0,3.0,2.0,0.0
3441,4.0,22.0,2.5,0.0,4.0,17.0,5.0,1.0,0.0
3442,4.0,27.0,6.0,1.0,2.0,14.0,2.0,4.0,0.0
3443,5.0,27.0,6.0,3.0,2.0,14.0,5.0,5.0,0.0
3444,5.0,27.0,6.0,3.0,2.0,14.0,3.0,4.0,0.0
3445,4.0,27.0,6.0,2.0,3.0,14.0,3.0,5.0,0.0
3446,4.0,22.0,2.5,0.0,2.0,14.0,3.0,4.0,0.0
3447,4.0,22.0,2.5,2.0,2.0,14.0,2.0,2.0,0.0
3448,3.0,42.0,23.0,3.0,2.0,12.0,3.0,5.0,0.0
3449,5.0,22.0,0.5,0.0,2.0,17.0,4.0,2.0,0.0
3450,5.0,27.0,9.0,4.0,2.0,12.0,3.0,2.0,0.0
3451,5.0,22.0,0.5,0.0,1.0,16.0,4.0,5.0,0.0
3452,4.0,22.0,2.5,0.0,2.0,16.0,4.0,2.0,0.0
3453,5.0,17.5,0.5,0.0,3.0,14.0,3.0,5.0,0.0
3454,5.0,27.0,6.0,1.0,3.0,12.0,3.0,6.0,0.0
3455,2.0,27.0,6.0,0.0,3.0,17.0,2.0,5.0,0.0
3456,5.0,27.0,0.5,0.0,2.0,12.0,3.0,4.0,0.0
3457,5.0,22.0,2.5,0.0,1.0,12.0,5.0,4.0,0.0
3458,5.0,27.0,2.5,0.0,2.0,16.0,4.0,4.0,0.0
3459,4.0,37.0,16.5,2.0,2.0,16.0,4.0,3.0,0.0
3460,5.0,22.0,2.5,0.0,2.0,14.0,3.0,2.0,0.0
3461,5.0,27.0,2.5,0.0,1.0,16.0,4.0,1.0,0.0
3462,5.0,42.0,23.0,5.5,3.0,14.0,3.0,4.0,0.0
3463,5.0,37.0,16.5,4.0,2.0,14.0,2.0,5.0,0.0
3464,4.0,27.0,0.5,0.0,2.0,17.0,4.0,4.0,0.0
3465,5.0,27.0,6.0,0.0,3.0,20.0,6.0,2.0,0.0
3466,4.0,27.0,13.0,2.0,2.0,12.0,3.0,4.0,0.0
3467,3.0,22.0,6.0,1.0,2.0,12.0,4.0,2.0,0.0
3468,5.0,32.0,13.0,2.0,2.0,16.0,4.0,2.0,0.0
3469,5.0,27.0,2.5,0.0,2.0,17.0,3.0,6.0,0.0
3470,5.0,27.0,6.0,4.0,3.0,12.0,3.0,4.0,0.0
3471,4.0,42.0,23.0,2.0,3.0,12.0,3.0,2.0,0.0
3472,4.0,22.0,2.5,0.0,4.0,17.0,4.0,2.0,0.0
3473,5.0,32.0,16.5,3.0,3.0,12.0,2.0,4.0,0.0
3474,5.0,22.0,2.5,0.0,1.0,16.0,3.0,5.0,0.0
3475,5.0,22.0,0.5,0.0,3.0,12.0,5.0,2.0,0.0
3476,4.0,42.0,23.0,5.5,4.0,12.0,3.0,5.0,0.0
3477,5.0,42.0,16.5,2.0,3.0,16.0,4.0,4.0,0.0
3478,4.0,22.0,2.5,0.0,1.0,12.0,3.0,2.0,0.0
3479,2.0,22.0,2.5,1.0,2.0,14.0,3.0,4.0,0.0
3480,3.0,22.0,2.5,0.0,1.0,12.0,3.0,3.0,0.0
3481,4.0,32.0,13.0,2.0,3.0,17.0,4.0,3.0,0.0
3482,5.0,27.0,6.0,1.0,3.0,16.0,4.0,5.0,0.0
3483,4.0,32.0,9.0,2.0,2.0,16.0,4.0,5.0,0.0
3484,5.0,27.0,2.5,0.0,2.0,16.0,4.0,4.0,0.0
3485,2.0,22.0,2.5,2.0,3.0,14.0,4.0,2.0,0.0
3486,5.0,22.0,0.5,0.0,4.0,16.0,4.0,5.0,0.0
3487,5.0,27.0,2.5,0.0,3.0,14.0,3.0,2.0,0.0
3488,5.0,27.0,6.0,1.0,3.0,12.0,2.0,4.0,0.0
3489,4.0,27.0,6.0,2.0,4.0,12.0,3.0,2.0,0.0
3490,4.0,22.0,2.5,0.0,2.0,14.0,3.0,2.0,0.0
3491,4.0,22.0,2.5,0.0,1.0,12.0,4.0,3.0,0.0
3492,5.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,0.0
3493,5.0,22.0,2.5,2.0,3.0,14.0,3.0,4.0,0.0
3494,3.0,32.0,6.0,2.0,3.0,17.0,2.0,4.0,0.0
3495,4.0,27.0,6.0,3.0,3.0,14.0,4.0,4.0,0.0
3496,4.0,42.0,23.0,3.0,3.0,14.0,3.0,4.0,0.0
3497,5.0,22.0,0.5,0.0,3.0,12.0,3.0,4.0,0.0
3498,4.0,42.0,13.0,4.0,3.0,12.0,2.0,5.0,0.0
3499,5.0,22.0,6.0,0.0,4.0,14.0,1.0,5.0,0.0
3500,2.0,32.0,13.0,1.0,3.0,20.0,4.0,3.0,0.0
3501,4.0,22.0,2.5,0.0,1.0,12.0,2.0,4.0,0.0
3502,5.0,22.0,2.5,0.0,2.0,17.0,4.0,5.0,0.0
3503,5.0,42.0,23.0,5.5,2.0,12.0,5.0,5.0,0.0
3504,4.0,17.5,2.5,1.0,2.0,12.0,3.0,2.0,0.0
3505,5.0,27.0,13.0,1.0,2.0,14.0,3.0,5.0,0.0
3506,5.0,22.0,0.5,0.0,2.0,16.0,4.0,5.0,0.0
3507,4.0,32.0,2.5,0.0,1.0,12.0,3.0,4.0,0.0
3508,5.0,17.5,0.5,0.0,4.0,12.0,4.0,5.0,0.0
3509,5.0,22.0,0.5,2.0,2.0,16.0,4.0,4.0,0.0
3510,3.0,17.5,2.5,1.0,2.0,14.0,2.0,1.0,0.0
3511,3.0,27.0,6.0,0.0,3.0,14.0,3.0,2.0,0.0
3512,4.0,22.0,2.5,0.0,3.0,16.0,4.0,5.0,0.0
3513,5.0,22.0,6.0,2.0,2.0,12.0,3.0,4.0,0.0
3514,4.0,22.0,2.5,2.0,3.0,12.0,3.0,5.0,0.0
3515,4.0,22.0,6.0,1.0,2.0,12.0,3.0,5.0,0.0
3516,4.0,27.0,2.5,0.0,3.0,20.0,4.0,4.0,0.0
3517,5.0,27.0,2.5,0.0,3.0,17.0,3.0,5.0,0.0
3518,4.0,22.0,2.5,0.0,3.0,14.0,3.0,5.0,0.0
3519,5.0,27.0,2.5,0.0,2.0,14.0,2.0,2.0,0.0
3520,5.0,27.0,2.5,0.0,2.0,17.0,4.0,4.0,0.0
3521,5.0,22.0,2.5,0.0,3.0,14.0,2.0,2.0,0.0
3522,5.0,22.0,0.5,0.0,2.0,14.0,3.0,5.0,0.0
3523,4.0,42.0,23.0,3.0,4.0,17.0,3.0,6.0,0.0
3524,5.0,37.0,23.0,5.5,3.0,12.0,5.0,5.0,0.0
3525,4.0,22.0,6.0,1.0,3.0,12.0,2.0,2.0,0.0
3526,4.0,22.0,2.5,0.0,2.0,12.0,3.0,4.0,0.0
3527,5.0,32.0,2.5,0.0,1.0,14.0,3.0,3.0,0.0
3528,4.0,17.5,2.5,0.0,2.0,12.0,3.0,3.0,0.0
3529,5.0,37.0,23.0,5.5,3.0,12.0,2.0,3.0,0.0
3530,5.0,22.0,2.5,1.0,3.0,12.0,3.0,2.0,0.0
3531,5.0,42.0,23.0,5.5,4.0,16.0,4.0,5.0,0.0
3532,5.0,42.0,23.0,4.0,3.0,12.0,3.0,3.0,0.0
3533,4.0,27.0,6.0,0.0,2.0,14.0,5.0,3.0,0.0
3534,4.0,32.0,13.0,2.0,3.0,16.0,3.0,3.0,0.0
3535,4.0,27.0,6.0,2.0,3.0,12.0,2.0,4.0,0.0
3536,4.0,32.0,13.0,3.0,4.0,14.0,3.0,5.0,0.0
3537,5.0,32.0,13.0,3.0,2.0,12.0,3.0,2.0,0.0
3538,3.0,42.0,23.0,5.5,2.0,14.0,3.0,2.0,0.0
3539,1.0,37.0,13.0,3.0,4.0,17.0,2.0,4.0,0.0
3540,5.0,22.0,2.5,0.0,2.0,14.0,5.0,5.0,0.0
3541,4.0,22.0,2.5,0.0,1.0,12.0,5.0,4.0,0.0
3542,4.0,22.0,2.5,0.0,3.0,14.0,3.0,2.0,0.0
3543,4.0,22.0,6.0,3.0,2.0,14.0,4.0,2.0,0.0
3544,5.0,27.0,2.5,0.0,3.0,17.0,4.0,5.0,0.0
3545,4.0,22.0,0.5,0.0,2.0,14.0,3.0,5.0,0.0
3546,5.0,22.0,0.5,0.0,3.0,17.0,4.0,4.0,0.0
3547,4.0,27.0,9.0,0.0,2.0,12.0,3.0,2.0,0.0
3548,4.0,27.0,0.5,0.0,3.0,16.0,4.0,6.0,0.0
3549,4.0,27.0,6.0,2.0,3.0,12.0,2.0,6.0,0.0
3550,4.0,22.0,2.5,0.0,2.0,14.0,4.0,4.0,0.0
3551,5.0,22.0,6.0,0.0,3.0,12.0,4.0,6.0,0.0
3552,4.0,22.0,0.5,0.0,2.0,12.0,3.0,5.0,0.0
3553,5.0,17.5,0.5,0.0,2.0,12.0,4.0,2.0,0.0
3554,5.0,27.0,2.5,1.0,1.0,17.0,4.0,5.0,0.0
3555,3.0,27.0,9.0,2.0,1.0,14.0,3.0,5.0,0.0
3556,4.0,27.0,0.5,2.0,2.0,14.0,3.0,5.0,0.0
3557,4.0,22.0,2.5,0.0,2.0,14.0,2.0,5.0,0.0
3558,4.0,27.0,2.5,0.0,3.0,12.0,3.0,2.0,0.0
3559,2.0,27.0,6.0,2.0,2.0,14.0,3.0,2.0,0.0
3560,5.0,27.0,2.5,0.0,3.0,14.0,2.0,4.0,0.0
3561,5.0,42.0,9.0,0.0,4.0,20.0,4.0,4.0,0.0
3562,5.0,22.0,2.5,0.0,2.0,14.0,4.0,3.0,0.0
3563,5.0,37.0,13.0,5.5,4.0,17.0,4.0,5.0,0.0
3564,4.0,42.0,23.0,2.0,3.0,14.0,4.0,3.0,0.0
3565,5.0,32.0,16.5,3.0,4.0,14.0,4.0,3.0,0.0
3566,5.0,37.0,16.5,1.0,3.0,12.0,3.0,5.0,0.0
3567,5.0,22.0,2.5,0.0,3.0,14.0,3.0,5.0,0.0
3568,5.0,27.0,2.5,0.0,3.0,20.0,6.0,1.0,0.0
3569,4.0,42.0,23.0,3.0,3.0,14.0,4.0,5.0,0.0
3570,4.0,42.0,23.0,4.0,1.0,16.0,4.0,5.0,0.0
3571,3.0,27.0,2.5,0.0,2.0,16.0,3.0,5.0,0.0
3572,5.0,37.0,16.5,3.0,2.0,16.0,4.0,3.0,0.0
3573,5.0,42.0,23.0,5.5,3.0,14.0,4.0,4.0,0.0
3574,4.0,22.0,2.5,1.0,1.0,14.0,3.0,4.0,0.0
3575,5.0,27.0,9.0,1.0,3.0,12.0,2.0,5.0,0.0
3576,5.0,22.0,2.5,0.0,2.0,14.0,3.0,6.0,0.0
3577,4.0,22.0,2.5,1.0,2.0,14.0,2.0,2.0,0.0
3578,3.0,42.0,23.0,3.0,4.0,12.0,3.0,4.0,0.0
3579,5.0,42.0,23.0,3.0,3.0,12.0,3.0,4.0,0.0
3580,4.0,32.0,13.0,2.0,1.0,14.0,3.0,4.0,0.0
3581,4.0,37.0,16.5,5.5,3.0,12.0,4.0,5.0,0.0
3582,4.0,27.0,6.0,1.0,4.0,12.0,3.0,4.0,0.0
3583,5.0,42.0,23.0,5.5,3.0,16.0,4.0,5.0,0.0
3584,5.0,32.0,6.0,2.0,2.0,16.0,2.0,5.0,0.0
3585,2.0,32.0,9.0,2.0,4.0,14.0,4.0,5.0,0.0
3586,5.0,27.0,13.0,2.0,3.0,12.0,3.0,4.0,0.0
3587,5.0,42.0,23.0,5.5,4.0,14.0,4.0,2.0,0.0
3588,5.0,42.0,23.0,3.0,3.0,12.0,3.0,5.0,0.0
3589,5.0,22.0,0.5,0.0,2.0,14.0,4.0,3.0,0.0
3590,3.0,37.0,16.5,2.0,3.0,12.0,5.0,2.0,0.0
3591,4.0,27.0,6.0,2.0,3.0,12.0,3.0,2.0,0.0
3592,4.0,37.0,16.5,2.0,2.0,14.0,3.0,2.0,0.0
3593,2.0,32.0,16.5,2.0,2.0,12.0,3.0,4.0,0.0
3594,4.0,27.0,2.5,0.0,2.0,14.0,4.0,4.0,0.0
3595,5.0,37.0,23.0,2.0,2.0,14.0,3.0,2.0,0.0
3596,5.0,22.0,0.5,0.0,4.0,14.0,4.0,2.0,0.0
3597,5.0,42.0,16.5,3.0,2.0,12.0,3.0,4.0,0.0
3598,4.0,37.0,13.0,3.0,2.0,12.0,2.0,4.0,0.0
3599,5.0,32.0,13.0,2.0,4.0,12.0,2.0,2.0,0.0
3600,4.0,22.0,2.5,0.0,3.0,12.0,3.0,2.0,0.0
3601,5.0,27.0,2.5,1.0,3.0,14.0,5.0,5.0,0.0
3602,5.0,22.0,0.5,0.0,4.0,16.0,4.0,6.0,0.0
3603,5.0,37.0,16.5,5.5,3.0,12.0,2.0,4.0,0.0
3604,4.0,32.0,9.0,2.0,2.0,16.0,4.0,4.0,0.0
3605,5.0,22.0,2.5,0.0,1.0,14.0,3.0,5.0,0.0
3606,5.0,22.0,2.5,0.0,3.0,16.0,4.0,5.0,0.0
3607,4.0,32.0,16.5,4.0,3.0,12.0,2.0,4.0,0.0
3608,5.0,22.0,2.5,0.0,4.0,14.0,3.0,2.0,0.0
3609,5.0,37.0,23.0,3.0,4.0,14.0,2.0,4.0,0.0
3610,5.0,27.0,6.0,0.0,2.0,16.0,4.0,1.0,0.0
3611,5.0,22.0,2.5,0.0,2.0,12.0,3.0,4.0,0.0
3612,5.0,32.0,6.0,0.0,4.0,20.0,4.0,4.0,0.0
3613,4.0,32.0,16.5,2.0,2.0,14.0,4.0,2.0,0.0
3614,4.0,22.0,0.5,0.0,3.0,16.0,4.0,4.0,0.0
3615,3.0,22.0,2.5,0.0,3.0,14.0,3.0,2.0,0.0
3616,4.0,22.0,2.5,0.0,1.0,14.0,5.0,4.0,0.0
3617,5.0,27.0,2.5,0.0,2.0,17.0,4.0,5.0,0.0
3618,5.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,0.0
3619,2.0,42.0,16.5,3.0,3.0,14.0,3.0,5.0,0.0
3620,3.0,22.0,2.5,0.0,4.0,14.0,3.0,3.0,0.0
3621,5.0,27.0,6.0,0.0,2.0,20.0,4.0,4.0,0.0
3622,5.0,27.0,6.0,1.0,2.0,12.0,4.0,2.0,0.0
3623,4.0,22.0,2.5,0.0,1.0,14.0,3.0,4.0,0.0
3624,4.0,37.0,16.5,3.0,1.0,12.0,3.0,2.0,0.0
3625,4.0,32.0,16.5,3.0,2.0,14.0,3.0,2.0,0.0
3626,3.0,27.0,6.0,1.0,1.0,14.0,3.0,4.0,0.0
3627,4.0,27.0,6.0,1.0,3.0,17.0,4.0,3.0,0.0
3628,4.0,42.0,23.0,2.0,3.0,20.0,4.0,4.0,0.0
3629,4.0,27.0,6.0,2.0,2.0,12.0,3.0,4.0,0.0
3630,4.0,32.0,9.0,2.0,3.0,12.0,5.0,5.0,0.0
3631,5.0,42.0,23.0,2.0,2.0,14.0,3.0,2.0,0.0
3632,5.0,32.0,16.5,2.0,3.0,12.0,3.0,5.0,0.0
3633,4.0,22.0,2.5,0.0,3.0,16.0,3.0,4.0,0.0
3634,5.0,27.0,6.0,2.0,3.0,14.0,4.0,3.0,0.0
3635,5.0,27.0,2.5,1.0,2.0,12.0,3.0,3.0,0.0
3636,5.0,27.0,6.0,1.0,3.0,12.0,3.0,2.0,0.0
3637,4.0,32.0,6.0,1.0,3.0,12.0,2.0,2.0,0.0
3638,4.0,22.0,2.5,0.0,2.0,16.0,4.0,5.0,0.0
3639,5.0,27.0,2.5,1.0,3.0,16.0,3.0,6.0,0.0
3640,3.0,27.0,6.0,0.0,1.0,17.0,4.0,6.0,0.0
3641,5.0,27.0,2.5,0.0,2.0,17.0,4.0,6.0,0.0
3642,4.0,22.0,2.5,0.0,3.0,12.0,5.0,5.0,0.0
3643,4.0,22.0,6.0,1.0,2.0,12.0,3.0,4.0,0.0
3644,3.0,32.0,2.5,0.0,1.0,20.0,6.0,6.0,0.0
3645,2.0,37.0,23.0,5.5,2.0,14.0,3.0,4.0,0.0
3646,3.0,42.0,23.0,4.0,3.0,12.0,2.0,2.0,0.0
3647,4.0,22.0,2.5,1.0,1.0,12.0,3.0,3.0,0.0
3648,5.0,42.0,16.5,4.0,3.0,16.0,4.0,2.0,0.0
3649,5.0,22.0,0.5,0.0,3.0,14.0,3.0,5.0,0.0
3650,4.0,22.0,0.5,0.0,2.0,12.0,2.0,5.0,0.0
3651,4.0,27.0,6.0,2.0,3.0,12.0,4.0,5.0,0.0
3652,5.0,27.0,2.5,0.0,4.0,16.0,3.0,1.0,0.0
3653,4.0,22.0,2.5,0.0,3.0,12.0,5.0,2.0,0.0
3654,3.0,22.0,0.5,0.0,3.0,14.0,3.0,5.0,0.0
3655,5.0,27.0,2.5,0.0,2.0,16.0,3.0,5.0,0.0
3656,5.0,27.0,0.5,0.0,2.0,20.0,4.0,2.0,0.0
3657,5.0,32.0,16.5,4.0,3.0,14.0,4.0,5.0,0.0
3658,4.0,22.0,2.5,1.0,3.0,12.0,2.0,4.0,0.0
3659,3.0,22.0,2.5,0.0,1.0,16.0,3.0,2.0,0.0
3660,4.0,27.0,6.0,1.0,2.0,12.0,4.0,4.0,0.0
3661,4.0,17.5,2.5,0.0,3.0,14.0,2.0,2.0,0.0
3662,5.0,37.0,16.5,4.0,2.0,17.0,4.0,6.0,0.0
3663,4.0,32.0,16.5,5.5,1.0,14.0,2.0,2.0,0.0
3664,5.0,22.0,0.5,0.0,4.0,16.0,4.0,4.0,0.0
3665,5.0,22.0,2.5,0.0,2.0,16.0,4.0,5.0,0.0
3666,5.0,17.5,0.5,0.0,2.0,12.0,4.0,4.0,0.0
3667,5.0,22.0,2.5,1.0,4.0,14.0,2.0,2.0,0.0
3668,5.0,42.0,9.0,0.0,3.0,12.0,3.0,4.0,0.0
3669,4.0,27.0,6.0,1.0,2.0,14.0,3.0,2.0,0.0
3670,3.0,32.0,13.0,2.0,2.0,16.0,2.0,2.0,0.0
3671,4.0,32.0,13.0,2.0,2.0,12.0,2.0,2.0,0.0
3672,5.0,22.0,2.5,0.0,3.0,17.0,3.0,4.0,0.0
3673,4.0,27.0,9.0,2.0,2.0,12.0,2.0,4.0,0.0
3674,4.0,37.0,23.0,2.0,4.0,14.0,3.0,6.0,0.0
3675,4.0,42.0,23.0,3.0,2.0,14.0,4.0,6.0,0.0
3676,4.0,22.0,2.5,0.0,3.0,14.0,3.0,4.0,0.0
3677,5.0,27.0,9.0,2.0,3.0,14.0,4.0,4.0,0.0
3678,2.0,32.0,13.0,1.0,3.0,14.0,5.0,3.0,0.0
3679,1.0,42.0,23.0,2.0,3.0,12.0,2.0,2.0,0.0
3680,5.0,22.0,2.5,0.0,3.0,14.0,3.0,4.0,0.0
3681,4.0,27.0,6.0,1.0,3.0,16.0,4.0,4.0,0.0
3682,4.0,42.0,23.0,4.0,3.0,12.0,2.0,5.0,0.0
3683,5.0,32.0,16.5,3.0,1.0,14.0,5.0,5.0,0.0
3684,5.0,27.0,2.5,0.0,4.0,16.0,3.0,6.0,0.0
3685,4.0,27.0,9.0,0.0,2.0,12.0,5.0,2.0,0.0
3686,3.0,22.0,2.5,0.0,1.0,14.0,3.0,5.0,0.0
3687,5.0,27.0,2.5,0.0,2.0,12.0,3.0,6.0,0.0
3688,5.0,32.0,9.0,3.0,2.0,12.0,3.0,3.0,0.0
3689,5.0,22.0,0.5,0.0,3.0,14.0,2.0,4.0,0.0
3690,4.0,27.0,2.5,1.0,1.0,12.0,3.0,3.0,0.0
3691,4.0,37.0,16.5,3.0,3.0,12.0,3.0,2.0,0.0
3692,5.0,22.0,2.5,0.0,3.0,12.0,5.0,4.0,0.0
3693,3.0,22.0,2.5,0.0,2.0,14.0,4.0,2.0,0.0
3694,5.0,32.0,13.0,2.0,2.0,12.0,2.0,4.0,0.0
3695,5.0,32.0,9.0,2.0,3.0,17.0,4.0,5.0,0.0
3696,4.0,37.0,16.5,3.0,2.0,12.0,3.0,5.0,0.0
3697,5.0,27.0,2.5,0.0,3.0,14.0,4.0,4.0,0.0
3698,2.0,42.0,23.0,4.0,1.0,17.0,3.0,5.0,0.0
3699,4.0,27.0,6.0,2.0,3.0,16.0,4.0,4.0,0.0
3700,4.0,42.0,23.0,3.0,4.0,14.0,4.0,4.0,0.0
3701,5.0,22.0,0.5,0.0,4.0,14.0,3.0,1.0,0.0
3702,5.0,27.0,2.5,0.0,3.0,16.0,4.0,5.0,0.0
3703,4.0,22.0,2.5,0.0,3.0,16.0,4.0,4.0,0.0
3704,3.0,32.0,6.0,2.0,3.0,16.0,4.0,5.0,0.0
3705,5.0,22.0,6.0,0.0,3.0,14.0,3.0,4.0,0.0
3706,4.0,22.0,2.5,1.0,2.0,12.0,2.0,4.0,0.0
3707,5.0,27.0,0.5,0.0,2.0,14.0,4.0,4.0,0.0
3708,3.0,32.0,6.0,3.0,4.0,16.0,5.0,6.0,0.0
3709,4.0,27.0,0.5,0.0,4.0,14.0,3.0,4.0,0.0
3710,5.0,27.0,2.5,0.0,3.0,16.0,4.0,5.0,0.0
3711,4.0,22.0,6.0,0.0,2.0,12.0,3.0,2.0,0.0
3712,4.0,22.0,2.5,0.0,3.0,12.0,3.0,5.0,0.0
3713,4.0,22.0,2.5,0.0,1.0,17.0,4.0,4.0,0.0
3714,4.0,27.0,6.0,2.0,4.0,14.0,4.0,5.0,0.0
3715,5.0,22.0,2.5,0.0,1.0,16.0,2.0,5.0,0.0
3716,4.0,27.0,6.0,2.0,3.0,16.0,4.0,4.0,0.0
3717,5.0,22.0,0.5,0.0,2.0,16.0,3.0,5.0,0.0
3718,5.0,32.0,13.0,3.0,3.0,14.0,4.0,5.0,0.0
3719,4.0,32.0,6.0,0.0,3.0,17.0,2.0,2.0,0.0
3720,5.0,32.0,13.0,2.0,2.0,12.0,3.0,5.0,0.0
3721,5.0,22.0,2.5,0.0,2.0,14.0,5.0,2.0,0.0
3722,5.0,27.0,13.0,2.0,2.0,14.0,4.0,4.0,0.0
3723,4.0,27.0,6.0,1.0,4.0,16.0,4.0,4.0,0.0
3724,5.0,32.0,16.5,5.5,4.0,14.0,4.0,6.0,0.0
3725,5.0,37.0,16.5,3.0,3.0,17.0,4.0,5.0,0.0
3726,4.0,22.0,2.5,0.0,4.0,14.0,3.0,2.0,0.0
3727,5.0,37.0,16.5,4.0,2.0,14.0,3.0,2.0,0.0
3728,3.0,32.0,16.5,3.0,3.0,12.0,3.0,3.0,0.0
3729,5.0,22.0,2.5,0.0,1.0,14.0,2.0,2.0,0.0
3730,5.0,22.0,2.5,2.0,3.0,14.0,3.0,4.0,0.0
3731,3.0,37.0,16.5,2.0,3.0,12.0,3.0,5.0,0.0
3732,4.0,22.0,2.5,0.0,2.0,16.0,3.0,6.0,0.0
3733,5.0,22.0,0.5,0.0,3.0,12.0,5.0,4.0,0.0
3734,5.0,42.0,23.0,3.0,4.0,16.0,4.0,5.0,0.0
3735,4.0,22.0,6.0,2.0,2.0,14.0,5.0,5.0,0.0
3736,5.0,27.0,2.5,0.0,2.0,17.0,4.0,6.0,0.0
3737,5.0,27.0,6.0,0.0,1.0,12.0,3.0,4.0,0.0
3738,5.0,22.0,2.5,0.0,3.0,12.0,2.0,4.0,0.0
3739,4.0,37.0,23.0,3.0,4.0,14.0,4.0,4.0,0.0
3740,3.0,27.0,2.5,0.0,3.0,16.0,3.0,5.0,0.0
3741,5.0,27.0,2.5,0.0,2.0,14.0,4.0,3.0,0.0
3742,5.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,0.0
3743,4.0,32.0,13.0,2.0,2.0,14.0,2.0,3.0,0.0
3744,4.0,32.0,16.5,2.0,2.0,17.0,4.0,6.0,0.0
3745,4.0,27.0,6.0,2.0,2.0,12.0,3.0,4.0,0.0
3746,4.0,22.0,0.5,0.0,3.0,12.0,3.0,4.0,0.0
3747,3.0,22.0,2.5,1.0,4.0,14.0,2.0,2.0,0.0
3748,3.0,27.0,2.5,0.0,2.0,16.0,4.0,4.0,0.0
3749,3.0,27.0,6.0,2.0,2.0,17.0,6.0,4.0,0.0
3750,5.0,27.0,2.5,0.0,2.0,12.0,2.0,4.0,0.0
3751,5.0,22.0,0.5,0.0,2.0,12.0,3.0,4.0,0.0
3752,2.0,42.0,23.0,5.5,4.0,12.0,3.0,4.0,0.0
3753,4.0,27.0,2.5,0.0,4.0,17.0,5.0,5.0,0.0
3754,5.0,27.0,6.0,2.0,3.0,16.0,4.0,4.0,0.0
3755,4.0,42.0,23.0,2.0,3.0,12.0,3.0,2.0,0.0
3756,5.0,27.0,6.0,1.0,2.0,14.0,3.0,5.0,0.0
3757,5.0,22.0,2.5,0.0,3.0,14.0,4.0,2.0,0.0
3758,3.0,22.0,6.0,3.0,2.0,12.0,2.0,2.0,0.0
3759,5.0,17.5,0.5,0.0,2.0,12.0,3.0,5.0,0.0
3760,4.0,27.0,6.0,0.0,3.0,14.0,3.0,1.0,0.0
3761,5.0,22.0,2.5,0.0,2.0,16.0,4.0,5.0,0.0
3762,5.0,27.0,0.5,0.0,4.0,14.0,3.0,4.0,0.0
3763,4.0,42.0,23.0,5.5,4.0,16.0,4.0,5.0,0.0
3764,5.0,37.0,16.5,3.0,2.0,12.0,3.0,3.0,0.0
3765,4.0,42.0,23.0,3.0,2.0,12.0,3.0,3.0,0.0
3766,4.0,27.0,2.5,0.0,3.0,16.0,4.0,4.0,0.0
3767,4.0,22.0,2.5,0.0,3.0,17.0,4.0,5.0,0.0
3768,5.0,22.0,0.5,0.0,2.0,20.0,4.0,5.0,0.0
3769,5.0,22.0,2.5,1.0,2.0,12.0,3.0,4.0,0.0
3770,4.0,22.0,6.0,3.0,3.0,12.0,2.0,2.0,0.0
3771,5.0,42.0,23.0,5.5,2.0,16.0,4.0,4.0,0.0
3772,3.0,32.0,6.0,0.0,1.0,14.0,3.0,6.0,0.0
3773,5.0,37.0,13.0,0.0,2.0,14.0,4.0,6.0,0.0
3774,5.0,27.0,2.5,0.0,1.0,17.0,4.0,4.0,0.0
3775,3.0,32.0,6.0,0.0,2.0,14.0,3.0,5.0,0.0
3776,5.0,27.0,2.5,0.0,2.0,14.0,5.0,4.0,0.0
3777,5.0,42.0,23.0,4.0,3.0,14.0,2.0,5.0,0.0
3778,5.0,32.0,16.5,5.5,4.0,12.0,5.0,5.0,0.0
3779,4.0,27.0,6.0,2.0,2.0,12.0,3.0,4.0,0.0
3780,3.0,22.0,2.5,0.0,2.0,12.0,2.0,2.0,0.0
3781,2.0,27.0,2.5,0.0,1.0,20.0,4.0,2.0,0.0
3782,5.0,37.0,16.5,5.5,3.0,9.0,2.0,5.0,0.0
3783,3.0,37.0,23.0,3.0,2.0,12.0,2.0,4.0,0.0
3784,5.0,22.0,2.5,1.0,3.0,12.0,2.0,3.0,0.0
3785,5.0,22.0,2.5,0.0,2.0,14.0,3.0,5.0,0.0
3786,5.0,22.0,2.5,0.0,4.0,14.0,2.0,2.0,0.0
