ID_Empleado,Turno,Experiencia,Nivel_Educativo,Tiempo_Resolución_Min,Casos_Resueltos,Tipo_Caso,Satisfacción_Cliente,Capacitaciones_Anuales
3987,Noche,5.5,Universitario,41.2,81,Cuenta,3.0,1.4
3988,Tarde,5.2,Universitario,35.2,70,Cuenta,5.0,2.7
3989,Tarde,5.6,Universitario,39.5,85,Hardware,3.0,4.5
3990,Mañana,6.0,Técnico,19.6,80,Cuenta,3.0,2.7
3991,Mañana,2.6,Técnico,32.9,88,Software,1.0,4.2
3992,Noche,4.4,Básico,52.6,63,Hardware,1.0,0.3
3993,Mañana,5.4,Universitario,27.6,83,Cuenta,2.0,2.8
3994,Mañana,3.1,Universitario,30.5,66,Hardware,1.0,0.9
3995,Tarde,3.7,Básico,30.1,90,Hardware,2.0,3.2
3996,Mañana,4.6,Técnico,28.9,75,Hardware,4.0,3.1
3997,Noche,4.7,Universitario,22.2,84,Cuenta,4.0,1.8
3998,Tarde,5.4,Básico,30.4,86,Hardware,4.0,3.0
3999,Noche,3.3,Básico,46.3,80,Cuenta,3.0,3.7
4000,Tarde,6.9,Universitario,29.5,87,Hardware,1.0,3.8
4001,Mañana,4.6,Universitario,42.2,69,Cuenta,2.0,3.8
4002,Tarde,5.3,Universitario,58.6,67,Hardware,1.0,4.8
4003,Tarde,4.3,Básico,21.9,87,Cuenta,5.0,4.1
4004,Mañana,5.5,Básico,35.4,88,Software,3.0,2.2
4005,Mañana,8.3,Técnico,18.4,88,Software,3.0,3.0
4006,Noche,4.2,Técnico,28.6,80,Hardware,4.0,3.3
4007,Noche,3.9,Básico,55.0,74,Software,,2.5
4008,Mañana,3.3,Universitario,36.5,88,Cuenta,4.0,2.4
4009,Mañana,4.9,Universitario,33.1,72,Software,2.0,3.7
4010,Mañana,4.9,Básico,18.2,92,Cuenta,,1.7
4011,Tarde,5.1,Básico,23.9,83,Cuenta,2.0,2.3
4012,Tarde,5.9,Básico,21.6,81,Software,4.0,4.2
4013,Tarde,5.7,Técnico,19.7,82,Software,4.0,2.6
4014,Mañana,5.0,Básico,38.3,83,Cuenta,3.0,3.2
4015,Noche,8.9,Técnico,36.9,91,Software,3.0,3.6
4016,Mañana,6.4,Técnico,28.4,90,Software,2.0,3.9
4017,Tarde,2.8,Universitario,24.5,69,Hardware,4.0,2.5
4018,Tarde,1.9,Básico,37.3,92,Cuenta,,3.2
4019,Mañana,3.6,Técnico,46.8,72,Hardware,3.0,1.9
4020,Mañana,5.3,Universitario,39.9,79,Cuenta,,3.1
4021,Tarde,3.4,Técnico,31.1,82,Software,2.0,1.8
4022,Tarde,3.7,Universitario,39.2,86,Cuenta,2.0,2.8
4023,Tarde,5.1,Técnico,39.7,94,Software,,3.2
4024,Mañana,4.3,Universitario,31.5,81,Hardware,3.0,1.8
4025,Tarde,0.9,Básico,31.5,94,Cuenta,5.0,3.9
4026,Tarde,7.2,Técnico,24.7,94,Hardware,1.0,2.2
4027,Noche,6.7,Técnico,38.3,70,Cuenta,4.0,2.2
4028,Mañana,2.4,Universitario,28.3,98,Hardware,1.0,1.8
4029,Noche,5.1,Básico,20.2,72,Software,3.0,3.5
4030,Noche,2.8,Básico,20.6,87,Cuenta,4.0,4.2
4031,Tarde,3.8,Técnico,29.6,92,Hardware,4.0,2.7
4032,Mañana,6.0,Básico,20.5,74,Software,4.0,1.5
4033,Tarde,6.6,Técnico,57.2,74,Software,3.0,1.8
4034,Mañana,6.6,Universitario,34.9,80,Cuenta,4.0,2.7
4035,Noche,5.5,Universitario,25.1,76,Cuenta,5.0,2.4
4036,Mañana,7.6,Básico,31.8,77,Cuenta,3.0,1.5
4037,Tarde,3.8,Básico,37.4,83,Hardware,3.0,3.3
4038,Tarde,4.2,Técnico,32.2,92,Software,5.0,2.6
4039,Tarde,-0.2,Técnico,20.4,71,Software,2.0,3.7
4040,Mañana,4.8,Técnico,28.9,79,Cuenta,4.0,3.2
4041,Noche,6.2,Universitario,27.6,76,Software,3.0,3.1
4042,Noche,5.6,Técnico,25.5,84,Software,3.0,2.8
4043,Mañana,3.8,Básico,21.7,85,Cuenta,3.0,3.1
4044,Tarde,6.7,Universitario,38.8,79,Software,4.0,4.5
4045,Noche,4.9,Básico,34.7,75,Software,5.0,1.0
4046,Tarde,6.5,Básico,34.6,86,Cuenta,4.0,3.3
4047,Mañana,6.0,Universitario,11.5,86,Hardware,2.0,2.8
4048,Tarde,7.8,Técnico,26.0,67,Cuenta,2.0,2.2
4049,Noche,5.7,Técnico,42.5,82,Software,,3.6
4050,Noche,6.2,Técnico,33.9,73,Cuenta,3.0,2.5
4051,Tarde,4.8,Básico,18.4,68,Cuenta,3.0,1.6
4052,Mañana,4.0,Técnico,46.7,68,Software,1.0,2.0
4053,Tarde,6.0,Técnico,5.8,74,Software,5.0,3.5
4054,Mañana,8.0,Básico,31.3,82,Hardware,4.0,3.2
4055,Tarde,3.8,Técnico,47.2,74,Hardware,4.0,1.5
4056,Noche,4.5,Universitario,14.3,73,Software,3.0,1.2
4057,Mañana,5.1,Técnico,25.2,76,Hardware,3.0,2.6
4058,Mañana,6.4,Universitario,15.9,99,Hardware,3.0,-1.1
4059,Mañana,5.7,Universitario,44.1,89,Cuenta,3.0,4.5
4060,Noche,6.8,Universitario,21.8,81,Cuenta,2.0,2.8
4061,Tarde,8.9,Técnico,39.9,78,Hardware,2.0,3.8
4062,Noche,3.7,Técnico,43.9,74,Cuenta,3.0,3.8
4063,Mañana,6.2,Técnico,17.1,90,Cuenta,1.0,2.0
4064,Tarde,5.6,Universitario,15.0,65,Software,3.0,3.2
4065,Noche,5.0,Básico,34.8,92,Hardware,5.0,3.2
4066,Mañana,6.2,Universitario,37.8,63,Hardware,3.0,2.9
4067,Mañana,4.5,Técnico,29.3,94,Software,2.0,1.8
4068,Noche,5.6,Básico,30.3,75,Software,4.0,3.8
4069,Noche,2.4,Técnico,44.8,89,Software,1.0,2.4
4070,Noche,3.9,Básico,27.6,93,Cuenta,2.0,2.1
4071,Mañana,7.1,Básico,43.8,95,Software,3.0,3.9
4072,Noche,7.0,Universitario,24.2,90,Software,4.0,2.4
4073,Mañana,5.5,Técnico,54.0,86,Software,2.0,2.7
4074,Noche,4.1,Técnico,21.2,70,Software,2.0,3.4
4075,Mañana,6.7,Básico,41.8,83,Cuenta,1.0,3.2
4076,Mañana,7.5,Técnico,20.3,65,Hardware,2.0,1.6
4077,Tarde,4.2,Básico,37.9,73,Software,,1.5
4078,Noche,2.1,Universitario,29.9,83,Software,3.0,3.4
4079,Noche,5.9,Universitario,32.8,107,Hardware,3.0,3.1
4080,Mañana,6.8,Universitario,36.7,72,Hardware,4.0,2.8
4081,Mañana,6.2,Básico,32.5,92,Software,,1.6
4082,Mañana,8.1,Técnico,31.6,92,Software,3.0,3.0
4083,Tarde,8.1,Universitario,11.4,72,Hardware,1.0,3.2
4084,Tarde,4.4,Básico,43.8,92,Software,4.0,0.2
4085,Mañana,5.4,Básico,45.3,80,Cuenta,5.0,2.5
4086,Noche,4.0,Universitario,28.9,86,Software,4.0,3.1
4087,Noche,3.0,Universitario,35.6,61,Software,3.0,3.1
4088,Tarde,3.1,Técnico,43.7,78,Cuenta,2.0,4.9
4089,Tarde,6.4,Básico,36.0,76,Hardware,3.0,4.0
4090,Mañana,5.6,Técnico,24.7,87,Hardware,3.0,3.4
4091,Noche,6.8,Técnico,18.0,67,Hardware,,3.9
4092,Mañana,10.1,Técnico,36.3,95,Software,1.0,3.2
4093,Tarde,6.0,Técnico,31.4,81,Hardware,3.0,3.5
4094,Noche,3.4,Técnico,29.9,95,Cuenta,3.0,4.2
4095,Noche,7.1,Universitario,22.4,71,Cuenta,,1.4
4096,Tarde,3.4,Universitario,26.6,93,Software,1.0,4.9
4097,Mañana,8.5,Técnico,33.4,90,Hardware,2.0,2.8
4098,Mañana,1.1,Básico,27.1,83,Hardware,,4.0
4099,Noche,3.9,Técnico,30.3,86,Cuenta,2.0,3.5
4100,Tarde,6.2,Básico,29.7,97,Hardware,4.0,3.4
4101,Noche,7.4,Técnico,36.6,82,Cuenta,3.0,4.2
4102,Tarde,3.6,Universitario,15.6,91,Software,,3.2
4103,Mañana,3.3,Técnico,26.4,82,Cuenta,5.0,4.1
4104,Tarde,5.3,Básico,19.0,80,Hardware,3.0,3.3
4105,Mañana,8.8,Básico,31.6,78,Cuenta,3.0,2.1
4106,Tarde,1.9,Básico,21.9,72,Hardware,2.0,1.9
4107,Noche,4.4,Básico,39.4,75,Software,1.0,3.5
4108,Mañana,5.5,Técnico,25.9,87,Cuenta,4.0,2.2
4109,Noche,3.4,Técnico,24.2,89,Software,4.0,3.5
4110,Noche,3.4,Básico,21.7,84,Software,4.0,2.1
4111,Mañana,4.5,Básico,32.5,91,Cuenta,1.0,4.2
4112,Mañana,5.6,Técnico,17.3,82,Cuenta,,4.5
4113,Noche,4.6,Técnico,29.1,83,Cuenta,1.0,3.7
4114,Noche,7.9,Universitario,28.8,76,Software,,2.9
4115,Noche,6.2,Básico,24.8,76,Cuenta,2.0,2.9
4116,Noche,5.8,Universitario,32.2,101,Hardware,2.0,3.4
4117,Mañana,7.1,Técnico,25.4,77,Hardware,5.0,4.9
4118,Mañana,5.8,Básico,32.8,78,Hardware,3.0,3.3
4119,Noche,4.1,Básico,24.6,89,Hardware,4.0,3.9
4120,Tarde,4.5,Técnico,22.6,74,Software,5.0,2.2
4121,Tarde,2.7,Técnico,32.6,87,Software,2.0,3.0
4122,Mañana,9.0,Básico,38.1,75,Software,2.0,4.6
4123,Noche,6.9,Universitario,58.6,83,Hardware,3.0,4.8
4124,Noche,-0.1,Básico,26.6,79,Software,3.0,1.9
4125,Mañana,7.7,Técnico,37.7,76,Software,4.0,3.0
4126,Tarde,2.1,Técnico,25.6,88,Hardware,1.0,4.1
4127,Tarde,6.0,Técnico,37.6,97,Cuenta,3.0,4.2
4128,Tarde,0.6,Universitario,43.0,74,Software,3.0,2.8
4129,Mañana,4.1,Universitario,31.3,94,Software,5.0,3.0
4130,Tarde,7.7,Básico,37.1,73,Cuenta,3.0,2.5
4131,Mañana,7.8,Técnico,34.4,83,Software,,1.5
4132,Mañana,5.6,Universitario,30.1,81,Hardware,1.0,2.8
4133,Noche,6.6,Técnico,25.7,80,Cuenta,3.0,3.5
4134,Tarde,2.2,Técnico,26.5,78,Software,,1.5
4135,Mañana,6.1,Universitario,16.8,87,Software,,5.8
4136,Tarde,6.7,Técnico,40.4,89,Software,2.0,3.0
4137,Tarde,10.1,Básico,48.7,85,Software,5.0,4.7
4138,Noche,3.8,Universitario,15.9,71,Hardware,5.0,3.6
4139,Tarde,5.0,Universitario,40.4,70,Cuenta,,4.3
4140,Noche,5.2,Universitario,29.6,80,Hardware,3.0,1.8
4141,Mañana,6.4,Técnico,23.6,95,Hardware,3.0,3.8
4142,Tarde,6.8,Universitario,31.4,85,Software,4.0,2.4
4143,Mañana,7.1,Universitario,22.0,66,Software,,3.1
4144,Tarde,7.0,Universitario,32.3,70,Software,3.0,3.7
4145,Mañana,2.0,Técnico,27.1,82,Cuenta,4.0,3.2
4146,Tarde,-0.2,Universitario,26.6,65,Hardware,4.0,2.6
4147,Tarde,4.0,Técnico,41.8,93,Hardware,5.0,3.1
4148,Tarde,4.9,Básico,12.5,91,Hardware,4.0,3.8
4149,Tarde,3.8,Técnico,24.3,82,Cuenta,3.0,2.8
4150,Tarde,4.1,Universitario,10.2,84,Software,3.0,3.4
4151,Tarde,4.3,Universitario,31.3,90,Software,,2.9
4152,Tarde,6.2,Universitario,25.1,81,Cuenta,3.0,1.8
4153,Tarde,2.9,Básico,22.8,71,Cuenta,2.0,4.6
4154,Tarde,4.8,Técnico,32.8,68,Software,4.0,3.8
4155,Mañana,4.9,Técnico,36.1,81,Hardware,3.0,2.6
4156,Noche,6.1,Universitario,41.8,79,Software,2.0,2.1
4157,Tarde,7.3,Básico,59.3,84,Cuenta,3.0,2.5
4158,Noche,8.4,Universitario,24.3,66,Cuenta,2.0,3.6
4159,Tarde,3.5,Técnico,23.3,64,Software,2.0,3.2
4160,Tarde,1.0,Universitario,30.0,80,Hardware,1.0,4.0
4161,Mañana,4.5,Técnico,30.9,63,Cuenta,4.0,1.9
4162,Mañana,1.8,Técnico,47.3,75,Cuenta,3.0,3.3
4163,Noche,10.5,Universitario,35.2,78,Cuenta,1.0,2.8
4164,Mañana,,Universitario,20.6,70,Software,4.0,2.4
4165,Mañana,6.1,Básico,20.0,68,Software,2.0,4.6
4166,Noche,6.9,Básico,36.8,80,Cuenta,2.0,2.6
4167,Mañana,5.7,Universitario,27.9,105,Software,,3.0
4168,Tarde,9.2,Técnico,44.2,70,Hardware,1.0,1.2
4169,Noche,4.6,Universitario,35.2,80,Software,3.0,4.4
4170,Noche,3.3,Técnico,19.6,80,Cuenta,4.0,2.1
4171,Tarde,3.2,Universitario,18.2,72,Hardware,,1.4
4172,Mañana,6.5,Técnico,33.5,90,Software,1.0,3.9
4173,Noche,4.6,Universitario,26.6,83,Cuenta,,4.1
4174,Noche,3.2,Básico,41.4,79,Cuenta,5.0,3.7
4175,Tarde,5.9,Técnico,33.4,78,Hardware,4.0,1.2
4176,Tarde,6.4,Básico,33.2,103,Software,2.0,3.4
4177,Mañana,5.5,Universitario,17.7,92,Software,2.0,0.2
4178,Noche,6.8,Universitario,25.2,86,Software,2.0,1.8
4179,Mañana,5.2,Básico,29.5,80,Software,3.0,2.6
4180,Mañana,3.8,Técnico,11.3,85,Hardware,2.0,4.1
4181,Tarde,6.6,Universitario,36.2,80,Cuenta,5.0,3.3
4182,Noche,3.2,Universitario,38.5,94,Cuenta,4.0,4.3
4183,Noche,2.7,Técnico,24.7,76,Cuenta,5.0,2.4
4184,Noche,7.3,Universitario,42.7,93,Software,2.0,1.8
4185,Tarde,4.3,Universitario,42.2,84,Software,4.0,3.0
4186,Tarde,8.3,Técnico,35.2,85,Software,5.0,2.6
4187,Tarde,6.7,Técnico,29.4,86,Software,1.0,3.2
4188,Tarde,4.2,Técnico,40.0,88,Cuenta,3.0,3.6
4189,Tarde,6.0,Universitario,15.1,99,Cuenta,4.0,4.0
4190,Noche,10.1,Técnico,30.7,86,Hardware,3.0,3.2
4191,Mañana,6.5,Universitario,21.6,74,Hardware,3.0,3.2
4192,Noche,6.2,Básico,23.4,74,Software,1.0,2.7
4193,Mañana,3.8,Universitario,34.5,87,Hardware,3.0,3.3
4194,Tarde,8.7,Universitario,22.0,67,Cuenta,3.0,4.9
4195,Mañana,7.6,Técnico,14.7,78,Cuenta,4.0,2.6
4196,Noche,3.8,Técnico,52.2,75,Cuenta,1.0,2.9
4197,Noche,8.8,Básico,24.0,94,Cuenta,3.0,4.2
4198,Mañana,5.3,Universitario,21.6,85,Software,2.0,5.0
4199,Tarde,3.3,Universitario,41.9,72,Software,2.0,2.0
4200,Tarde,3.8,Técnico,24.0,68,Hardware,2.0,2.1
4201,Noche,6.8,Básico,17.3,82,Software,3.0,2.1
4202,Mañana,3.3,Básico,20.8,66,Hardware,4.0,1.1
4203,Tarde,2.8,Técnico,25.7,68,Cuenta,3.0,3.1
4204,Tarde,4.1,Básico,19.3,90,Hardware,1.0,4.7
4205,Noche,4.4,Técnico,21.7,84,Software,3.0,4.0
4206,Tarde,3.7,Básico,25.5,78,Software,2.0,3.0
4207,Mañana,4.1,Técnico,39.7,77,Cuenta,2.0,4.2
4208,Noche,6.8,Técnico,50.7,83,Software,2.0,5.0
4209,Noche,5.5,Universitario,41.1,88,Cuenta,,3.1
4210,Mañana,4.0,Técnico,27.7,87,Software,5.0,3.0
4211,Noche,4.1,Técnico,15.9,70,Cuenta,4.0,2.3
4212,Tarde,4.7,Básico,37.0,83,Hardware,2.0,3.9
4213,Tarde,4.9,Técnico,19.8,101,Hardware,2.0,4.6
4214,Mañana,4.9,Universitario,26.3,76,Cuenta,5.0,4.0
4215,Tarde,6.8,Básico,46.2,87,Hardware,1.0,2.0
4216,Mañana,5.4,Básico,47.0,73,Software,4.0,3.8
4217,Mañana,5.5,Básico,31.8,82,Cuenta,2.0,2.2
4218,Tarde,7.9,Técnico,42.3,81,Hardware,3.0,0.9
4219,Mañana,8.8,Técnico,41.9,79,Hardware,4.0,3.0
4220,Tarde,,Básico,36.6,76,Software,1.0,4.2
4221,Noche,1.8,Básico,27.3,70,Hardware,2.0,2.4
4222,Noche,4.3,Universitario,24.4,81,Hardware,4.0,2.4
4223,Mañana,6.6,Técnico,30.4,79,Cuenta,,3.7
4224,Tarde,5.8,Técnico,17.2,79,Software,2.0,3.1
4225,Tarde,7.1,Universitario,25.2,89,Hardware,2.0,2.9
4226,Noche,4.2,Técnico,36.0,70,Cuenta,,2.3
4227,Noche,1.1,Universitario,23.7,75,Hardware,5.0,3.9
4228,Tarde,2.3,Universitario,45.4,83,Cuenta,,2.7
4229,Mañana,6.1,Básico,32.5,62,Software,2.0,2.6
4230,Noche,7.1,Técnico,37.8,76,Software,,3.3
4231,Mañana,1.2,Técnico,27.9,77,Software,3.0,1.7
4232,Mañana,7.8,Universitario,36.3,65,Hardware,4.0,2.8
4233,Noche,5.9,Técnico,18.7,81,Hardware,3.0,3.3
4234,Mañana,4.9,Universitario,34.2,86,Cuenta,3.0,3.5
4235,Mañana,3.7,Universitario,35.2,71,Software,2.0,3.4
4236,Tarde,8.2,Universitario,42.8,97,Software,2.0,1.9
4237,Mañana,6.8,Universitario,9.9,78,Cuenta,3.0,1.3
4238,Tarde,6.0,Universitario,23.3,64,Cuenta,3.0,2.8
4239,Noche,3.5,Universitario,12.2,77,Hardware,2.0,1.6
4240,Noche,8.2,Básico,21.6,86,Software,4.0,5.1
4241,Tarde,5.1,Universitario,28.9,86,Hardware,3.0,1.2
4242,Noche,5.6,Universitario,35.9,87,Cuenta,1.0,3.5
4243,Mañana,5.1,Técnico,52.5,84,Software,4.0,2.5
4244,Mañana,3.5,Básico,43.5,66,Cuenta,5.0,4.6
4245,Mañana,5.6,Técnico,25.1,91,Cuenta,4.0,3.4
4246,Noche,6.4,Básico,37.2,77,Software,,4.2
4247,Mañana,4.1,Técnico,42.3,69,Hardware,3.0,2.3
4248,Noche,5.5,Técnico,29.0,76,Cuenta,1.0,1.8
4249,Mañana,5.1,Universitario,29.4,84,Cuenta,4.0,2.1
4250,Tarde,6.8,Básico,27.7,84,Cuenta,,1.6
4251,Noche,4.4,Universitario,34.8,92,Hardware,3.0,2.9
4252,Noche,5.5,Básico,34.1,81,Hardware,2.0,1.7
4253,Mañana,5.9,Técnico,31.4,79,Hardware,4.0,2.9
4254,Noche,4.4,Técnico,47.4,78,Software,4.0,2.6
4255,Noche,3.3,Técnico,40.0,72,Hardware,5.0,4.5
4256,Tarde,3.7,Universitario,13.8,79,Cuenta,4.0,2.6
4257,Tarde,5.8,Universitario,12.0,87,Cuenta,3.0,3.4
4258,Mañana,4.5,Universitario,34.2,71,Software,3.0,3.5
4259,Tarde,4.5,Técnico,29.0,73,Hardware,5.0,3.2
4260,Mañana,6.2,Universitario,12.5,76,Software,2.0,2.4
4261,Mañana,7.0,Técnico,11.0,65,Cuenta,2.0,3.1
4262,Mañana,7.4,Básico,27.5,73,Hardware,2.0,4.2
4263,Noche,3.8,Universitario,32.6,68,Software,3.0,3.8
4264,Tarde,6.8,Universitario,32.9,68,Hardware,3.0,4.1
4265,Mañana,9.2,Técnico,23.9,68,Hardware,1.0,2.3
4266,Tarde,5.3,Universitario,24.4,84,Cuenta,3.0,4.3
4267,Mañana,4.9,Universitario,25.0,92,Cuenta,4.0,2.7
4268,Tarde,4.4,Técnico,34.9,76,Cuenta,5.0,4.1
4269,Tarde,2.9,Técnico,14.7,61,Software,2.0,4.3
4270,Mañana,6.7,Universitario,30.2,93,Software,3.0,1.4
4271,Noche,4.9,Universitario,40.2,96,Software,2.0,3.1
4272,Tarde,4.7,Técnico,26.5,93,Hardware,4.0,1.9
4273,Noche,6.4,Técnico,31.6,82,Hardware,2.0,2.7
4274,Noche,6.6,Técnico,34.2,74,Cuenta,1.0,4.2
4275,Mañana,3.8,Técnico,23.4,76,Hardware,3.0,1.7
4276,Mañana,3.8,Técnico,29.0,76,Hardware,1.0,3.1
4277,Mañana,3.8,Técnico,17.0,69,Cuenta,5.0,3.4
4278,Tarde,9.2,Técnico,34.9,79,Software,5.0,4.6
4279,Mañana,8.0,Universitario,31.6,74,Cuenta,3.0,1.5
4280,Mañana,6.4,Universitario,41.7,90,Hardware,3.0,3.3
4281,Tarde,4.2,Universitario,38.8,53,Cuenta,2.0,2.8
4282,Tarde,4.5,Universitario,41.8,95,Hardware,2.0,3.6
4283,Mañana,5.7,Universitario,42.3,77,Cuenta,2.0,2.9
4284,Mañana,9.4,Básico,22.8,70,Hardware,2.0,3.3
4285,Mañana,5.6,Universitario,34.8,85,Hardware,3.0,3.1
4286,Mañana,6.0,Básico,36.7,75,Cuenta,4.0,3.9
4287,Noche,-0.1,Técnico,23.8,85,Hardware,4.0,4.0
4288,Noche,5.5,Técnico,42.3,77,Hardware,3.0,2.5
4289,Mañana,2.2,Técnico,28.9,81,Hardware,2.0,1.5
4290,Noche,4.0,Técnico,36.4,80,Cuenta,5.0,3.4
4291,Tarde,5.1,Universitario,41.0,73,Software,3.0,2.6
4292,Noche,4.4,Básico,34.3,71,Software,3.0,2.5
4293,Noche,3.7,Universitario,48.1,94,Cuenta,2.0,3.5
4294,Mañana,3.7,Técnico,54.2,81,Cuenta,1.0,6.0
4295,Noche,4.6,Universitario,30.2,94,Software,2.0,2.3
4296,Noche,4.5,Técnico,39.6,94,Cuenta,4.0,2.5
4297,Noche,5.0,Técnico,53.7,81,Hardware,2.0,2.0
4298,Noche,4.9,Técnico,23.8,84,Cuenta,2.0,2.6
4299,Tarde,7.6,Técnico,2.1,76,Software,4.0,0.2
4300,Mañana,0.9,Básico,39.6,80,Hardware,3.0,3.3
4301,Mañana,5.5,Técnico,26.1,73,Software,1.0,1.3
4302,Tarde,5.1,Básico,18.0,79,Software,,2.6
4303,Noche,4.7,Técnico,22.9,78,Hardware,3.0,3.2
4304,Tarde,3.6,Universitario,14.4,78,Software,4.0,2.2
4305,Noche,4.7,Básico,47.0,79,Software,,4.3
4306,Tarde,1.7,Técnico,44.5,74,Software,4.0,2.8
4307,Mañana,5.4,Universitario,27.7,68,Software,3.0,2.2
4308,Mañana,5.8,Básico,28.6,67,Cuenta,3.0,3.0
4309,Mañana,3.6,Básico,32.0,90,Software,2.0,5.0
4310,Noche,8.9,Básico,46.7,90,Cuenta,2.0,2.4
4311,Noche,4.8,Básico,19.4,83,Software,3.0,1.5
4312,Tarde,5.1,Básico,28.3,93,Software,1.0,3.1
4313,Tarde,7.7,Técnico,42.5,86,Cuenta,2.0,3.2
4314,Mañana,9.3,Técnico,26.7,81,Hardware,5.0,3.6
4315,Noche,2.8,Universitario,21.6,85,Hardware,2.0,0.8
4316,Tarde,3.8,Universitario,31.7,85,Hardware,3.0,5.3
4317,Noche,4.8,Universitario,12.2,85,Software,2.0,2.3
4318,Noche,3.5,Técnico,33.7,76,Hardware,3.0,5.3
4319,Mañana,6.7,Técnico,27.5,89,Software,4.0,2.1
4320,Mañana,3.3,Técnico,36.4,63,Software,,1.4
4321,Noche,7.5,Técnico,23.1,67,Hardware,3.0,3.6
4322,Noche,6.2,Técnico,34.5,86,Cuenta,3.0,2.3
4323,Noche,7.3,Universitario,32.1,76,Cuenta,3.0,3.6
4324,Noche,3.3,Básico,18.2,91,Cuenta,2.0,3.8
4325,Mañana,4.2,Técnico,20.6,75,Cuenta,4.0,1.5
4326,Tarde,6.8,Técnico,42.3,71,Hardware,3.0,2.8
4327,Mañana,6.4,Universitario,39.6,81,Hardware,,3.6
4328,Tarde,4.4,Básico,12.7,73,Hardware,4.0,4.3
4329,Noche,4.7,Básico,25.6,75,Hardware,3.0,2.2
4330,Tarde,4.1,Universitario,33.2,93,Cuenta,2.0,2.4
4331,Mañana,4.7,Básico,35.3,80,Software,1.0,3.3
4332,Mañana,,Técnico,32.7,77,Hardware,2.0,2.1
4333,Noche,2.7,Universitario,33.8,81,Hardware,3.0,2.6
4334,Mañana,7.0,Universitario,26.4,92,Cuenta,3.0,1.9
4335,Noche,4.6,Básico,31.7,76,Cuenta,1.0,2.4
4336,Mañana,7.3,Técnico,20.2,83,Hardware,4.0,3.9
4337,Mañana,6.2,Básico,26.3,82,Software,1.0,3.9
4338,Noche,5.6,Técnico,9.2,96,Hardware,1.0,2.0
4339,Tarde,3.6,Técnico,19.4,80,Cuenta,4.0,5.7
4340,Mañana,2.6,Universitario,21.2,90,Cuenta,4.0,3.9
4341,Tarde,4.1,Técnico,21.7,81,Cuenta,2.0,2.6
4342,Mañana,8.1,Técnico,37.3,89,Cuenta,4.0,2.3
4343,Mañana,6.8,Técnico,14.3,74,Cuenta,1.0,3.3
4344,Mañana,3.9,Básico,23.6,70,Cuenta,2.0,2.9
4345,Mañana,4.1,Técnico,36.4,69,Hardware,4.0,2.4
4346,Tarde,3.1,Básico,16.8,90,Software,3.0,2.1
4347,Tarde,1.9,Universitario,42.7,82,Software,5.0,2.5
4348,Mañana,5.2,Técnico,31.8,68,Cuenta,2.0,4.1
4349,Mañana,8.5,Básico,36.9,80,Hardware,5.0,4.0
4350,Tarde,8.5,Técnico,20.6,61,Hardware,3.0,4.8
4351,Noche,6.2,Básico,22.4,77,Cuenta,2.0,3.9
4352,Noche,3.8,Básico,28.6,70,Cuenta,1.0,3.5
4353,Tarde,2.1,Universitario,38.1,77,Cuenta,1.0,3.7
4354,Mañana,7.1,Universitario,37.8,81,Hardware,4.0,2.6
4355,Mañana,5.9,Básico,34.0,85,Hardware,2.0,3.3
4356,Noche,4.4,Universitario,27.8,67,Software,2.0,3.0
4357,Noche,4.0,Técnico,22.3,83,Software,4.0,2.8
4358,Tarde,6.2,Técnico,40.5,89,Software,3.0,2.2
4359,Noche,3.3,Técnico,26.5,92,Software,3.0,2.8
4360,Tarde,5.5,Básico,14.6,78,Software,2.0,2.9
4361,Noche,2.6,Básico,20.4,78,Cuenta,2.0,2.6
4362,Noche,9.5,Básico,23.0,89,Hardware,1.0,3.9
4363,Noche,3.6,Básico,26.6,88,Software,3.0,2.7
4364,Mañana,6.3,Básico,29.3,82,Cuenta,3.0,2.0
4365,Mañana,2.6,Técnico,16.3,84,Hardware,4.0,2.1
4366,Mañana,4.7,Técnico,25.2,74,Software,,2.7
4367,Noche,6.8,Universitario,26.4,83,Cuenta,,2.1
4368,Tarde,7.2,Técnico,28.0,74,Software,3.0,3.1
4369,Tarde,6.5,Básico,22.2,79,Software,4.0,3.7
4370,Tarde,4.7,Básico,54.7,90,Hardware,2.0,2.1
4371,Tarde,3.7,Universitario,26.4,82,Cuenta,2.0,4.0
4372,Mañana,2.8,Básico,24.0,78,Hardware,4.0,1.6
4373,Mañana,8.0,Universitario,19.0,68,Software,3.0,3.1
4374,Noche,5.2,Técnico,37.6,77,Software,3.0,1.5
4375,Noche,5.6,Universitario,11.4,83,Software,3.0,4.5
4376,Tarde,7.3,Técnico,12.2,74,Hardware,3.0,3.3
4377,Mañana,6.2,Básico,29.7,83,Software,,4.0
4378,Tarde,4.7,Técnico,34.7,89,Cuenta,5.0,3.7
4379,Noche,6.5,Técnico,29.1,94,Software,2.0,4.9
4380,Noche,3.8,Técnico,50.3,75,Hardware,4.0,2.9
4381,Tarde,1.9,Técnico,24.8,85,Software,3.0,3.8
4382,Noche,7.8,Básico,27.0,87,Cuenta,3.0,2.6
4383,Tarde,3.9,Técnico,29.6,80,Cuenta,2.0,2.1
4384,Mañana,4.4,Universitario,30.4,87,Hardware,4.0,3.2
4385,Tarde,4.6,Universitario,28.8,72,Software,3.0,4.3
4386,Mañana,3.8,Técnico,28.3,95,Hardware,4.0,2.7
