Student_ID,Hours_Studied,Attendance_Rate,Assignments_Completed,Midterm_Score,Final_Score,Project_Score,Participation_Score,Study_Method
1240,23,77,5,34,39,54,2,Auditory
1241,11,80,3,60,32,58,3,Visual
1242,8,76,4,6,43,44,4,Auditory
1243,3,96,1,71,25,93,1,Auditory
1244,4,61,0,59,76,41,2,Visual
1245,4,77,5,94,25,25,9,Visual
1246,11,95,0,0,67,90,2,Kinesthetic
1247,10,99,1,49,1,33,2,Kinesthetic
1248,27,69,2,68,49,84,5,Reading/Writing
1249,26,70,1,38,72,18,5,Reading/Writing
1250,21,86,7,36,69,33,10,Reading/Writing
1251,2,69,10,37,100,77,0,Auditory
1252,20,66,4,13,10,40,1,Kinesthetic
1253,10,95,5,19,83,3,3,Kinesthetic
1254,27,65,0,95,7,68,7,Reading/Writing
1255,28,76,6,98,86,40,4,Visual
1256,16,94,6,22,38,68,8,Kinesthetic
1257,9,62,8,33,9,96,10,Visual
1258,14,97,1,26,57,48,7,Visual
1259,28,94,2,30,0,71,5,Auditory
1260,3,78,6,14,49,59,3,Visual
1261,38,71,8,14,37,99,3,Reading/Writing
1262,23,86,6,67,25,67,1,Kinesthetic
1263,23,53,5,13,5,93,4,Reading/Writing
1264,13,82,7,77,39,13,0,Reading/Writing
1265,25,92,5,39,26,90,1,Auditory
1266,10,74,5,3,8,44,6,Visual
1267,2,64,5,28,35,81,0,Reading/Writing
1268,10,59,1,79,24,70,7,Auditory
1269,5,97,6,93,29,98,10,Reading/Writing
1270,32,73,5,43,78,80,10,Visual
1271,16,89,4,22,5,19,0,Auditory
1272,39,95,7,82,6,4,0,Visual
1273,17,65,8,44,16,93,5,Auditory
1274,3,86,7,43,28,14,7,Visual
1275,35,84,2,31,61,63,2,Reading/Writing
1276,38,94,0,93,99,34,0,Visual
1277,14,64,4,98,46,27,6,Visual
1278,-2,60,6,29,70,48,4,Auditory
1279,25,70,5,69,50,66,7,Reading/Writing
1280,32,55,0,86,68,6,10,Visual
1281,27,65,10,40,83,19,8,Auditory
1282,29,88,4,94,31,25,1,Kinesthetic
1283,27,83,4,51,15,96,1,Reading/Writing
1284,39,98,9,0,69,50,9,Auditory
1285,33,78,10,47,4,38,8,Reading/Writing
1286,9,97,4,43,91,0,4,Auditory
1287,38,83,7,81,81,63,1,Auditory
1288,14,78,1,95,6,64,10,Auditory
1289,29,82,6,84,33,47,2,Visual
1290,27,53,7,90,76,32,6,Reading/Writing
1291,38,50,9,82,7,100,2,Kinesthetic
1292,25,94,3,80,86,51,2,Auditory
1293,25,73,0,63,8,36,9,Kinesthetic
1294,0,72,7,28,96,97,7,Kinesthetic
1295,21,98,5,6,72,53,7,Reading/Writing
1296,22,54,4,68,36,2,10,Auditory
1297,24,82,5,60,47,7,4,Visual
1298,7,71,2,34,51,38,8,Auditory
1299,88,71,4,6,19,66,3,Auditory
1300,14,85,1,71,4,15,3,Auditory
1301,1,93,4,14,56,88,0,Auditory
1302,11,94,4,28,100,27,10,Kinesthetic
1303,17,93,7,2,22,40,4,Kinesthetic
1304,6,74,0,99,24,48,10,Visual
1305,26,64,0,39,58,88,10,Auditory
1306,1,53,6,68,42,71,2,Kinesthetic
1307,34,74,8,100,10,14,10,Reading/Writing
1308,12,92,3,59,4,93,6,Visual
1309,3,63,6,39,14,56,6,Kinesthetic
1310,27,67,2,76,48,28,2,Visual
1311,22,60,4,15,59,1,6,Reading/Writing
1312,17,80,7,57,91,45,3,Visual
1313,20,96,2,76,17,86,10,Visual
1314,38,54,5,100,56,78,8,Reading/Writing
1315,13,64,7,83,59,82,10,Visual
1316,12,78,5,8,56,58,9,Reading/Writing
1317,19,50,1,26,37,97,3,Kinesthetic
1318,12,69,6,18,7,11,2,Reading/Writing
1319,7,52,5,72,28,69,10,Visual
1320,3,77,2,18,65,65,8,Reading/Writing
1321,5,88,9,31,41,39,1,Visual
1322,23,73,7,35,68,61,9,Kinesthetic
1323,23,62,5,48,95,75,1,Auditory
1324,19,81,3,81,8,81,7,Visual
1325,12,59,9,92,12,86,10,Visual
1326,33,80,1,97,71,50,10,Auditory
1327,7,91,10,50,49,38,1,Reading/Writing
1328,33,50,0,69,25,27,6,Kinesthetic
1329,4,62,6,59,35,13,7,Auditory
1330,15,70,8,90,64,31,1,Auditory
1331,15,75,0,84,20,61,3,Kinesthetic
1332,13,65,2,99,42,57,9,Visual
1333,26,70,7,26,48,11,4,Auditory
1334,30,54,1,11,18,13,5,Kinesthetic
1335,13,76,8,30,72,50,2,Visual
1336,30,89,6,70,45,78,1,Visual
1337,13,54,3,86,7,3,3,Kinesthetic
1338,23,88,2,75,33,50,6,Kinesthetic
1339,34,56,6,53,69,93,10,Auditory
1340,14,86,3,96,93,53,0,Visual
1341,19,56,3,80,81,34,5,Kinesthetic
1342,27,85,9,87,50,25,1,Kinesthetic
1343,37,68,7,73,6,2,10,Auditory
1344,26,73,4,59,46,94,8,Reading/Writing
1345,0,69,1,47,86,81,5,Reading/Writing
1346,11,76,1,3,98,48,4,Auditory
1347,38,55,2,10,62,3,4,Visual
1348,26,57,2,19,85,25,3,Auditory
1349,35,73,4,63,49,96,4,Reading/Writing
1350,30,71,5,96,94,69,10,Reading/Writing
1351,23,60,0,87,99,8,3,Auditory
1352,31,71,3,53,52,39,5,Auditory
1353,19,83,6,20,53,53,9,Kinesthetic
1354,22,84,10,12,50,51,7,Kinesthetic
1355,2,82,6,36,13,67,7,Auditory
1356,15,68,9,96,51,9,9,Reading/Writing
1357,1,72,3,1,2,89,8,Auditory
1358,36,96,9,59,9,6,1,Kinesthetic
1359,20,92,4,58,52,96,10,Kinesthetic
1360,2,63,0,34,96,49,9,Auditory
1361,11,51,10,55,82,96,2,Reading/Writing
1362,27,95,4,48,2,45,10,Auditory
1363,24,57,10,79,19,41,2,Visual
1364,15,84,3,11,74,41,6,Auditory
1365,11,78,2,33,35,6,2,Kinesthetic
1366,20,100,0,35,67,15,2,Visual
1367,21,65,8,22,44,95,0,Reading/Writing
1368,18,73,1,47,11,24,5,Kinesthetic
1369,11,55,4,61,89,73,7,Visual
1370,11,86,7,5,29,89,9,Auditory
1371,22,71,8,12,27,71,4,Reading/Writing
1372,34,77,8,85,77,42,1,Reading/Writing
1373,8,90,7,62,53,40,4,Reading/Writing
1374,20,70,0,83,71,77,6,Kinesthetic
1375,16,78,5,0,3,46,9,Visual
1376,1,58,7,92,85,26,0,Reading/Writing
1377,36,80,5,32,82,36,10,Auditory
1378,10,85,4,47,37,48,5,Kinesthetic
1379,20,78,3,62,62,48,10,Visual
1380,4,99,2,31,99,8,1,Auditory
1381,33,58,10,78,19,93,2,Kinesthetic
1382,36,69,3,86,45,63,10,Visual
1383,31,93,3,39,37,9,5,Auditory
1384,9,54,6,7,53,38,7,Auditory
1385,38,99,1,24,43,51,1,Reading/Writing
1386,12,72,0,80,75,23,0,Auditory
1387,1,91,0,83,21,82,2,Reading/Writing
1388,22,52,1,95,27,87,0,Reading/Writing
1389,39,99,2,3,86,49,7,Auditory
1390,2,87,8,33,60,45,3,Kinesthetic
1391,20,100,10,62,27,50,9,Reading/Writing
1392,9,60,8,63,34,85,1,Reading/Writing
1393,2,62,9,21,11,6,1,Kinesthetic
1394,14,60,8,31,94,99,0,Kinesthetic
1395,9,56,4,20,10,68,8,Visual
1396,8,83,2,15,70,23,9,Kinesthetic
1397,15,94,1,6,41,29,8,Kinesthetic
1398,23,91,1,34,23,78,6,Visual
1399,19,73,5,51,48,13,7,Reading/Writing
1400,29,72,8,71,54,38,10,Reading/Writing
1401,12,54,6,19,16,92,4,Kinesthetic
1402,0,56,10,10,61,13,5,Reading/Writing
1403,3,83,4,35,38,85,10,Auditory
1404,6,96,10,76,21,25,2,Reading/Writing
1405,35,83,0,38,82,20,7,Reading/Writing
1406,20,58,6,73,23,54,5,Kinesthetic
1407,29,61,2,50,69,90,0,Reading/Writing
1408,38,62,1,25,46,37,10,Kinesthetic
1409,26,50,2,8,88,28,10,Auditory
1410,25,62,9,9,87,52,6,Visual
1411,18,53,7,78,91,12,3,Visual
1412,13,86,0,35,56,57,6,Visual
1413,39,22,1,17,2,7,10,Kinesthetic
1414,30,100,7,1,50,63,9,Visual
1415,6,53,4,38,79,36,2,Reading/Writing
1416,32,64,4,28,53,72,2,Auditory
1417,8,59,0,10,64,98,7,Reading/Writing
1418,1,69,9,30,4,54,0,Visual
1419,35,93,10,45,2,83,10,Kinesthetic
1420,6,65,2,32,36,26,10,Kinesthetic
1421,4,85,2,15,1,78,5,Kinesthetic
1422,21,93,1,80,74,67,7,Kinesthetic
1423,33,74,5,63,44,13,7,Visual
1424,15,72,6,72,61,94,1,Auditory
1425,13,73,10,78,50,92,8,Auditory
1426,8,87,0,25,84,81,6,Visual
1427,5,96,6,32,99,80,9,Auditory
1428,36,95,3,89,6,48,10,Reading/Writing
1429,40,98,6,71,3,33,0,Visual
1430,1,100,6,21,15,13,10,Visual
1431,36,100,7,58,12,54,3,Reading/Writing
1432,18,60,10,18,96,30,2,Reading/Writing
1433,16,50,9,50,21,20,8,Kinesthetic
1434,0,50,9,48,9,55,4,Visual
1435,3,56,3,60,77,36,6,Reading/Writing
1436,36,65,8,44,55,60,9,Auditory
1437,29,100,10,88,94,90,7,Kinesthetic
1438,29,81,1,44,32,74,7,Auditory
1439,28,65,0,44,64,19,7,Visual
1440,20,99,0,83,8,94,3,Reading/Writing
1441,2,68,1,67,53,6,0,Auditory
1442,24,54,0,73,15,52,0,Reading/Writing
1443,2,68,6,70,39,19,7,Kinesthetic
1444,10,85,8,6,29,36,10,Kinesthetic
1445,38,61,2,2,54,67,6,Auditory
1446,36,104,10,4,54,91,4,Visual
1447,20,84,4,3,82,99,1,Visual
1448,13,78,3,82,8,3,7,Kinesthetic
1449,38,90,5,48,55,94,10,Reading/Writing
1450,30,96,2,22,20,37,8,Visual
1451,39,54,2,59,82,43,6,Kinesthetic
1452,26,63,3,2,25,76,2,Visual
1453,16,92,8,68,42,0,1,Reading/Writing
1454,23,53,10,40,22,33,1,Visual
1455,34,67,9,82,10,22,0,Kinesthetic
1456,18,73,2,94,28,34,3,Visual
1457,33,87,2,45,65,75,2,Auditory
1458,2,86,4,27,66,97,10,Kinesthetic
1459,17,54,7,67,8,60,10,Kinesthetic
1460,30,57,1,77,78,55,4,Reading/Writing
1461,14,93,7,79,92,31,8,Visual
1462,25,63,5,41,59,92,9,Reading/Writing
1463,40,96,8,45,73,82,8,Reading/Writing
1464,16,73,4,76,45,41,7,Visual
1465,12,92,1,13,48,48,3,Reading/Writing
1466,17,111,7,54,65,72,4,Kinesthetic
1467,11,93,6,39,40,61,1,Kinesthetic
1468,21,74,9,4,77,57,0,Visual
1469,36,58,3,91,25,1,5,Visual
1470,10,50,3,61,18,31,8,Kinesthetic
1471,12,100,1,87,63,74,3,Visual
1472,35,76,10,18,71,35,7,Visual
1473,24,94,0,63,17,60,3,Visual
1474,18,61,9,74,84,3,6,Visual
1475,0,113,6,41,58,36,4,Auditory
1476,13,50,1,43,64,65,10,Kinesthetic
1477,1,65,8,96,96,68,3,Kinesthetic
1478,4,80,6,73,44,88,6,Visual
1479,6,87,3,18,30,28,0,Kinesthetic
1480,26,61,5,79,72,97,10,Kinesthetic
1481,30,82,2,6,54,75,4,Visual
1482,40,80,10,76,3,29,3,Kinesthetic
1483,15,54,9,31,87,27,4,Reading/Writing
1484,23,60,9,13,75,98,0,Reading/Writing
1485,32,60,8,32,79,53,3,Reading/Writing
1486,33,89,6,23,38,46,4,Visual
1487,5,58,5,83,84,16,10,Visual
1488,2,62,2,85,80,42,3,Auditory
1489,33,69,2,93,58,55,6,Kinesthetic
1490,10,75,2,75,36,52,6,Reading/Writing
1491,20,99,6,35,37,96,1,Auditory
1492,38,82,0,24,57,31,4,Auditory
1493,23,91,2,77,30,38,1,Visual
1494,1,78,4,69,2,62,4,Auditory
1495,35,84,9,68,42,42,6,Reading/Writing
1496,29,68,7,60,94,45,6,Kinesthetic
1497,26,54,8,31,71,1,1,Auditory
1498,6,86,1,9,60,95,0,Visual
1499,0,54,0,99,25,1,5,Visual
1500,39,71,3,99,50,77,4,Visual
1501,22,54,9,22,32,66,10,Kinesthetic
1502,6,54,6,37,21,59,3,Visual
1503,16,65,5,64,33,99,5,Visual
1504,27,61,5,93,47,2,10,Visual
1505,19,76,10,35,18,82,1,Visual
1506,30,81,10,27,49,40,7,Reading/Writing
1507,31,74,1,96,99,7,9,Kinesthetic
1508,37,83,0,68,92,84,4,Kinesthetic
1509,2,100,0,77,32,39,7,Auditory
1510,16,94,3,50,79,3,10,Auditory
1511,19,94,0,20,1,46,6,Reading/Writing
1512,30,74,6,25,90,70,8,Reading/Writing
1513,8,56,1,41,44,89,6,Visual
1514,22,90,3,32,49,59,4,Auditory
1515,31,75,9,68,13,87,10,Reading/Writing
1516,23,77,2,61,48,26,6,Kinesthetic
1517,8,88,10,8,75,13,5,Reading/Writing
1518,29,99,4,99,41,98,0,Kinesthetic
1519,20,53,6,62,78,64,5,Kinesthetic
1520,22,99,5,54,38,60,10,Auditory
1521,27,79,7,62,80,35,9,Kinesthetic
1522,5,85,6,28,3,3,5,Reading/Writing
1523,19,87,5,31,22,88,8,Visual
1524,14,81,3,19,31,10,6,Reading/Writing
1525,26,100,7,37,93,33,7,Kinesthetic
1526,34,79,3,79,27,69,2,Kinesthetic
1527,20,59,7,12,47,37,10,Visual
1528,-7,76,5,97,87,84,8,Reading/Writing
1529,11,51,9,0,98,55,10,Kinesthetic
1530,21,67,2,50,81,29,0,Auditory
1531,4,85,6,61,66,59,10,Kinesthetic
1532,0,61,10,56,3,21,7,Reading/Writing
1533,40,87,9,90,100,28,0,Visual
1534,27,51,5,46,50,38,1,Auditory
1535,2,100,6,100,83,36,9,Visual
1536,31,90,7,64,34,21,8,Visual
1537,37,91,0,55,72,95,4,Visual
1538,11,56,4,18,34,2,2,Reading/Writing
1539,5,68,0,32,70,14,8,Auditory
1540,35,65,9,31,17,97,5,Visual
1541,20,90,9,90,22,57,7,Kinesthetic
1542,25,62,4,27,75,73,2,Reading/Writing
1543,2,88,8,87,19,38,8,Kinesthetic
1544,1,79,0,14,36,7,4,Visual
1545,8,63,7,31,34,34,10,Visual
1546,37,72,3,35,12,62,10,Reading/Writing
1547,40,61,8,82,51,61,8,Reading/Writing
1548,16,71,0,69,53,75,6,Reading/Writing
1549,20,56,1,62,59,92,2,Visual
1550,20,54,0,48,95,41,8,Reading/Writing
1551,40,51,10,94,28,100,10,Visual
1552,34,60,7,30,16,2,2,Visual
1553,33,100,2,76,83,88,9,Visual
1554,2,73,1,25,10,6,0,Reading/Writing
1555,19,78,9,7,44,38,1,Auditory
1556,21,81,2,76,89,48,1,Visual
1557,23,69,10,88,99,57,5,Visual
1558,28,92,8,92,53,10,2,Kinesthetic
1559,11,84,6,94,14,4,5,Kinesthetic
1560,34,53,7,53,18,10,9,Reading/Writing
1561,22,90,4,96,28,21,3,Auditory
1562,13,78,9,39,49,42,3,Auditory
1563,-5,77,2,76,77,36,5,Auditory
1564,38,68,2,49,83,2,5,Reading/Writing
1565,88,86,2,54,14,51,8,Reading/Writing
1566,39,78,8,56,17,11,3,Visual
1567,33,88,5,4,66,70,3,Reading/Writing
1568,38,79,3,95,93,71,7,Reading/Writing
1569,15,98,0,41,51,79,9,Kinesthetic
1570,0,55,7,89,31,53,2,Auditory
1571,21,71,10,41,21,70,9,Reading/Writing
1572,13,94,7,24,27,8,10,Visual
1573,34,71,4,66,46,26,5,Auditory
1574,13,69,2,28,72,39,4,Visual
1575,2,98,3,17,74,62,3,Auditory
1576,5,65,0,21,93,96,6,Kinesthetic
1577,10,86,8,5,11,97,6,Reading/Writing
1578,36,68,5,39,37,72,0,Reading/Writing
1579,26,69,0,5,25,31,2,Auditory
1580,28,88,4,87,46,10,5,Visual
1581,10,99,3,38,47,87,3,Auditory
1582,1,60,3,18,93,75,7,Kinesthetic
1583,11,81,0,95,34,83,2,Reading/Writing
1584,23,86,6,92,39,37,10,Reading/Writing
1585,23,59,4,74,0,82,3,Kinesthetic
1586,32,53,5,22,68,86,8,Reading/Writing
1587,17,78,2,3,52,80,10,Visual
1588,39,55,4,58,27,61,7,Reading/Writing
1589,20,51,8,82,90,89,6,Reading/Writing
1590,21,53,1,2,29,64,9,Reading/Writing
1591,18,75,4,0,48,39,7,Reading/Writing
1592,1,72,8,14,44,80,3,Kinesthetic
1593,16,64,5,50,15,22,7,Auditory
1594,39,66,6,8,40,99,5,Reading/Writing
1595,3,85,2,67,23,16,8,Reading/Writing
1596,9,50,2,97,64,15,5,Auditory
1597,13,67,0,31,29,10,2,Visual
1598,13,69,5,49,59,58,3,Auditory
1599,25,95,6,99,20,39,0,Visual
1600,10,93,5,88,82,70,9,Visual
1601,24,84,2,52,86,8,10,Auditory
1602,30,72,6,24,64,65,2,Auditory
1603,30,88,7,25,50,48,5,Kinesthetic
1604,30,60,6,5,30,79,1,Auditory
1605,35,61,7,36,81,44,7,Reading/Writing
1606,24,65,5,51,60,30,8,Kinesthetic
1607,30,60,10,3,20,79,10,Auditory
1608,22,50,9,20,85,65,1,Reading/Writing
1609,13,68,6,14,37,88,8,Kinesthetic
1610,16,100,0,79,55,44,9,Kinesthetic
1611,5,65,2,68,37,89,9,Reading/Writing
1612,4,50,4,41,8,30,9,Kinesthetic
1613,18,66,10,78,36,18,9,Kinesthetic
1614,37,58,6,58,23,88,0,Visual
1615,11,72,4,48,37,64,2,Visual
1616,34,64,7,3,61,82,5,Auditory
1617,14,56,0,39,44,46,6,Auditory
1618,79,67,0,45,91,97,10,Visual
1619,21,100,5,23,20,75,0,Visual
1620,12,52,7,99,85,26,0,Visual
1621,13,71,1,92,82,0,0,Visual
1622,5,55,8,92,26,17,5,Reading/Writing
1623,10,77,1,39,0,0,8,Auditory
1624,29,89,3,56,29,59,3,Reading/Writing
1625,2,51,4,88,73,88,4,Visual
1626,8,99,8,33,94,52,4,Visual
1627,14,91,4,36,33,83,1,Kinesthetic
1628,6,51,3,69,74,30,10,Visual
1629,3,86,0,42,1,7,10,Reading/Writing
1630,31,74,1,34,12,78,8,Visual
1631,11,59,1,29,95,85,4,Auditory
1632,24,96,7,0,55,11,8,Reading/Writing
1633,31,59,0,74,99,17,9,Reading/Writing
1634,14,90,2,48,2,8,4,Kinesthetic
1635,29,86,1,24,43,55,7,Reading/Writing
1636,26,85,0,36,49,17,2,Visual
1637,7,95,10,88,30,52,5,Visual
1638,26,90,6,86,46,64,4,Visual
1639,14,81,3,91,11,74,1,Auditory
1640,5,66,8,49,8,81,7,Kinesthetic
1641,32,78,0,80,39,13,6,Visual
1642,20,81,4,4,18,98,6,Auditory
1643,23,71,1,61,48,44,9,Reading/Writing
1644,22,87,4,20,62,41,4,Visual
1645,39,84,7,94,40,66,10,Visual
1646,13,92,0,84,28,42,9,Reading/Writing
1647,38,85,8,78,72,86,7,Visual
1648,23,62,2,89,98,31,5,Reading/Writing
1649,40,70,4,93,84,98,2,Kinesthetic
1650,30,74,9,6,21,80,4,Auditory
1651,2,63,5,77,47,6,3,Auditory
1652,20,92,2,52,64,3,9,Kinesthetic
1653,19,78,4,47,19,26,9,Auditory
1654,27,73,10,10,62,2,9,Kinesthetic
1655,36,76,1,74,30,3,7,Visual
1656,4,87,10,37,63,45,4,Visual
1657,15,69,0,75,76,44,2,Auditory
1658,26,69,2,53,20,74,8,Auditory
1659,22,62,7,90,34,75,5,Auditory
1660,31,86,5,67,5,89,0,Kinesthetic
1661,29,84,6,85,37,100,6,Kinesthetic
1662,5,83,0,27,56,95,0,Visual
1663,6,100,10,36,15,43,6,Auditory
1664,14,93,6,66,71,34,4,Reading/Writing
1665,17,69,4,72,11,41,4,Kinesthetic
1666,40,95,4,24,15,99,0,Kinesthetic
1667,14,89,1,46,93,95,4,Reading/Writing
1668,2,70,2,22,65,36,3,Reading/Writing
1669,6,52,0,76,92,83,0,Visual
1670,33,77,5,1,47,74,10,Reading/Writing
1671,30,51,9,64,85,24,7,Reading/Writing
1672,0,82,4,18,82,88,9,Reading/Writing
1673,5,55,9,81,47,81,10,Auditory
1674,29,70,1,9,11,95,9,Visual
1675,2,69,10,82,100,55,5,Auditory
1676,13,62,0,40,67,16,1,Reading/Writing
1677,4,82,3,64,10,2,7,Visual
1678,22,51,8,98,1,86,1,Reading/Writing
1679,26,97,6,18,91,87,10,Auditory
1680,3,75,1,26,66,7,10,Auditory
1681,4,72,5,39,57,29,6,Reading/Writing
1682,11,85,5,1,54,28,1,Auditory
1683,14,52,6,98,69,89,1,Kinesthetic
1684,32,74,8,91,40,74,0,Visual
1685,25,96,8,10,35,62,6,Auditory
1686,6,61,6,1,62,45,4,Reading/Writing
1687,23,54,2,26,31,59,7,Visual
1688,19,64,1,79,75,7,0,Reading/Writing
1689,40,84,1,91,35,6,7,Auditory
1690,24,81,6,39,2,11,10,Visual
1691,19,74,1,52,32,13,0,Visual
1692,16,95,3,79,4,25,4,Reading/Writing
1693,26,77,6,78,50,42,10,Visual
1694,35,52,7,7,39,44,6,Visual
1695,34,87,0,41,65,48,2,Reading/Writing
1696,8,86,0,42,8,98,0,Kinesthetic
1697,28,56,8,24,67,41,10,Auditory
1698,16,67,1,92,42,60,0,Reading/Writing
1699,6,64,0,84,44,43,8,Visual
1700,12,76,0,17,60,53,1,Kinesthetic
1701,17,90,10,53,36,61,3,Kinesthetic
1702,39,81,0,33,60,2,6,Kinesthetic
1703,33,78,8,2,82,34,4,Visual
1704,10,63,8,16,97,54,9,Kinesthetic
1705,13,89,6,41,90,11,8,Kinesthetic
1706,15,52,9,33,35,86,7,Visual
1707,18,67,3,17,7,81,7,Auditory
1708,8,95,4,59,47,47,1,Kinesthetic
1709,28,56,1,95,13,93,2,Auditory
1710,8,51,2,26,100,55,0,Auditory
1711,1,82,8,13,75,90,7,Reading/Writing
1712,39,57,7,12,52,11,2,Kinesthetic
1713,6,57,1,85,48,22,7,Visual
1714,35,50,1,6,95,53,6,Kinesthetic
1715,20,89,2,3,31,73,6,Kinesthetic
1716,22,77,2,94,96,24,6,Auditory
1717,35,53,1,32,68,6,6,Kinesthetic
1718,30,89,6,97,42,80,0,Auditory
1719,27,78,8,60,35,32,10,Auditory
1720,15,96,6,4,5,25,9,Visual
1721,24,55,3,3,23,52,2,Visual
1722,35,57,10,83,5,79,4,Auditory
1723,8,118,1,64,17,33,3,Auditory
1724,2,54,6,74,26,72,0,Visual
1725,9,83,4,15,39,40,2,Auditory
1726,35,56,6,16,26,71,6,Reading/Writing
1727,8,67,1,89,34,71,3,Visual
1728,0,60,10,88,79,91,7,Kinesthetic
1729,0,50,10,44,49,50,10,Kinesthetic
1730,8,61,3,42,10,50,5,Auditory
1731,26,92,6,83,21,34,1,Kinesthetic
1732,30,56,10,85,100,19,8,Auditory
1733,2,55,8,83,84,73,0,Reading/Writing
1734,18,70,10,61,35,57,10,Visual
1735,32,100,0,43,75,12,5,Kinesthetic
1736,5,94,4,78,4,54,2,Reading/Writing
1737,25,100,9,88,46,34,7,Reading/Writing
1738,23,91,3,54,88,17,9,Visual
1739,19,87,3,79,81,34,10,Auditory
1740,12,68,4,38,69,56,6,Auditory
1741,17,80,3,45,87,90,7,Reading/Writing
1742,77,89,6,36,93,33,0,Visual
1743,28,75,7,17,41,90,6,Visual
1744,40,81,9,85,64,25,7,Auditory
1745,15,83,8,96,32,20,9,Auditory
1746,3,59,5,3,81,60,10,Visual
1747,29,66,0,64,46,74,3,Auditory
1748,10,65,2,87,75,77,8,Auditory
1749,0,83,5,70,11,9,6,Kinesthetic
1750,27,87,10,10,20,48,0,Visual
1751,7,50,0,79,13,39,9,Auditory
1752,9,95,3,77,14,62,6,Visual
1753,5,100,9,37,60,58,8,Visual
1754,38,93,10,72,50,70,2,Reading/Writing
1755,27,55,6,42,85,72,6,Kinesthetic
1756,37,90,9,6,92,97,3,Kinesthetic
1757,14,53,10,83,53,52,10,Visual
1758,25,56,1,27,82,74,6,Auditory
1759,38,55,0,16,66,2,3,Kinesthetic
1760,4,51,8,75,98,97,6,Auditory
1761,2,79,1,34,8,45,0,Kinesthetic
1762,39,58,5,29,57,16,9,Auditory
1763,12,56,0,17,69,29,10,Visual
1764,17,84,9,11,77,92,9,Visual
1765,28,50,2,95,82,16,0,Visual
1766,23,79,0,41,47,81,7,Kinesthetic
1767,17,79,7,90,11,12,2,Auditory
1768,16,57,9,55,84,27,1,Auditory
1769,39,87,3,95,67,47,1,Auditory
1770,31,93,2,60,6,41,5,Reading/Writing
1771,35,96,6,8,88,38,5,Kinesthetic
1772,5,61,1,82,51,89,5,Auditory
1773,21,51,3,50,38,92,8,Kinesthetic
1774,15,51,10,89,97,89,0,Auditory
1775,36,54,10,20,18,4,3,Visual
1776,9,86,5,36,63,52,8,Visual
1777,27,87,9,73,15,93,2,Auditory
1778,7,67,8,42,47,68,4,Reading/Writing
1779,26,97,7,81,72,4,7,Visual
1780,36,51,8,14,98,75,7,Visual
1781,24,88,10,15,93,19,10,Auditory
1782,26,55,5,9,52,3,9,Auditory
1783,17,51,6,29,9,84,0,Reading/Writing
1784,2,55,7,58,69,76,0,Visual
1785,33,56,5,38,68,62,5,Reading/Writing
1786,12,70,5,19,59,90,6,Kinesthetic
1787,30,95,2,36,11,21,1,Reading/Writing
1788,13,59,3,61,63,61,0,Visual
1789,34,75,9,85,23,17,2,Reading/Writing
1790,28,92,7,18,72,75,8,Visual
1791,14,71,3,50,31,52,1,Auditory
1792,29,82,5,66,66,27,3,Kinesthetic
1793,12,96,4,67,4,23,5,Visual
1794,11,94,6,92,25,62,4,Visual
1795,21,94,9,28,97,31,6,Reading/Writing
1796,5,95,3,32,84,46,2,Auditory
1797,6,96,2,27,10,32,3,Reading/Writing
1798,29,61,1,86,36,73,7,Reading/Writing
1799,31,61,0,12,59,66,7,Reading/Writing
1800,37,85,1,5,99,8,9,Auditory
1801,0,58,1,88,54,38,6,Auditory
1802,35,92,1,95,97,100,8,Kinesthetic
1803,26,62,5,18,98,32,1,Visual
1804,38,59,7,94,96,56,9,Auditory
1805,11,93,2,34,42,96,4,Reading/Writing
1806,38,65,4,11,91,53,5,Kinesthetic
1807,5,85,2,89,72,92,0,Auditory
1808,38,96,7,86,62,41,8,Auditory
1809,23,72,6,34,53,2,7,Reading/Writing
1810,3,62,2,100,21,40,3,Auditory
1811,3,59,0,18,96,92,1,Visual
1812,39,69,5,39,70,31,10,Reading/Writing
1813,3,89,6,6,86,53,10,Kinesthetic
1814,16,70,1,3,97,66,10,Reading/Writing
1815,21,88,1,52,75,20,5,Reading/Writing
1816,26,99,6,36,23,97,3,Reading/Writing
1817,8,79,3,12,73,43,7,Reading/Writing
1818,24,82,3,30,33,22,0,Auditory
1819,35,61,6,42,50,53,0,Reading/Writing
1820,37,73,7,26,74,35,5,Visual
1821,37,83,6,22,45,9,4,Visual
1822,28,63,2,62,53,48,5,Kinesthetic
1823,3,94,7,98,76,26,2,Kinesthetic
1824,17,69,8,93,64,23,3,Kinesthetic
1825,14,94,1,71,38,50,1,Reading/Writing
1826,26,62,5,96,1,58,3,Visual
1827,34,81,10,38,70,62,6,Kinesthetic
1828,10,69,3,13,38,70,10,Kinesthetic
1829,35,71,7,5,96,84,8,Visual
1830,7,65,9,78,100,57,10,Kinesthetic
1831,27,84,5,100,39,20,6,Reading/Writing
1832,37,69,1,57,96,8,9,Reading/Writing
1833,0,82,4,82,15,47,4,Reading/Writing
1834,27,57,4,87,30,58,10,Auditory
1835,4,52,6,76,97,53,6,Reading/Writing
1836,12,53,8,82,0,2,4,Auditory
1837,4,73,10,40,24,85,10,Auditory
1838,17,69,4,97,79,47,2,Auditory
1839,32,68,7,70,46,3,10,Auditory
1840,1,50,7,87,49,41,3,Reading/Writing
