Tienda,Fecha,Producto,Precio Unitario (€),Cantidad Vendida,Costo Producción (€),Gasto Publicidad (€),Descuento Aplicado (%),Ingresos Totales (€),Ganancia Bruta (€)
5,2030-08-07,Auriculares,156.61,8,104.86,102,16,1052.42,213.52
3,2030-08-08,Laptop,1018.29,2,685.69,451,4,1955.11,583.73
3,2030-08-09,Tablet,458.16,8,255.04,166,4,3518.68,1478.32
3,2030-08-10,Tablet,454.32,5,280.98,440,11,2021.7,616.81
4,2030-08-11,Smartphone,495.52,8,429.72,496,6,3726.33,288.54
1,2030-08-12,Cámara,440.2,4,261.0,380,4,1690.38,646.38
1,2030-08-13,Smartphone,613.72,4,399.93,91,3,2381.25,781.52
2,2030-08-14,Tablet,315.15,4,279.69,444,16,1058.89,-59.87
1,2030-08-15,Laptop,947.28,6,757.81,296,5,5399.52,852.65
3,2030-08-16,Smartphone,671.35,4,414.08,442,13,2336.29,679.99
3,2030-08-17,Auriculares,72.92,9,42.64,340,8,603.79,220.01
3,2030-08-18,Auriculares,135.51,9,29.82,297,3,1183.05,914.7
2,2030-08-19,Laptop,998.59,3,744.37,150,10,2696.2,463.07
3,2030-08-20,Tablet,366.0,7,264.57,136,19,2075.24,223.21
1,2030-08-21,Auriculares,16.79,5,33.04,402,15,71.36,-93.84
4,2030-08-22,Auriculares,111.67,9,45.94,498,15,854.24,440.81
4,2030-08-23,Cámara,572.73,2,306.2,133,15,973.64,361.23
5,2030-08-24,Smartphone,567.42,3,410.88,310,5,1617.16,384.53
1,2030-08-25,Tablet,403.43,5,232.01,270,14,1734.75,574.71
3,2030-08-26,Smartphone,524.01,5,387.72,203,2,2567.65,629.07
4,2030-08-27,Tablet,366.39,7,216.94,100,8,2359.56,840.97
1,2030-08-28,Auriculares,117.04,8,70.8,87,0,936.35,369.99
4,2030-08-29,Cámara,537.19,8,293.17,308,10,3867.74,1522.4
3,2030-08-30,Smartphone,627.8,1,409.33,236,5,596.41,187.08
4,2030-08-31,Auriculares,-1.58,1,78.45,62,4,-1.51,-79.96
5,2030-09-01,Tablet,377.15,3,254.4,272,17,939.11,175.92
5,2030-09-02,Smartphone,551.64,1,397.74,468,11,490.96,93.22
4,2030-09-03,Smartphone,584.55,1,403.88,136,6,549.48,145.6
1,2030-09-04,Auriculares,94.44,8,51.26,308,1,747.97,337.86
1,2030-09-05,Smartphone,653.32,1,424.92,230,6,614.12,189.2
1,2030-09-06,Cámara,514.76,9,306.22,360,8,4262.23,1506.28
4,2030-09-07,Cámara,570.89,2,289.11,222,19,924.84,346.62
1,2030-09-08,Auriculares,65.02,9,70.96,371,7,544.25,-94.36
3,2030-09-09,Tablet,329.15,7,274.61,244,8,2119.7,197.43
5,2030-09-10,Auriculares,172.76,9,23.23,389,9,1414.92,1205.82
3,2030-09-11,Cámara,521.67,3,330.66,294,11,1392.87,400.9
1,2030-09-12,Laptop,962.84,1,707.29,477,1,953.21,245.91
3,2030-09-13,Laptop,1021.89,1,705.67,378,9,929.92,224.26
1,2030-09-14,Smartphone,641.76,6,420.13,417,2,3773.57,1252.77
4,2030-09-15,Smartphone,605.96,7,388.66,245,0,4241.72,1521.09
3,2030-09-16,Laptop,963.55,9,719.08,111,16,7284.42,812.67
4,2030-09-17,Cámara,477.94,6,292.46,74,0,2867.62,1112.83
4,2030-09-18,Smartphone,614.53,5,370.5,101,4,2949.75,1097.24
2,2030-09-19,Auriculares,109.94,2,30.04,99,13,191.3,131.21
1,2030-09-20,Auriculares,160.61,2,61.34,427,5,305.16,182.48
5,2030-09-21,Cámara,486.2,8,281.09,434,8,3578.47,1329.74
1,2030-09-22,Smartphone,551.81,1,432.2,344,13,480.08,47.87
5,2030-09-23,Auriculares,228.85,8,73.79,101,3,1775.9,1185.61
1,2030-09-24,Smartphone,608.72,7,426.67,381,0,4261.07,1274.39
4,2030-09-25,Smartphone,641.71,7,402.5,89,5,4267.39,1449.92
3,2030-09-26,Auriculares,126.09,5,55.16,281,6,592.63,316.85
3,2030-09-27,Laptop,1009.33,3,676.13,109,5,2876.59,848.21
2,2030-09-28,Auriculares,88.61,7,69.92,265,0,620.29,130.88
5,2030-09-29,Cámara,359.81,7,307.6,415,7,2342.36,189.18
5,2030-09-30,Tablet,346.84,7,261.35,389,11,2160.81,331.38
5,2030-10-01,Auriculares,116.46,2,83.77,246,10,209.62,42.09
4,2030-10-02,Smartphone,464.05,3,387.88,325,1,1378.23,214.59
5,2030-10-03,Smartphone,603.58,3,397.48,390,1,1792.64,600.2
3,2030-10-04,Auriculares,133.06,4,56.53,51,1,526.92,300.79
4,2030-10-05,Tablet,441.66,9,231.29,155,7,3696.73,1615.11
1,2030-10-06,Auriculares,129.91,1,46.25,265,6,122.11,75.87
5,2030-10-07,Tablet,447.92,7,259.86,314,15,2665.12,846.11
5,2030-10-08,Tablet,480.28,7,243.49,216,8,3093.01,1388.57
1,2030-10-09,Cámara,554.81,4,326.18,296,15,1886.34,581.62
5,2030-10-10,Smartphone,609.84,1,369.78,463,1,603.74,233.96
1,2030-10-11,Smartphone,593.27,3,422.46,487,2,1744.21,476.84
4,2030-10-12,Tablet,405.73,5,263.22,259,1,2008.37,692.25
3,2030-10-13,Smartphone,586.23,2,388.62,107,18,961.41,184.16
1,2030-10-14,Laptop,1055.88,7,681.51,477,16,6208.57,1437.99
2,2030-10-15,Tablet,428.61,7,208.39,92,19,2430.19,971.43
1,2030-10-16,Smartphone,580.95,5,384.1,187,11,2585.21,664.73
5,2030-10-17,Laptop,1066.2,6,720.94,158,10,5757.5,1431.84
4,2030-10-18,Cámara,485.41,1,298.88,97,19,393.18,94.3
4,2030-10-19,Smartphone,552.71,4,423.26,175,18,1812.89,119.85
1,2030-10-20,Laptop,999.46,4,687.6,263,5,3797.96,1047.55
3,2030-10-21,Auriculares,58.79,8,64.14,450,9,428.02,-85.12
2,2030-10-22,Auriculares,146.81,2,35.65,177,13,255.45,184.15
4,2030-10-23,Laptop,957.73,1,680.69,438,0,957.73,277.04
5,2030-10-24,Tablet,394.23,7,247.86,247,14,2373.27,638.27
5,2030-10-25,Tablet,446.99,6,236.7,251,5,2547.82,1127.61
3,2030-10-26,Smartphone,564.39,5,369.14,241,12,2483.32,637.6
4,2030-10-27,Auriculares,120.56,8,46.35,156,13,839.08,468.25
1,2030-10-28,Tablet,351.33,2,252.13,243,12,618.34,114.08
5,2030-10-29,Tablet,412.22,2,275.37,376,15,700.77,150.04
3,2030-10-30,Auriculares,128.36,9,68.74,287,0,1155.26,536.64
4,2030-10-31,Cámara,497.89,1,324.4,181,13,433.17,108.77
4,2030-11-01,Tablet,401.68,6,264.41,406,12,2120.85,534.41
4,2030-11-02,Laptop,1022.2,3,706.65,132,9,2790.6,670.65
4,2030-11-03,Smartphone,585.97,5,375.42,333,9,2666.18,789.08
4,2030-11-04,Tablet,444.48,8,253.0,271,3,3449.15,1425.17
5,2030-11-05,Tablet,468.56,7,261.94,155,13,2853.51,1019.96
3,2030-11-06,Cámara,453.71,4,329.15,343,11,1615.21,298.62
4,2030-11-07,Laptop,1088.35,8,713.73,115,5,8271.48,2561.68
2,2030-11-08,Smartphone,584.83,2,424.81,244,14,1005.9,156.28
2,2030-11-09,Tablet,499.72,7,229.36,237,4,3358.1,1752.58
3,2030-11-10,Smartphone,585.5,5,393.47,96,9,2664.04,696.69
1,2030-11-11,Auriculares,135.37,6,58.59,411,8,747.24,395.71
1,2030-11-12,Tablet,435.1,3,273.22,408,9,1187.82,368.17
1,2030-11-13,Tablet,380.63,7,247.1,74,11,2371.35,641.68
2,2030-11-14,Auriculares,103.63,7,48.35,115,3,703.66,365.2
1,2030-11-15,Cámara,572.0,2,313.74,384,3,1109.67,482.18
5,2030-11-16,Tablet,383.89,1,227.48,116,12,337.82,110.34
4,2030-11-17,Smartphone,579.12,2,432.15,246,13,1007.67,143.38
2,2030-11-18,Laptop,942.33,8,682.42,295,11,6709.37,1250.03
3,2030-11-19,Smartphone,678.38,3,361.63,345,12,1790.92,706.03
3,2030-11-20,Cámara,475.96,4,300.2,149,19,1542.11,341.31
4,2030-11-21,Laptop,1060.0,8,733.97,227,12,7462.39,1590.64
2,2030-11-22,Smartphone,569.93,3,411.73,164,1,1692.7,457.51
1,2030-11-23,Smartphone,658.43,6,415.02,217,18,3239.47,749.34
1,2030-11-24,Auriculares,140.33,2,50.83,168,8,258.21,156.56
5,2030-11-25,Cámara,488.58,3,296.95,214,9,1333.82,442.96
5,2030-11-26,Auriculares,63.29,1,19.1,268,16,53.16,34.06
1,2030-11-27,Laptop,967.35,9,654.81,246,9,7922.58,2029.27
3,2030-11-28,Auriculares,66.71,4,53.93,450,19,216.14,0.44
3,2030-11-29,Cámara,553.26,6,326.25,367,12,2921.21,963.7
5,2030-11-30,Tablet,408.01,7,256.88,286,19,2313.43,515.25
4,2030-12-01,Tablet,344.24,2,262.47,218,0,688.49,163.54
1,2030-12-02,Laptop,987.39,8,731.67,125,1,7820.16,1966.76
5,2030-12-03,Tablet,393.45,9,256.58,475,16,2974.47,665.3
5,2030-12-04,Auriculares,-6.95,2,47.55,336,12,-12.23,-107.32
1,2030-12-05,Laptop,990.17,5,683.63,82,16,4158.73,740.58
1,2030-12-06,Cámara,536.16,2,340.44,348,12,943.64,262.75
3,2030-12-07,Laptop,993.12,5,710.53,398,16,4171.1,618.44
4,2030-12-08,Laptop,1012.72,7,681.13,279,18,5813.01,1045.12
4,2030-12-09,Smartphone,624.23,6,376.58,244,13,3258.46,999.0
1,2030-12-10,Smartphone,582.87,4,425.06,343,19,1888.5,188.25
2,2030-12-11,Laptop,1036.54,2,679.25,346,9,1886.5,528.0
5,2030-12-12,Tablet,472.87,7,287.08,423,1,3277.02,1267.48
5,2030-12-13,Smartphone,523.81,9,344.87,496,13,4101.41,997.57
1,2030-12-14,Cámara,482.76,1,328.45,473,16,405.52,77.06
2,2030-12-15,Auriculares,216.48,3,59.74,463,4,623.46,444.25
3,2030-12-16,Smartphone,608.53,7,402.37,480,17,3535.55,718.95
1,2030-12-17,Laptop,998.26,9,696.49,327,2,8804.63,2536.21
1,2030-12-18,Tablet,387.1,5,287.81,279,15,1645.17,206.09
5,2030-12-19,Auriculares,163.72,7,64.14,145,18,939.76,490.77
1,2030-12-20,Smartphone,553.05,7,381.94,432,17,3213.22,539.67
1,2030-12-21,Tablet,446.31,4,215.62,488,19,1446.04,583.55
1,2030-12-22,Tablet,386.16,5,253.55,220,4,1853.58,585.85
5,2030-12-23,Tablet,362.51,2,249.98,366,7,674.26,174.31
3,2030-12-24,Laptop,988.44,8,669.6,379,5,7512.18,2155.36
3,2030-12-25,Cámara,497.68,1,298.89,81,14,428.01,129.11
1,2030-12-26,Tablet,375.11,2,238.52,437,2,735.22,258.18
5,2030-12-27,Auriculares,155.64,3,50.19,94,8,429.56,279.01
3,2030-12-28,Smartphone,562.9,7,414.52,121,10,3546.24,644.61
3,2030-12-29,Auriculares,107.0,6,79.85,69,19,520.04,40.92
3,2030-12-30,Laptop,1026.87,7,718.18,288,13,6253.65,1226.4
5,2030-12-31,Laptop,1006.49,5,685.57,248,8,4629.84,1201.98
5,2031-01-01,Auriculares,138.61,4,57.38,114,9,504.55,275.03
1,2031-01-02,Cámara,478.32,7,301.26,237,14,2879.5,770.66
4,2031-01-03,Laptop,1031.13,3,673.36,138,17,2567.52,547.44
3,2031-01-04,Laptop,1032.61,7,707.96,459,18,5927.19,971.44
4,2031-01-05,Auriculares,148.41,2,87.13,250,6,279.0,104.74
5,2031-01-06,Laptop,905.72,8,700.65,72,18,5941.5,336.32
5,2031-01-07,Cámara,525.45,6,268.12,345,4,3026.61,1417.91
5,2031-01-08,Cámara,545.06,3,300.61,179,17,1357.21,455.39
4,2031-01-09,Cámara,479.43,3,275.73,203,0,1438.28,611.1
5,2031-01-10,Smartphone,572.61,5,417.27,127,11,2548.11,461.75
1,2031-01-11,Cámara,464.93,3,310.5,239,5,1325.05,393.56
5,2031-01-12,Cámara,448.4,6,296.58,349,12,2367.55,588.06
2,2031-01-13,Smartphone,633.29,2,393.38,464,16,1063.92,277.17
4,2031-01-14,Tablet,514.1,8,245.76,203,8,3783.74,1817.7
2,2031-01-15,Laptop,972.2,9,700.17,162,0,8749.79,2448.3
5,2031-01-16,Cámara,476.67,7,284.56,388,11,2969.67,977.78
1,2031-01-17,Laptop,1000.77,3,672.24,166,0,3002.31,985.57
3,2031-01-18,Auriculares,19.9,4,72.77,54,3,77.22,-213.88
5,2031-01-19,Laptop,965.22,2,692.29,426,6,1814.62,430.03
1,2031-01-20,Smartphone,597.15,9,403.34,375,19,4353.24,723.17
4,2031-01-21,Laptop,955.3,5,705.71,84,4,4585.46,1056.93
2,2031-01-22,Laptop,1059.87,2,706.44,321,19,1716.99,304.11
2,2031-01-23,Laptop,935.31,6,676.52,208,4,5387.38,1328.24
2,2031-01-24,Tablet,445.05,7,216.48,259,6,2928.43,1413.05
4,2031-01-25,Tablet,473.43,2,238.23,63,16,795.35,318.9
1,2031-01-26,Auriculares,119.09,1,57.91,74,11,105.99,48.07
4,2031-01-27,Smartphone,593.13,7,385.44,384,14,3570.63,872.54
2,2031-01-28,Laptop,1012.31,1,692.9,267,2,992.07,299.17
5,2031-01-29,Laptop,977.97,3,742.55,303,16,2464.49,236.85
3,2031-01-30,Laptop,898.2,4,663.09,252,13,3125.72,473.36
4,2031-01-31,Laptop,951.04,2,684.9,150,14,1635.78,265.99
4,2031-02-01,Tablet,399.44,7,287.93,410,14,2404.64,389.11
1,2031-02-02,Auriculares,52.97,5,49.11,278,14,227.75,-17.79
1,2031-02-03,Cámara,479.34,1,285.88,248,18,393.06,107.18
4,2031-02-04,Smartphone,623.96,8,423.38,451,10,4492.5,1105.5
2,2031-02-05,Laptop,1007.25,7,701.1,227,17,5852.13,944.4
3,2031-02-06,Auriculares,152.92,4,43.03,325,9,556.64,384.51
1,2031-02-07,Cámara,514.71,2,303.85,361,8,947.06,339.37
2,2031-02-08,Auriculares,117.65,7,36.84,179,2,807.07,549.2
5,2031-02-09,Tablet,364.39,2,229.65,459,0,728.77,269.47
1,2031-02-10,Cámara,433.44,6,297.73,328,10,2340.6,554.23
2,2031-02-11,Auriculares,79.35,1,29.78,337,15,67.45,37.67
2,2031-02-12,Tablet,363.64,7,250.21,190,2,2494.58,743.08
3,2031-02-13,Auriculares,91.66,7,57.09,62,8,590.3,190.68
3,2031-02-14,Auriculares,46.7,4,67.06,450,10,168.11,-100.13
5,2031-02-15,Cámara,542.12,4,322.56,266,16,1821.54,531.3
2,2031-02-16,Tablet,363.46,5,241.89,235,0,1817.28,607.85
2,2031-02-17,Laptop,981.81,2,709.99,76,8,1806.53,386.56
3,2031-02-18,Smartphone,598.99,9,409.85,450,2,5283.1,1594.44
1,2031-02-19,Cámara,556.16,4,306.56,267,9,2024.42,798.19
1,2031-02-20,Tablet,487.93,9,240.41,471,4,4215.76,2052.06
4,2031-02-21,Auriculares,191.37,3,29.44,63,10,516.7,428.39
3,2031-02-22,Tablet,335.91,9,260.04,191,4,2902.26,561.9
4,2031-02-23,Smartphone,581.34,1,365.86,445,11,517.4,151.53
3,2031-02-24,Smartphone,571.83,7,394.64,374,13,3482.45,719.95
5,2031-02-25,Laptop,1018.52,4,648.93,373,11,3625.92,1030.21
2,2031-02-26,Laptop,1015.46,7,673.27,104,18,5828.76,1115.86
5,2031-02-27,Smartphone,570.85,6,382.46,240,8,3151.09,856.35
3,2031-02-28,Cámara,466.9,4,321.93,334,6,1755.56,467.82
2,2031-03-01,Cámara,450.13,4,313.76,138,15,1530.44,275.39
1,2031-03-02,Auriculares,-32.71,8,38.92,94,6,-245.97,-557.34
1,2031-03-03,Laptop,935.09,7,714.59,181,13,5694.71,692.6
4,2031-03-04,Auriculares,143.34,4,67.75,449,7,533.22,262.21
3,2031-03-05,Laptop,1073.24,6,696.79,115,17,5344.71,1163.99
3,2031-03-06,Smartphone,667.39,6,372.31,328,2,3924.27,1690.4
1,2031-03-07,Cámara,545.46,1,295.84,373,1,540.01,244.17
5,2031-03-08,Cámara,449.4,2,298.04,197,4,862.85,266.77
2,2031-03-09,Smartphone,540.94,4,375.35,194,7,2012.29,510.89
5,2031-03-10,Auriculares,9.45,6,57.34,485,18,46.49,-297.56
5,2031-03-11,Auriculares,70.84,6,55.6,55,8,391.04,57.46
1,2031-03-12,Tablet,404.36,1,258.9,131,1,400.31,141.41
1,2031-03-13,Laptop,949.61,8,705.58,172,14,6533.32,888.69
1,2031-03-14,Auriculares,121.55,2,64.6,216,7,226.09,96.9
4,2031-03-15,Smartphone,632.59,5,396.41,286,9,2878.3,896.23
5,2031-03-16,Auriculares,76.28,4,54.04,154,6,286.8,70.65
3,2031-03-17,Cámara,433.0,5,292.05,339,18,1775.3,315.07
2,2031-03-18,Laptop,1069.05,5,688.31,287,0,5345.23,1903.68
4,2031-03-19,Tablet,401.76,8,276.76,359,1,3181.92,967.8
3,2031-03-20,Laptop,1097.06,7,659.12,131,2,7525.83,2911.96
5,2031-03-21,Cámara,504.62,9,317.54,143,13,3951.17,1093.35
1,2031-03-22,Cámara,508.11,1,287.59,370,14,436.98,149.39
5,2031-03-23,Cámara,451.78,6,285.0,392,13,2358.27,648.27
2,2031-03-24,Cámara,478.82,6,305.23,334,7,2671.83,840.44
4,2031-03-25,Smartphone,522.06,2,370.21,346,17,866.62,126.2
4,2031-03-26,Tablet,332.82,8,233.68,410,16,2236.54,367.11
2,2031-03-27,Cámara,537.06,6,283.02,368,6,3029.01,1330.91
3,2031-03-28,Cámara,485.87,9,295.57,465,19,3542.0,881.85
3,2031-03-29,Auriculares,78.87,5,33.92,115,0,394.34,224.75
4,2031-03-30,Tablet,362.98,7,282.02,161,8,2337.58,363.43
4,2031-03-31,Laptop,980.72,6,735.94,405,8,5413.6,997.95
1,2031-04-01,Tablet,456.65,5,209.56,478,10,2054.94,1007.14
3,2031-04-02,Tablet,407.21,6,260.89,450,18,2003.48,438.16
2,2031-04-03,Tablet,341.0,4,267.17,220,5,1295.8,227.1
3,2031-04-04,Cámara,551.52,3,310.86,296,6,1555.28,622.71
1,2031-04-05,Cámara,586.25,1,286.84,115,14,504.18,217.34
4,2031-04-06,Smartphone,624.74,1,395.12,117,19,506.04,110.92
4,2031-04-07,Laptop,1044.56,6,685.03,83,5,5954.02,1843.81
1,2031-04-08,Auriculares,161.04,9,41.59,50,8,1333.4,959.05
2,2031-04-09,Tablet,317.17,8,225.8,200,14,2182.13,375.72
4,2031-04-10,Laptop,1093.21,2,697.7,439,5,2077.11,681.7
5,2031-04-11,Laptop,1054.94,9,669.94,321,6,8924.8,2895.3
4,2031-04-12,Smartphone,624.44,8,396.0,307,16,4196.26,1028.28
5,2031-04-13,Auriculares,93.73,9,25.03,287,5,801.37,576.11
1,2031-04-14,Tablet,333.14,4,254.14,165,8,1225.95,209.4
1,2031-04-15,Auriculares,83.43,9,36.41,125,2,735.85,408.15
4,2031-04-16,Smartphone,622.42,2,405.81,332,13,1083.01,271.39
3,2031-04-17,Cámara,444.78,1,321.63,68,5,422.54,100.91
5,2031-04-18,Laptop,996.51,9,731.79,333,3,8699.56,2113.45
2,2031-04-19,Tablet,340.82,8,199.44,84,15,2317.6,722.08
4,2031-04-20,Cámara,480.77,7,283.32,420,15,2860.57,877.36
2,2031-04-21,Smartphone,532.37,8,393.94,373,8,3918.23,766.73
4,2031-04-22,Auriculares,27.11,1,59.21,354,3,26.3,-32.91
3,2031-04-23,Laptop,1017.0,9,666.99,290,7,8512.33,2509.39
3,2031-04-24,Tablet,371.01,9,230.36,56,7,3105.37,1032.15
3,2031-04-25,Cámara,475.71,9,302.61,86,5,4067.32,1343.86
3,2031-04-26,Cámara,468.33,6,301.7,420,7,2613.27,803.08
1,2031-04-27,Laptop,1136.16,4,707.55,202,5,4317.39,1487.18
1,2031-04-28,Auriculares,130.37,2,58.87,294,13,226.84,109.09
5,2031-04-29,Smartphone,635.74,4,406.77,299,13,2212.37,585.28
2,2031-04-30,Auriculares,61.23,7,53.87,164,17,355.74,-21.37
4,2031-05-01,Auriculares,125.24,1,51.11,90,12,110.21,59.09
4,2031-05-02,Auriculares,88.61,9,63.3,386,14,685.87,116.21
1,2031-05-03,Laptop,960.83,3,655.21,111,2,2824.83,859.19
4,2031-05-04,Laptop,1096.45,4,730.89,218,5,4166.53,1242.98
1,2031-05-05,Smartphone,628.64,5,355.91,191,19,2545.99,766.44
5,2031-05-06,Auriculares,126.12,3,28.42,487,16,317.81,232.56
2,2031-05-07,Laptop,951.41,4,695.46,307,19,3082.58,300.72
5,2031-05-08,Smartphone,536.49,5,413.45,137,15,2280.08,212.82
3,2031-05-09,Smartphone,597.12,1,340.09,97,5,567.27,227.17
3,2031-05-10,Auriculares,71.32,9,49.44,484,7,596.98,152.05
3,2031-05-11,Tablet,430.63,4,265.85,360,12,1515.82,452.43
5,2031-05-12,Auriculares,133.96,9,69.89,61,12,1060.99,431.97
4,2031-05-13,Tablet,403.28,4,236.05,260,19,1306.61,362.4
2,2031-05-14,Smartphone,641.39,1,393.98,293,16,538.76,144.78
3,2031-05-15,Laptop,1009.67,5,687.68,288,2,4947.36,1508.97
3,2031-05-16,Cámara,456.42,9,292.15,246,12,3614.81,985.49
3,2031-05-17,Smartphone,590.09,3,379.36,306,6,1664.04,525.95
2,2031-05-18,Laptop,1006.79,5,682.21,284,19,4077.49,666.41
3,2031-05-19,Smartphone,646.45,3,408.69,236,4,1861.77,635.7
2,2031-05-20,Auriculares,111.25,3,52.63,250,10,300.37,142.47
3,2031-05-21,Tablet,371.43,1,259.83,152,17,308.28,48.45
5,2031-05-22,Smartphone,648.31,2,404.28,339,3,1257.72,449.16
5,2031-05-23,Laptop,1019.04,2,714.09,270,19,1650.84,222.67
2,2031-05-24,Auriculares,177.28,9,67.56,417,6,1499.82,891.74
5,2031-05-25,Cámara,504.36,7,265.17,351,3,3424.63,1568.47
2,2031-05-26,Auriculares,48.13,8,32.91,236,9,350.41,87.1
5,2031-05-27,Tablet,458.85,2,245.37,499,0,917.7,426.95
5,2031-05-28,Auriculares,71.16,9,49.55,452,16,537.97,92.06
2,2031-05-29,Cámara,514.77,3,286.6,461,4,1482.54,622.75
4,2031-05-30,Laptop,1009.29,2,718.24,148,16,1695.6,259.12
5,2031-05-31,Smartphone,602.28,1,439.6,473,2,590.24,150.64
3,2031-06-01,Tablet,391.51,9,253.72,294,8,3241.69,958.19
4,2031-06-02,Cámara,417.39,8,301.69,362,2,3272.36,858.86
2,2031-06-03,Tablet,349.89,4,266.99,356,2,1371.59,303.63
4,2031-06-04,Auriculares,156.11,7,12.68,71,8,1005.33,916.54
1,2031-06-05,Tablet,421.44,3,250.57,117,4,1213.75,462.04
1,2031-06-06,Cámara,595.46,3,319.58,441,9,1625.62,666.88
5,2031-06-07,Smartphone,548.11,4,387.14,365,14,1885.51,336.97
5,2031-06-08,Smartphone,598.47,2,375.47,114,11,1065.27,314.33
3,2031-06-09,Tablet,458.16,4,246.28,341,5,1741.01,755.87
4,2031-06-10,Laptop,971.71,3,698.79,266,6,2740.22,643.86
1,2031-06-11,Tablet,375.73,8,231.83,78,6,2825.5,970.89
5,2031-06-12,Auriculares,85.33,2,91.92,242,3,165.55,-18.3
4,2031-06-13,Smartphone,577.73,9,390.43,105,12,4575.64,1061.81
5,2031-06-14,Smartphone,626.59,3,376.93,387,14,1616.6,485.82
5,2031-06-15,Smartphone,510.99,4,398.13,437,17,1696.49,103.97
1,2031-06-16,Laptop,1082.14,3,718.16,261,17,2694.52,540.05
1,2031-06-17,Laptop,952.02,3,700.35,287,6,2684.69,583.64
5,2031-06-18,Cámara,394.14,8,309.71,249,9,2869.35,391.65
2,2031-06-19,Tablet,399.49,8,232.57,227,15,2716.52,855.96
5,2031-06-20,Tablet,381.13,6,279.75,472,7,2126.71,448.18
5,2031-06-21,Auriculares,91.1,4,61.23,468,18,298.81,53.87
3,2031-06-22,Smartphone,615.63,1,420.95,202,10,554.07,133.11
3,2031-06-23,Laptop,1032.24,4,707.3,93,5,3922.52,1093.31
3,2031-06-24,Auriculares,184.33,8,66.5,480,9,1341.94,809.96
2,2031-06-25,Auriculares,65.49,6,32.54,217,18,322.23,126.99
2,2031-06-26,Laptop,1038.71,2,690.17,336,13,1807.36,427.02
5,2031-06-27,Tablet,435.45,3,276.93,246,19,1058.14,227.35
3,2031-06-28,Smartphone,467.96,7,431.19,386,5,3111.94,93.57
2,2031-06-29,Tablet,358.34,4,227.06,123,3,1390.36,482.13
1,2031-06-30,Auriculares,35.65,4,54.99,220,19,115.51,-104.47
5,2031-07-01,Smartphone,622.39,5,391.38,429,14,2676.3,719.39
4,2031-07-02,Cámara,516.89,8,286.06,232,4,3969.73,1681.25
5,2031-07-03,Auriculares,117.9,7,55.7,65,15,701.48,311.61
4,2031-07-04,Tablet,384.72,9,272.82,117,6,3254.73,799.36
3,2031-07-05,Tablet,389.76,5,259.03,424,1,1929.32,634.16
4,2031-07-06,Tablet,398.57,1,243.61,374,12,350.74,107.13
3,2031-07-07,Laptop,979.94,4,710.3,91,1,3880.58,1039.39
1,2031-07-08,Auriculares,138.86,6,42.8,159,8,766.5,509.7
4,2031-07-09,Smartphone,546.52,6,408.24,90,19,2656.07,206.62
5,2031-07-10,Tablet,360.91,9,277.93,355,4,3118.26,616.89
3,2031-07-11,Tablet,406.07,5,208.46,55,2,1989.72,947.44
5,2031-07-12,Laptop,981.6,5,715.95,380,1,4858.94,1279.21
2,2031-07-13,Smartphone,544.56,6,369.22,230,13,2842.61,627.29
3,2031-07-14,Auriculares,126.6,6,74.57,322,7,706.41,259.01
4,2031-07-15,Cámara,471.39,3,287.26,410,19,1145.47,283.69
3,2031-07-16,Laptop,957.76,6,675.65,234,11,5114.46,1060.58
5,2031-07-17,Auriculares,91.28,8,63.91,372,16,613.41,102.17
1,2031-07-18,Cámara,455.34,6,307.28,193,15,2322.22,478.52
3,2031-07-19,Tablet,398.29,5,230.02,485,5,1891.88,741.8
4,2031-07-20,Tablet,382.02,3,224.94,149,5,1088.74,413.92
2,2031-07-21,Smartphone,574.37,1,396.25,139,17,476.73,80.48
1,2031-07-22,Cámara,474.68,5,275.92,295,1,2349.68,970.09
2,2031-07-23,Tablet,449.78,6,228.77,288,7,2509.78,1137.15
3,2031-07-24,Tablet,418.46,6,252.31,467,13,2184.37,670.49
5,2031-07-25,Smartphone,514.54,6,380.68,261,1,3056.37,772.27
5,2031-07-26,Auriculares,144.15,3,58.53,130,16,363.26,187.66
4,2031-07-27,Tablet,425.83,4,279.8,164,15,1447.81,328.6
5,2031-07-28,Laptop,1022.88,3,697.03,325,17,2546.96,455.87
1,2031-07-29,Laptop,1044.4,2,702.6,129,5,1984.35,579.15
5,2031-07-30,Auriculares,100.75,8,90.36,105,16,677.05,-45.85
4,2031-07-31,Cámara,531.0,7,276.25,228,17,3085.13,1151.4
3,2031-08-01,Smartphone,576.78,8,423.82,358,13,4014.36,623.77
3,2031-08-02,Laptop,1042.38,6,721.42,98,9,5691.39,1362.89
5,2031-08-03,Laptop,1010.91,7,717.09,309,3,6864.05,1844.45
2,2031-08-04,Auriculares,31.15,1,75.83,323,17,25.86,-49.98
3,2031-08-05,Cámara,551.82,5,305.61,341,10,2483.19,955.13
5,2031-08-06,Cámara,493.55,4,288.34,422,15,1678.09,524.72
4,2031-08-07,Auriculares,86.59,3,71.89,340,3,251.99,36.31
5,2031-08-08,Laptop,977.87,2,722.66,79,18,1603.7,158.39
3,2031-08-09,Smartphone,581.53,9,422.11,423,5,4972.1,1173.14
4,2031-08-10,Laptop,1011.48,8,700.89,301,7,7525.42,1918.3
5,2031-08-11,Cámara,450.62,2,285.68,112,17,748.03,176.68
1,2031-08-12,Laptop,921.57,6,703.83,131,18,4534.12,311.16
