Student_ID,Hours_Studied,Attendance_Rate,Assignments_Completed,Midterm_Score,Final_Score,Project_Score,Participation_Score
1695,34,87,0,41,65,48,2
1696,8,86,0,42,8,98,0
1697,28,56,8,24,67,41,10
1698,16,67,1,92,42,60,0
1699,6,64,0,84,44,43,8
1700,12,76,0,17,60,53,1
1701,17,90,10,53,36,61,3
1702,39,81,0,33,60,2,6
1703,33,78,8,2,82,34,4
1704,10,63,8,16,97,54,9
1705,13,89,6,41,90,11,8
1706,15,52,9,33,35,86,7
1707,18,67,3,17,7,81,7
1708,8,95,4,59,47,47,1
1709,28,56,1,95,13,93,2
1710,8,51,2,26,100,55,0
1711,1,82,8,13,75,90,7
1712,39,57,7,12,52,11,2
1713,6,57,1,85,48,22,7
1714,35,50,1,6,95,53,6
1715,20,89,2,3,31,73,6
1716,22,77,2,94,96,24,6
1717,35,53,1,32,68,6,6
1718,30,89,6,97,42,80,0
1719,27,78,8,60,35,32,10
1720,15,96,6,4,5,25,9
1721,24,55,3,3,23,52,2
1722,35,57,10,83,5,79,4
1723,8,65,1,64,17,33,3
1724,2,54,6,74,26,72,0
1725,9,83,4,15,39,40,2
1726,35,56,6,16,26,71,6
1727,8,67,1,89,34,71,3
1728,0,60,10,88,79,91,7
1729,0,50,10,44,49,50,10
1730,8,61,3,42,10,50,5
1731,26,92,6,83,21,34,1
1732,30,56,10,85,100,19,8
1733,2,55,8,83,84,73,0
1734,18,70,10,61,35,57,10
1735,32,100,0,43,75,12,5
1736,5,94,4,78,4,54,2
1737,25,100,9,88,46,34,7
1738,23,91,3,54,88,17,9
1739,19,87,3,79,81,34,10
1740,12,68,4,38,69,56,6
1741,17,80,3,45,87,90,7
1742,28,89,6,36,93,33,0
1743,28,75,7,17,41,90,6
1744,40,81,9,85,64,25,7
1745,15,83,8,96,32,20,9
1746,3,59,5,3,81,60,10
1747,29,66,0,64,46,74,3
1748,10,65,2,87,75,77,8
1749,0,83,5,70,11,9,6
1750,27,87,10,10,20,48,0
1751,7,50,0,79,13,39,9
1752,9,95,3,77,14,62,6
1753,5,100,9,37,60,58,8
1754,38,93,10,72,50,70,2
1755,27,55,6,42,85,72,6
1756,37,90,9,6,92,97,3
1757,14,53,10,83,53,52,10
1758,25,56,1,27,82,74,6
1759,38,55,0,16,66,2,3
1760,4,51,8,75,98,97,6
1761,2,79,1,34,8,45,0
1762,39,58,5,29,57,16,9
1763,12,56,0,17,69,29,10
1764,17,84,9,11,77,92,9
1765,28,50,2,95,82,16,0
1766,23,79,0,41,47,81,7
1767,17,79,7,90,11,12,2
1768,16,57,9,55,84,27,1
1769,39,87,3,95,67,47,1
1770,31,93,2,60,6,41,5
1771,35,96,6,8,88,38,5
1772,5,61,1,82,51,89,5
1773,21,51,3,50,38,92,8
1774,15,51,10,89,97,89,0
1775,36,54,10,20,18,4,3
1776,9,86,5,36,63,52,8
1777,27,87,9,73,15,93,2
1778,7,67,8,42,47,68,4
1779,26,97,7,81,72,4,7
1780,36,51,8,14,98,75,7
1781,24,88,10,15,93,19,10
1782,26,55,5,9,52,3,9
1783,17,51,6,29,9,84,0
1784,2,55,7,58,69,76,0
1785,33,56,5,38,68,62,5
1786,12,70,5,19,59,90,6
1787,30,95,2,36,11,21,1
1788,13,59,3,61,63,61,0
1789,34,75,9,85,23,17,2
1790,28,92,7,18,72,75,8
1791,14,71,3,50,31,52,1
1792,29,82,5,66,66,27,3
1793,12,96,4,67,4,23,5
1794,11,94,6,92,25,62,4
1795,21,94,9,28,97,31,6
1796,5,95,3,32,84,46,2
1797,6,96,2,27,10,32,3
1798,29,61,1,86,36,73,7
1799,31,61,0,12,59,66,7
1800,37,85,1,5,99,8,9
1801,0,58,1,88,54,38,6
1802,35,92,1,95,97,100,8
1803,26,62,5,18,98,32,1
1804,38,59,7,94,96,56,9
1805,11,93,2,34,42,96,4
1806,38,65,4,11,91,53,5
1807,5,85,2,89,72,92,0
1808,38,96,7,86,62,41,8
1809,23,72,6,34,53,2,7
1810,3,62,2,100,21,40,3
1811,3,59,0,18,96,92,1
1812,39,69,5,39,70,31,10
1813,3,89,6,6,86,53,10
1814,16,70,1,3,97,66,10
1815,21,88,1,52,75,20,5
1816,26,99,6,36,23,97,3
1817,8,79,3,12,73,43,7
1818,24,82,3,30,33,22,0
1819,35,61,6,42,50,53,0
1820,37,73,7,26,74,35,5
1821,37,83,6,22,45,9,4
1822,28,63,2,62,53,48,5
1823,3,94,7,98,76,26,2
1824,17,69,8,93,64,23,3
1825,14,94,1,71,38,50,1
1826,26,62,5,96,1,58,3
1827,34,81,10,38,70,62,6
1828,10,69,3,13,38,70,10
1829,35,71,7,5,96,84,8
1830,7,65,9,78,100,57,10
1831,27,84,5,100,39,20,6
1832,37,69,1,57,96,8,9
1833,0,82,4,82,15,47,4
1834,27,57,4,87,30,58,10
1835,4,52,6,76,97,53,6
1836,12,53,8,82,0,2,4
1837,4,73,10,40,24,85,10
1838,17,69,4,97,79,47,2
1839,32,68,7,70,46,3,10
1840,1,50,7,87,49,41,3
1841,22,80,7,78,45,58,5
1842,2,51,8,55,26,42,0
1843,16,90,10,64,15,1,6
1844,29,84,1,38,91,52,9
1845,30,65,5,42,18,78,5
1846,8,55,3,49,22,31,2
1847,9,61,3,86,11,60,4
1848,8,69,3,58,67,80,7
1849,29,93,7,53,27,35,1
1850,19,87,1,84,82,60,1
1851,5,73,3,17,20,56,4
1852,37,51,8,44,32,90,0
1853,31,90,8,76,40,69,7
1854,20,66,7,39,28,38,3
1855,25,70,10,16,88,17,9
1856,19,87,3,99,58,63,1
1857,34,78,6,2,92,38,0
1858,11,86,3,84,20,58,5
1859,35,70,10,82,97,93,10
1860,30,98,2,5,9,13,0
1861,2,51,0,92,87,12,2
1862,7,56,0,88,5,13,8
1863,19,53,7,90,46,42,10
1864,18,89,2,6,93,96,6
1865,5,65,5,48,26,12,7
1866,2,98,1,16,56,9,7
1867,30,95,3,62,26,48,2
1868,29,82,2,84,0,9,4
1869,40,67,10,27,99,85,5
1870,8,64,8,43,82,54,3
1871,29,68,6,4,71,21,10
1872,3,77,4,84,72,73,1
1873,17,64,2,82,17,100,6
1874,18,83,5,93,81,45,10
1875,13,90,0,0,92,32,5
1876,37,60,10,0,82,20,5
1877,1,74,3,70,10,40,10
1878,10,66,10,25,69,81,5
1879,28,69,4,42,27,83,0
1880,36,56,0,96,50,45,6
1881,27,62,3,85,5,36,5
1882,20,82,8,53,40,73,8
1883,24,70,4,92,18,64,5
1884,12,75,1,64,11,26,6
1885,19,57,0,30,58,13,7
1886,38,55,3,2,29,29,0
1887,33,68,0,64,63,52,1
1888,38,63,3,11,45,83,3
1889,7,85,1,34,88,53,10
1890,18,70,1,94,87,71,0
1891,4,56,8,89,99,52,2
1892,38,81,4,29,60,61,0
1893,23,55,5,64,42,17,4
1894,30,63,10,12,9,23,2
1895,21,89,4,40,92,34,10
1896,38,71,3,48,60,58,5
1897,35,53,2,74,74,9,7
1898,19,53,3,80,11,1,4
1899,37,86,2,87,54,94,2
1900,14,58,1,35,52,14,5
1901,0,95,3,17,62,53,5
1902,0,52,6,84,82,89,7
1903,3,68,0,99,49,26,1
1904,29,62,10,18,30,57,4
1905,16,84,3,67,14,92,9
1906,6,78,3,67,67,89,9
1907,26,95,8,13,67,48,10
1908,40,87,2,82,95,57,9
1909,22,51,3,80,12,14,5
1910,29,68,5,58,13,22,4
1911,0,72,9,60,81,49,9
1912,25,93,0,41,20,17,8
1913,17,56,6,99,24,16,0
1914,28,65,7,74,26,16,7
1915,18,68,0,17,39,60,4
1916,8,91,6,7,59,43,5
1917,8,86,2,16,64,10,2
1918,19,66,6,89,66,33,7
1919,9,61,9,82,50,28,8
1920,27,59,4,66,32,42,3
1921,22,95,9,35,29,15,3
1922,17,94,10,66,24,86,2
1923,8,85,10,71,66,4,6
1924,18,90,5,9,95,64,6
1925,25,58,3,79,19,25,9
1926,32,94,4,72,49,53,7
1927,40,74,8,45,27,61,6
1928,4,62,6,4,3,41,9
1929,5,95,5,38,7,66,4
1930,3,98,9,4,91,40,2
1931,24,59,0,0,55,13,7
1932,12,68,4,99,49,32,5
1933,27,76,0,61,47,98,5
1934,6,68,5,70,97,80,0
1935,3,52,8,96,73,65,1
1936,4,75,0,18,86,18,1
1937,11,69,9,73,53,69,6
1938,16,81,6,72,77,43,1
1939,39,78,9,80,90,65,2
1940,37,85,6,89,34,97,5
1941,26,50,4,12,78,13,10
1942,23,69,8,33,91,1,0
1943,36,78,10,23,42,62,2
1944,11,59,2,95,73,65,2
1945,18,82,2,75,43,23,1
1946,15,92,4,10,63,22,9
1947,37,61,7,84,36,21,9
1948,22,71,10,85,52,80,7
1949,33,64,6,90,14,78,4
1950,33,81,4,41,12,77,6
1951,10,95,3,17,67,90,0
1952,13,63,6,68,61,48,6
1953,24,80,7,70,81,59,2
1954,3,75,2,82,74,13,3
1955,36,83,3,92,4,90,8
1956,17,80,6,99,15,12,4
1957,10,59,5,20,44,99,2
1958,31,57,5,93,15,10,1
1959,9,64,4,44,37,52,0
1960,16,73,7,57,47,45,10
1961,13,94,2,98,64,51,8
1962,16,100,4,33,44,24,0
1963,5,92,8,72,62,18,9
1964,3,50,6,97,24,1,2
1965,0,76,7,19,48,78,2
1966,35,86,0,37,58,56,4
1967,28,52,5,68,35,64,7
1968,36,68,7,38,92,73,10
1969,30,78,2,95,92,68,3
1970,8,97,0,47,88,85,4
1971,25,59,5,74,12,8,10
1972,15,52,1,74,96,41,9
1973,39,70,5,56,11,83,1
1974,30,66,6,41,23,12,9
1975,26,59,4,55,67,81,0
1976,40,91,9,27,52,32,5
1977,21,84,1,91,25,51,2
1978,9,85,3,48,73,75,6
1979,22,84,5,21,95,27,0
1980,4,77,6,61,24,12,6
1981,36,83,2,56,9,42,8
1982,9,61,3,93,48,44,6
1983,12,96,4,95,39,78,1
1984,32,98,1,40,99,54,8
1985,36,77,6,19,5,21,3
1986,5,50,6,41,70,47,9
1987,34,77,3,1,34,82,0
1988,33,75,8,38,25,98,6
1989,19,100,10,93,50,21,2
1990,1,96,4,8,73,65,6
1991,23,91,4,53,72,50,2
1992,17,66,2,95,49,66,10
1993,9,79,9,14,27,85,1
1994,31,99,0,83,42,37,8
1995,11,64,4,62,12,24,9
1996,1,65,2,96,51,90,9
1997,4,52,5,1,7,9,0
1998,31,94,4,68,68,72,0
1999,26,93,6,47,82,32,5
2000,13,70,10,9,12,5,2
2001,10,55,1,22,68,98,1
2002,27,88,5,61,85,58,4
2003,31,58,7,67,76,54,10
2004,18,76,4,8,96,47,7
2005,12,85,0,68,45,46,10
2006,16,65,3,93,63,68,10
2007,28,98,0,29,7,66,6
2008,18,52,8,83,83,33,2
2009,24,57,4,41,57,14,6
2010,16,62,4,44,43,85,5
2011,13,73,5,8,56,74,5
2012,19,86,3,4,32,30,2
2013,36,83,5,90,33,14,3
2014,30,57,8,75,84,91,7
2015,5,64,0,86,43,86,1
2016,11,57,7,29,36,45,2
2017,25,53,5,24,9,73,3
2018,26,57,10,19,31,18,3
2019,14,73,8,81,26,68,8
2020,10,63,7,84,86,41,2
2021,25,75,7,77,56,75,5
2022,6,97,9,24,2,44,6
2023,37,50,10,33,91,75,3
2024,23,61,8,14,17,28,8
2025,26,50,2,23,21,70,10
2026,22,84,9,30,67,14,2
2027,2,95,9,59,70,73,8
2028,17,84,9,75,64,81,0
2029,11,56,5,11,73,88,8
2030,3,100,8,39,92,85,2
2031,17,54,3,88,6,52,8
2032,20,58,0,46,0,71,1
2033,22,66,1,47,76,98,8
2034,14,98,4,95,55,60,10
2035,22,87,8,74,42,41,9
2036,24,70,10,38,38,14,1
2037,13,67,3,33,88,47,10
2038,2,57,8,54,17,32,0
2039,22,63,8,50,2,20,4
2040,14,51,6,37,33,80,6
2041,36,73,8,68,68,74,0
2042,5,50,3,8,31,55,10
2043,38,69,1,91,53,57,9
2044,7,99,2,11,42,25,6
2045,10,98,9,28,44,33,8
2046,22,74,6,44,73,78,7
2047,16,75,3,39,83,37,10
2048,27,87,0,78,56,82,6
2049,22,50,2,1,27,65,2
2050,16,84,6,10,82,82,1
2051,4,96,3,29,20,33,10
2052,9,98,9,100,70,91,8
2053,17,81,9,26,77,43,0
2054,22,74,2,30,98,48,2
2055,27,75,2,71,54,48,6
2056,20,66,5,31,68,17,9
2057,11,55,8,50,68,33,4
2058,1,54,7,58,91,84,8
2059,38,50,8,30,99,53,3
2060,23,87,10,48,11,57,7
2061,8,68,2,24,17,8,9
2062,24,59,9,74,21,27,0
2063,8,73,2,7,89,42,0
2064,23,89,5,58,85,81,7
2065,14,78,7,74,74,56,2
2066,22,60,10,1,2,67,10
2067,17,72,0,54,49,96,5
2068,29,69,0,71,49,47,4
2069,8,77,9,23,24,48,3
2070,27,71,9,15,80,42,5
2071,25,73,9,96,97,95,1
2072,10,76,2,27,34,59,7
2073,26,77,5,45,74,41,1
2074,11,82,2,69,39,54,4
2075,28,90,9,53,46,26,4
2076,38,54,5,27,81,29,8
2077,9,69,3,12,10,81,4
2078,37,65,4,69,87,57,1
2079,35,65,0,23,14,58,1
2080,20,99,2,99,8,93,0
2081,5,97,0,29,68,59,1
2082,20,73,0,54,29,86,1
2083,40,75,7,61,14,43,9
2084,32,79,1,17,54,70,1
2085,10,94,7,29,36,9,8
2086,36,60,9,57,85,75,4
2087,22,84,8,26,43,69,7
2088,29,60,3,9,6,3,4
2089,18,50,5,31,17,2,10
2090,4,65,9,17,73,15,9
2091,14,54,3,35,71,20,1
2092,25,53,0,50,83,55,6
2093,34,91,7,80,85,79,8
2094,33,93,2,84,56,20,1
2095,15,52,7,7,28,47,6
2096,15,56,5,68,39,87,7
2097,34,93,4,86,28,72,9
2098,13,98,0,34,59,93,6
2099,27,83,5,67,79,81,5
2100,33,77,8,83,75,80,5
2101,40,86,2,41,56,12,9
2102,16,81,2,29,15,46,1
2103,7,60,0,15,79,56,4
2104,25,87,2,14,33,94,6
2105,22,67,1,73,54,41,5
2106,7,78,9,31,91,26,10
2107,0,83,8,71,14,1,7
2108,18,52,5,56,58,15,9
2109,3,81,8,94,69,44,6
2110,26,84,3,93,81,85,6
2111,12,74,4,8,33,32,10
2112,17,78,0,49,45,52,3
2113,4,67,10,86,71,81,0
2114,17,87,9,62,42,80,10
2115,20,95,0,80,38,89,2
2116,0,78,1,86,39,17,1
2117,20,50,10,84,34,67,8
2118,26,61,0,92,73,72,3
2119,31,59,1,10,100,51,6
2120,19,100,4,78,43,55,4
2121,0,88,5,88,70,71,2
2122,19,92,6,66,89,24,3
2123,29,73,8,84,96,15,7
2124,3,71,7,5,4,56,8
2125,17,63,3,3,26,2,1
2126,6,99,4,46,99,56,1
2127,15,51,6,72,55,74,8
2128,17,84,1,79,11,58,2
2129,32,86,0,76,78,90,0
2130,27,97,9,33,0,77,1
2131,35,54,9,5,41,44,10
2132,17,54,9,57,5,82,0
2133,26,82,8,40,62,76,3
2134,22,61,8,26,70,45,3
2135,33,79,7,85,99,52,6
2136,10,76,9,77,44,64,8
2137,36,53,0,93,17,48,9
2138,5,76,0,80,99,95,6
2139,21,92,0,16,48,28,5
2140,33,93,7,82,77,79,0
2141,32,82,9,5,49,0,3
2142,30,72,1,82,18,34,6
2143,33,61,10,73,19,49,5
2144,40,64,4,9,91,91,1
2145,10,83,2,22,22,100,10
2146,31,66,6,47,63,13,3
2147,9,89,8,48,62,43,6
2148,5,52,8,44,47,39,8
2149,19,92,7,50,85,83,6
2150,26,63,2,90,7,96,8
2151,12,61,5,13,1,87,1
2152,4,90,7,51,82,63,3
2153,1,65,2,60,43,81,7
2154,26,63,4,91,1,93,2
2155,38,52,3,17,10,69,10
2156,1,94,7,10,73,70,3
2157,16,58,2,99,88,11,2
2158,22,79,3,91,8,78,2
2159,10,58,2,16,100,47,4
2160,34,52,3,34,18,36,7
2161,23,92,1,4,63,6,8
2162,15,66,3,74,98,35,10
2163,6,57,7,93,35,50,7
2164,10,58,3,9,3,57,2
2165,35,79,4,17,56,0,6
2166,7,95,2,42,77,17,10
2167,26,95,1,65,5,41,0
2168,26,69,10,95,98,52,3
2169,6,53,2,19,37,80,5
2170,2,75,0,61,23,22,0
2171,5,53,2,60,0,32,0
2172,17,77,4,35,67,76,6
2173,0,93,1,98,74,27,5
2174,2,58,7,4,16,54,3
2175,2,77,7,48,66,36,10
2176,20,78,0,63,43,87,8
2177,1,71,7,32,86,47,4
2178,38,56,8,32,1,40,10
2179,8,89,2,82,64,74,10
2180,10,52,6,35,9,76,2
2181,39,93,1,30,61,59,7
2182,10,92,10,22,16,52,0
2183,13,75,1,17,66,54,6
2184,30,67,4,78,5,94,8
2185,0,97,6,82,91,75,9
2186,40,71,7,87,86,57,10
2187,20,91,8,98,65,19,3
2188,17,98,1,41,59,48,10
2189,18,88,4,72,52,53,6
2190,7,84,10,35,75,40,0
2191,4,79,1,39,85,20,4
2192,10,89,9,30,52,93,6
2193,18,69,6,19,95,57,5
2194,0,59,4,26,54,36,6
2195,0,96,8,54,63,29,6
2196,18,71,6,98,17,0,4
2197,11,66,4,99,24,28,10
2198,32,57,10,22,60,14,0
2199,25,89,4,17,25,68,9
2200,39,96,10,75,37,95,4
2201,12,52,10,39,83,47,6
2202,20,98,5,30,43,96,7
2203,0,63,3,60,44,62,7
2204,11,65,7,0,91,28,10
2205,31,74,5,47,1,90,6
2206,16,69,2,41,26,1,5
2207,24,59,3,25,72,5,0
2208,34,68,10,74,22,32,10
2209,36,90,6,43,67,59,5
2210,25,50,9,12,86,17,8
2211,11,78,2,88,90,34,6
2212,39,64,4,42,56,88,4
2213,12,97,5,22,56,74,5
2214,19,93,6,0,58,84,2
2215,40,89,0,33,92,91,8
2216,29,91,2,61,21,62,7
2217,28,55,9,71,13,63,6
2218,31,75,3,22,90,17,5
2219,32,58,5,70,97,98,9
2220,5,54,4,36,42,96,10
2221,14,68,3,36,53,18,0
2222,3,65,1,83,79,2,6
2223,30,58,7,66,11,87,3
2224,14,76,3,57,96,46,4
2225,32,83,2,12,69,25,7
2226,19,89,3,62,44,49,3
2227,32,75,7,65,97,37,7
2228,17,84,7,44,63,47,2
2229,38,94,2,12,54,88,5
2230,9,100,1,17,97,48,6
2231,2,91,3,33,31,54,7
2232,33,65,5,82,38,24,2
2233,24,57,6,62,69,38,1
2234,27,82,3,46,68,4,8
2235,20,96,0,40,58,38,3
2236,14,88,9,26,77,52,6
2237,3,64,2,90,49,93,9
2238,26,58,3,10,75,3,4
2239,35,67,2,42,68,4,10
2240,29,50,1,47,63,44,7
2241,10,75,7,85,47,75,9
2242,24,52,8,95,34,60,0
2243,29,80,6,29,62,36,1
2244,34,99,7,64,71,30,6
2245,27,89,0,92,55,36,5
2246,29,96,7,43,100,33,5
2247,12,74,3,33,44,4,6
2248,24,98,7,88,56,76,3
2249,5,64,6,3,68,18,7
2250,31,53,10,99,83,25,2
2251,9,84,4,9,12,69,4
2252,34,90,5,23,61,83,8
2253,38,62,1,14,71,96,6
2254,19,82,8,41,11,17,2
2255,15,71,0,34,31,13,5
2256,6,66,10,40,30,71,2
2257,2,76,9,86,69,65,8
2258,39,69,5,97,8,81,3
2259,27,96,5,94,95,80,8
2260,31,76,3,42,79,78,0
2261,39,52,1,24,7,95,9
2262,3,96,10,7,41,18,7
2263,38,57,10,3,13,0,9
2264,14,64,1,72,37,100,3
2265,18,52,1,7,34,76,8
2266,4,78,4,65,34,21,4
2267,29,78,7,59,72,48,7
2268,3,82,3,58,42,94,1
2269,30,82,0,81,50,96,8
2270,27,90,4,74,54,11,1
2271,22,55,7,72,25,34,1
2272,28,79,2,34,38,4,5
2273,29,58,2,3,8,78,5
2274,23,64,8,89,66,71,7
2275,9,50,8,81,5,19,10
2276,29,55,1,68,97,12,4
2277,22,75,10,42,10,13,1
2278,38,51,6,22,38,5,2
2279,20,90,4,25,99,20,8
2280,0,94,2,73,30,40,6
2281,39,75,5,30,72,82,1
2282,9,58,7,88,11,82,10
2283,28,97,2,92,44,49,5
2284,30,91,7,57,26,77,5
2285,29,55,2,89,44,6,9
2286,38,87,0,58,50,4,1
2287,10,80,2,62,0,35,4
2288,21,87,9,58,18,65,5
2289,24,98,0,63,28,48,9
2290,24,90,4,31,1,34,8
2291,24,88,9,54,25,49,0
2292,34,63,10,60,60,32,3
2293,34,56,1,16,11,36,3
2294,34,84,10,97,59,90,2
2295,16,65,4,25,87,71,9
2296,8,68,1,20,1,10,7
2297,10,70,1,3,9,49,4
2298,38,87,8,50,66,64,3
2299,11,97,0,37,41,85,5
2300,23,69,9,29,3,13,3
2301,26,77,7,32,57,41,6
2302,21,77,9,22,55,73,8
2303,5,77,6,5,22,29,10
2304,4,52,4,77,84,22,7
2305,31,98,7,37,21,55,9
2306,8,83,5,38,49,4,5
2307,30,55,2,67,86,98,8
2308,15,71,3,8,33,2,7
2309,36,57,4,8,87,35,0
2310,18,53,7,14,67,98,0
2311,23,53,6,62,99,53,9
2312,11,73,0,63,81,50,10
2313,40,64,1,46,59,71,2
2314,10,98,6,97,84,56,6
2315,24,88,10,90,29,57,8
2316,22,93,6,82,35,2,8
2317,33,68,9,66,8,9,1
2318,14,76,10,25,70,86,8
2319,2,64,1,0,44,63,7
2320,13,87,4,98,74,58,8
2321,19,59,6,69,68,29,3
2322,25,100,8,32,21,95,3
2323,36,77,4,40,44,94,9
2324,3,68,1,27,50,50,4
2325,39,52,1,52,48,53,10
2326,34,88,10,51,43,97,6
2327,22,80,10,84,46,39,0
2328,24,95,8,11,77,90,6
2329,35,51,0,0,60,90,8
2330,12,69,7,92,92,19,2
2331,27,100,4,89,55,81,10
2332,9,85,4,22,12,97,3
2333,12,55,0,86,5,90,6
2334,2,75,10,16,35,99,10
2335,18,51,10,22,90,73,0
2336,17,64,2,88,77,64,7
2337,37,50,7,39,95,76,5
2338,19,80,1,32,38,32,9
2339,12,94,6,52,33,86,10
2340,1,52,5,50,6,54,4
2341,11,50,2,57,68,33,5
2342,6,82,5,51,11,29,0
2343,1,80,3,85,68,59,9
2344,20,92,3,89,9,29,6
2345,35,65,5,36,90,69,3
2346,37,98,3,56,3,17,0
2347,8,65,5,84,53,90,5
2348,26,70,10,20,31,18,0
2349,10,93,9,65,86,34,6
2350,24,82,1,89,40,0,10
2351,26,79,9,50,73,14,2
2352,26,69,1,97,93,47,0
2353,4,52,2,40,2,65,4
2354,16,67,9,57,54,13,5
2355,23,58,8,9,73,78,3
2356,1,85,10,30,9,61,3
2357,38,94,3,76,84,18,0
2358,26,79,1,98,47,20,3
2359,18,73,8,24,98,45,6
2360,20,85,1,23,26,58,10
2361,6,87,6,100,84,87,4
2362,13,95,1,69,57,24,9
2363,12,71,7,51,85,95,0
2364,5,92,1,18,37,65,0
2365,29,90,4,33,13,82,4
2366,37,64,8,3,40,10,7
2367,14,77,0,62,94,25,2
2368,23,85,4,82,68,76,1
2369,10,96,6,8,70,26,3
2370,26,86,5,64,69,26,10
2371,31,56,4,53,75,55,6
2372,32,57,10,47,32,58,4
2373,31,52,0,52,87,71,0
2374,11,64,6,67,45,66,6
2375,38,98,6,93,34,65,8
2376,20,92,7,75,53,39,6
2377,24,78,8,47,9,44,2
2378,22,71,6,10,95,88,7
2379,29,98,7,79,17,100,1
2380,17,73,5,98,54,21,2
2381,25,52,2,14,50,35,2
2382,19,94,7,26,32,80,6
2383,40,57,5,62,100,65,4
2384,34,82,3,24,17,65,10
2385,12,79,4,66,91,66,4
2386,2,99,2,64,32,86,3
2387,32,76,4,51,0,31,3
2388,1,93,0,7,36,20,2
2389,21,86,0,51,42,78,6
2390,40,75,0,23,51,54,6
2391,3,54,10,60,63,35,3
2392,39,77,6,57,8,61,10
2393,38,59,3,62,58,33,4
2394,28,70,4,18,39,85,7
2395,29,95,7,99,28,81,4
2396,13,90,4,1,100,87,5
2397,1,81,2,0,28,83,4
2398,15,66,4,72,84,33,3
2399,11,61,5,50,53,69,9
2400,40,50,10,55,23,1,1
2401,38,83,10,70,92,66,10
2402,37,58,3,36,49,0,3
2403,30,87,9,44,59,47,9
2404,40,72,1,65,8,22,7
2405,31,50,7,81,14,61,1
2406,32,73,10,86,84,10,3
2407,13,84,10,92,87,40,8
2408,11,57,8,16,86,71,10
2409,17,94,10,11,11,30,5
2410,34,93,3,47,65,71,4
2411,8,53,1,90,36,51,2
2412,25,87,1,64,53,48,1
2413,11,67,8,97,2,28,4
2414,10,88,4,50,99,60,1
2415,4,71,10,57,56,57,3
2416,7,70,0,45,25,95,8
2417,32,97,5,99,73,18,2
2418,40,59,0,29,95,93,3
2419,12,78,3,79,63,25,6
2420,8,66,0,85,40,70,7
2421,35,60,9,66,37,63,7
2422,8,65,7,79,41,20,1
2423,25,88,9,53,76,62,3
2424,19,98,2,71,33,0,10
2425,27,61,2,37,66,69,7
2426,23,96,2,91,38,33,6
2427,0,64,8,57,35,39,5
2428,24,65,9,28,46,74,5
2429,10,79,9,75,84,71,8
2430,4,59,0,25,91,27,4
2431,13,50,10,37,83,55,4
2432,17,97,5,77,50,83,10
2433,20,90,3,55,60,58,2
2434,36,50,7,88,77,9,6
2435,4,93,7,59,34,9,8
2436,13,83,9,32,41,62,9
2437,34,67,4,57,26,58,6
2438,8,96,3,44,7,98,3
2439,10,94,3,17,48,17,9
2440,3,77,2,56,83,13,0
2441,7,71,3,15,70,98,2
2442,36,90,1,60,51,78,9
2443,27,51,0,49,4,25,8
2444,13,53,6,29,68,80,8
2445,1,69,3,67,54,95,6
2446,28,95,3,9,96,12,3
2447,19,68,2,85,73,81,10
2448,37,82,7,36,9,35,4
2449,5,79,7,40,54,4,8
2450,11,96,9,69,54,13,0
2451,15,50,4,42,33,78,5
2452,1,59,8,6,54,91,4
2453,39,60,0,28,74,32,1
2454,4,74,0,88,85,66,4
2455,19,67,7,90,79,89,4
2456,11,76,7,6,94,38,0
2457,15,92,0,83,60,71,9
2458,29,67,4,69,24,83,4
2459,19,59,2,55,93,69,1
2460,20,89,7,87,62,20,8
2461,5,67,8,75,59,73,8
2462,8,81,0,40,64,47,4
2463,2,51,9,17,65,95,8
2464,19,83,3,64,3,5,2
2465,32,53,5,39,95,2,10
2466,36,70,7,87,3,73,5
2467,16,53,8,37,43,33,0
2468,40,64,4,17,27,28,6
2469,14,80,1,77,94,45,1
2470,18,75,8,79,99,1,0
2471,12,51,8,33,50,47,9
2472,22,95,4,82,82,85,7
2473,23,70,9,2,55,91,0
2474,23,97,8,66,9,17,2
2475,26,79,6,30,4,59,9
2476,22,56,9,67,46,24,9
2477,11,85,0,18,13,49,2
2478,10,87,9,44,31,36,9
2479,7,85,0,85,17,2,7
2480,23,85,3,77,74,49,3
2481,40,92,0,41,58,92,7
2482,9,95,2,50,64,73,5
2483,23,99,8,80,33,74,1
2484,10,95,6,90,16,12,5
2485,32,63,9,79,82,1,5
2486,28,70,0,17,8,74,1
2487,12,83,2,36,82,76,10
2488,27,92,10,23,30,21,7
2489,4,94,1,60,98,18,2
2490,16,68,0,60,66,62,5
2491,35,53,8,73,61,8,9
2492,19,51,2,80,33,39,2
2493,3,64,8,74,45,34,7
2494,27,79,2,83,24,39,10
2495,15,56,4,18,41,34,4
2496,38,68,0,85,78,32,8
2497,29,52,2,56,70,0,8
2498,29,77,1,64,31,44,4
2499,19,92,7,92,46,9,4
2500,31,76,1,67,41,11,2
2501,25,97,4,21,85,86,8
2502,2,80,10,83,49,5,1
2503,33,96,8,0,78,20,5
2504,9,80,7,22,91,75,2
2505,36,71,7,39,79,21,5
2506,16,56,9,8,14,19,10
2507,29,78,8,98,87,22,0
2508,27,70,9,70,2,37,5
2509,22,90,9,85,83,3,6
2510,12,59,6,62,21,43,7
2511,24,86,9,68,15,89,4
2512,17,57,5,23,52,15,2
2513,27,80,1,40,37,93,8
2514,34,99,3,37,2,28,0
