ID,Edad,Nivel_Educativo,Experiencia_Anios,Departamento,Horas_Entrenamiento_Mensual,Satisfaccion_Laboral,Remoto,Salario_Mensual
4924,47,Universitaria,28,Recursos Humanos,9,Muy Alta,Sí,6583.81
4925,60,Universitaria,38,TI,15,Muy Alta,No,8536.04
4926,19,Técnica,1,Recursos Humanos,6,Muy Alta,Sí,3581.66
4927,26,Secundaria,8,Recursos Humanos,8,Media,No,3638.27
4928,45,Universitaria,26,Marketing,11,Alta,No,7122.26
4929,48,Técnica,24,Recursos Humanos,10,Baja,Sí,5429.55
4930,51,Universitaria,32,TI,13,Alta,No,7502.77
4931,32,Universitaria,9,TI,14,Alta,Sí,4338.51
4932,65,Técnica,40,Finanzas,10,Alta,No,8622.41
4933,42,Postgrado,20,Ventas,6,Alta,No,6186.02
4934,53,Universitaria,31,Marketing,12,Media,No,6627.82
4935,25,Universitaria,5,Ventas,10,Alta,No,4020.8
4936,26,Técnica,6,TI,10,Media,No,3781.26
4937,54,Postgrado,36,Marketing,10,Baja,Sí,8443.1
4938,65,Universitaria,40,Recursos Humanos,13,Alta,No,8213.04
4939,62,Secundaria,40,TI,7,Alta,No,7368.02
4940,56,Universitaria,38,TI,8,Media,Sí,8313.86
4941,49,Secundaria,26,TI,9,Baja,Sí,5669.11
4942,34,Técnica,10,TI,8,Alta,Sí,4474.23
4943,52,Postgrado,34,Marketing,9,Alta,Sí,8146.97
4944,54,Postgrado,30,Ventas,10,Media,No,6646.19
4945,36,Universitaria,16,Ventas,7,Baja,No,4957.12
4946,61,Universitaria,39,Recursos Humanos,10,Alta,No,7988.57
4947,46,Secundaria,26,TI,10,Baja,Sí,5459.83
4948,24,Técnica,3,TI,10,Media,No,3376.13
4949,45,Técnica,21,Ventas,6,Media,No,4671.8
4950,26,Secundaria,2,Recursos Humanos,8,Media,No,2498.29
4951,45,Universitaria,24,Finanzas,5,Alta,Sí,6502.0
4952,23,Técnica,2,Marketing,6,Baja,No,3107.46
4953,46,Universitaria,23,Ventas,15,Alta,No,6240.69
4954,34,Secundaria,15,Marketing,9,Alta,No,4187.32
4955,33,Secundaria,12,Ventas,13,Media,No,3927.49
4956,40,Secundaria,16,Recursos Humanos,7,Alta,No,4990.75
4957,48,Universitaria,26,TI,6,Muy Alta,No,7121.95
4958,20,Universitaria,0,Finanzas,6,Alta,Sí,3464.41
4959,38,Técnica,14,Marketing,13,Media,Sí,4413.47
4960,43,Universitaria,20,Finanzas,11,Alta,Sí,6570.99
4961,53,Universitaria,34,TI,10,Alta,No,8335.29
4962,59,Postgrado,40,Ventas,8,Muy Alta,No,8989.0
4963,54,Universitaria,33,Recursos Humanos,6,Alta,No,7414.9
4964,39,Secundaria,19,TI,14,Baja,Sí,4477.62
4965,59,Técnica,35,Finanzas,15,Media,Sí,7379.44
4966,29,Técnica,11,Finanzas,8,Alta,Sí,4612.54
4967,59,Secundaria,39,Finanzas,11,Alta,Sí,7382.51
4968,30,Universitaria,10,Ventas,7,Baja,Sí,4187.26
4969,28,Postgrado,9,Finanzas,12,Alta,Sí,4867.3
4970,33,Técnica,14,Ventas,7,Alta,Sí,5317.31
4971,25,Postgrado,2,Finanzas,11,Media,No,4023.29
4972,57,Técnica,34,Marketing,9,Baja,Sí,7337.19
4973,57,Técnica,38,Marketing,8,Muy Alta,Sí,7991.73
4974,62,Técnica,40,TI,15,Alta,Sí,8198.09
4975,19,Técnica,0,TI,8,Muy Alta,No,3268.48
4976,47,Técnica,29,Recursos Humanos,15,Media,No,6057.18
4977,47,Secundaria,28,Finanzas,9,Alta,No,6286.13
4978,29,Universitaria,8,Finanzas,9,Baja,No,3840.59
4979,27,Universitaria,4,Ventas,7,Media,No,3875.47
4980,61,Postgrado,40,TI,17,Alta,Sí,8344.46
4981,28,Técnica,6,Marketing,13,Media,Sí,4071.79
4982,32,Universitaria,13,Ventas,9,Media,No,5003.97
4983,33,Postgrado,11,Marketing,7,Alta,No,4879.3
4984,34,Universitaria,15,Ventas,10,Alta,No,5339.22
4985,43,Técnica,19,TI,12,Alta,No,5443.2
4986,19,Secundaria,0,Finanzas,8,Baja,Sí,3124.02
4987,29,Universitaria,11,Finanzas,8,Muy Alta,Sí,5059.33
4988,43,Postgrado,19,TI,10,Media,Sí,6124.13
4989,40,Universitaria,19,Marketing,12,Muy Alta,Sí,5759.7
4990,35,Universitaria,13,Recursos Humanos,6,Alta,Sí,5270.98
4991,49,Secundaria,26,Recursos Humanos,14,Media,Sí,6203.94
4992,55,Postgrado,32,TI,14,Media,No,7819.75
4993,64,Secundaria,40,Ventas,8,Alta,Sí,7777.7
4994,20,Postgrado,0,Finanzas,9,Muy Alta,Sí,4253.58
4995,55,Técnica,36,Marketing,6,Muy Alta,Sí,7892.31
4996,20,Universitaria,2,Recursos Humanos,10,Muy Alta,Sí,4183.22
4997,47,Técnica,28,Finanzas,10,Alta,Sí,6719.31
4998,18,Secundaria,0,TI,10,Alta,Sí,2390.42
4999,47,Técnica,26,Finanzas,13,Alta,No,6513.95
5000,62,Técnica,40,Recursos Humanos,8,Baja,No,7566.13
5001,49,Postgrado,29,Marketing,6,Media,Sí,7178.11
5002,45,Técnica,21,Ventas,9,Media,No,5044.13
5003,38,Secundaria,19,Ventas,8,Media,Sí,5267.39
5004,63,Secundaria,40,Finanzas,13,Alta,Sí,8355.65
5005,30,Técnica,10,Ventas,8,Alta,Sí,4854.31
5006,44,Secundaria,20,Recursos Humanos,10,Alta,Sí,5177.27
5007,53,Técnica,34,Marketing,13,Media,No,6523.24
5008,24,Técnica,6,Ventas,9,Media,No,3250.15
5009,39,Postgrado,15,Ventas,9,Baja,Sí,5393.6
5010,27,Técnica,6,TI,14,Alta,No,4036.63
5011,56,Universitaria,33,Ventas,6,Media,Sí,7677.72
5012,32,Universitaria,9,Ventas,6,Alta,Sí,4771.05
5013,32,Universitaria,13,Recursos Humanos,13,Muy Alta,Sí,5190.9
5014,21,Universitaria,2,Ventas,17,Alta,No,3788.09
5015,49,Postgrado,25,TI,13,Alta,Sí,6824.51
5016,40,Técnica,22,TI,7,Media,No,5700.8
5017,23,Secundaria,0,TI,8,Baja,No,2677.99
5018,41,Técnica,22,Ventas,11,Media,No,5463.73
5019,37,Universitaria,17,Finanzas,12,Alta,Sí,5782.84
5020,54,Universitaria,35,Finanzas,4,Alta,Sí,7777.61
5021,37,Universitaria,14,Recursos Humanos,12,Media,Sí,5045.84
5022,29,Postgrado,7,Finanzas,8,Muy Alta,No,4698.77
5023,50,Universitaria,27,Recursos Humanos,8,Alta,No,6921.47
5024,45,Secundaria,25,Recursos Humanos,12,Media,No,5931.43
5025,25,Técnica,7,TI,15,Muy Alta,No,4362.81
5026,18,Secundaria,0,Marketing,14,Media,No,2724.73
5027,54,Secundaria,32,Recursos Humanos,6,Alta,Sí,6812.57
5028,39,Secundaria,17,Ventas,8,Alta,No,4542.35
5029,23,Postgrado,4,TI,6,Muy Alta,No,4941.05
5030,38,Universitaria,19,Ventas,13,Muy Alta,Sí,6123.88
5031,49,Secundaria,26,Ventas,7,Media,Sí,5809.3
5032,52,Postgrado,31,Finanzas,6,Media,No,7586.32
5033,32,Postgrado,12,Ventas,10,Baja,Sí,5033.88
5034,22,Postgrado,0,Recursos Humanos,15,Media,No,3655.82
5035,63,Secundaria,40,Ventas,5,Alta,No,7257.34
5036,65,Secundaria,40,Ventas,5,Media,No,7127.04
5037,23,Secundaria,1,Finanzas,9,Alta,No,2859.95
5038,42,Postgrado,23,Ventas,9,Alta,No,6984.81
5039,63,Universitaria,40,Recursos Humanos,11,Alta,Sí,8123.67
5040,57,Secundaria,34,Recursos Humanos,10,Alta,No,6545.19
5041,46,Postgrado,27,Ventas,11,Baja,No,6432.4
5042,24,Técnica,6,Recursos Humanos,6,Alta,No,4056.49
5043,57,Universitaria,34,Recursos Humanos,15,Muy Alta,No,7721.81
5044,30,Universitaria,8,Finanzas,10,Media,No,3998.27
5045,55,Universitaria,31,TI,11,Media,No,7224.63
5046,35,Técnica,12,TI,8,Baja,No,3891.14
5047,19,Técnica,0,Marketing,8,Muy Alta,Sí,3518.47
5048,25,Secundaria,6,TI,10,Baja,Sí,2879.42
5049,28,Secundaria,6,Ventas,14,Alta,No,3964.99
5050,50,Postgrado,27,Recursos Humanos,8,Media,Sí,7374.66
5051,55,Postgrado,36,TI,16,Media,No,8005.24
5052,65,Universitaria,40,Finanzas,12,Media,Sí,8736.96
5053,44,Técnica,22,Marketing,17,Media,No,5437.51
5054,37,Secundaria,16,Ventas,13,Alta,No,4397.51
5055,29,Técnica,11,TI,8,Muy Alta,No,5114.09
5056,60,Universitaria,39,Recursos Humanos,16,Media,No,7718.53
5057,48,Técnica,24,Finanzas,13,Alta,Sí,6167.16
5058,44,Técnica,22,TI,9,Media,No,6288.99
5059,49,Técnica,26,Recursos Humanos,12,Muy Alta,No,6267.1
5060,27,Técnica,8,TI,9,Muy Alta,No,4292.11
5061,20,Universitaria,0,Ventas,14,Media,Sí,3763.76
5062,62,Técnica,40,Marketing,12,Muy Alta,No,8343.18
5063,44,Universitaria,26,Recursos Humanos,13,Alta,Sí,6411.51
5064,52,Técnica,30,Marketing,7,Media,No,6810.09
5065,48,Secundaria,24,Marketing,9,Muy Alta,No,5784.93
5066,32,Secundaria,13,Finanzas,13,Muy Alta,No,4806.82
5067,33,Universitaria,12,Recursos Humanos,12,Alta,Sí,4652.1
5068,30,Técnica,10,Finanzas,4,Alta,Sí,5084.67
5069,52,Técnica,31,Marketing,14,Alta,Sí,6942.71
5070,28,Postgrado,9,Ventas,10,Media,No,4885.19
5071,38,Universitaria,14,Ventas,7,Baja,No,4484.19
5072,28,Secundaria,9,TI,15,Alta,No,3390.14
5073,47,Técnica,29,TI,6,Media,Sí,6429.77
5074,65,Universitaria,40,Recursos Humanos,11,Media,No,8359.13
5075,52,Secundaria,30,Ventas,5,Media,No,6450.41
5076,39,Técnica,18,Marketing,6,Media,No,4893.39
5077,55,Postgrado,31,Ventas,9,Media,Sí,7990.3
5078,48,Universitaria,28,Recursos Humanos,14,Alta,No,6556.27
5079,31,Técnica,11,TI,5,Muy Alta,No,4549.88
5080,41,Técnica,23,TI,13,Alta,No,6055.18
5081,49,Técnica,30,Finanzas,5,Muy Alta,No,6594.14
5082,53,Universitaria,35,TI,9,Alta,No,6790.26
5083,49,Técnica,27,Marketing,6,Media,Sí,6560.44
5084,32,Universitaria,9,Recursos Humanos,12,Muy Alta,No,4829.23
5085,60,Postgrado,37,TI,11,Baja,No,7920.45
5086,52,Técnica,29,TI,10,Alta,Sí,6472.24
5087,20,Postgrado,1,Marketing,10,Media,Sí,3924.61
5088,33,Técnica,15,TI,9,Alta,Sí,4915.15
5089,22,Técnica,0,Marketing,7,Alta,No,2887.53
5090,38,Secundaria,17,TI,7,Baja,Sí,4889.62
5091,27,Técnica,5,Marketing,8,Media,No,3264.68
5092,36,Universitaria,13,TI,11,Muy Alta,No,5244.13
5093,42,Técnica,18,Recursos Humanos,7,Alta,Sí,5462.86
5094,21,Secundaria,1,Finanzas,21,Media,No,2547.11
5095,46,Secundaria,28,Finanzas,9,Alta,No,6028.17
5096,36,Técnica,14,Ventas,16,Alta,Sí,5172.49
5097,60,Universitaria,38,Finanzas,5,Alta,Sí,8542.98
5098,19,Universitaria,0,Marketing,6,Alta,Sí,3609.12
5099,27,Universitaria,7,Marketing,13,Alta,Sí,4645.03
5100,60,Secundaria,40,Finanzas,17,Media,No,7259.48
5101,42,Técnica,19,Marketing,12,Baja,No,4883.79
5102,37,Universitaria,14,Recursos Humanos,16,Alta,No,4945.2
5103,65,Secundaria,40,Marketing,7,Alta,No,7693.61
5104,36,Universitaria,16,Recursos Humanos,14,Alta,No,5206.45
5105,40,Universitaria,19,Recursos Humanos,8,Muy Alta,Sí,5968.03
5106,41,Universitaria,19,Recursos Humanos,6,Alta,No,5666.92
5107,28,Universitaria,8,TI,8,Alta,No,4025.67
5108,63,Secundaria,40,Ventas,16,Media,Sí,7338.15
5109,51,Universitaria,32,Marketing,12,Alta,No,7418.04
5110,45,Técnica,21,TI,3,Alta,No,5451.86
5111,22,Universitaria,3,Ventas,9,Alta,No,4425.58
5112,22,Técnica,2,TI,8,Muy Alta,No,3861.74
5113,38,Técnica,16,Marketing,9,Media,Sí,5324.8
5114,29,Postgrado,5,Recursos Humanos,9,Alta,No,4077.33
5115,21,Técnica,2,TI,4,Media,Sí,3102.71
5116,59,Secundaria,39,Ventas,13,Media,No,7166.66
5117,37,Técnica,15,Ventas,9,Media,No,4710.94
5118,55,Técnica,35,Ventas,7,Media,Sí,7795.02
5119,42,Universitaria,19,TI,10,Alta,No,5282.01
5120,31,Técnica,9,Ventas,11,Muy Alta,Sí,4543.89
5121,28,Universitaria,9,Finanzas,7,Baja,Sí,4136.14
5122,49,Postgrado,29,Ventas,14,Media,No,7151.94
5123,28,Técnica,9,Ventas,5,Media,No,4018.42
5124,35,Secundaria,15,TI,5,Alta,Sí,4554.46
5125,44,Técnica,26,Marketing,9,Alta,No,6240.93
5126,35,Secundaria,16,TI,6,Muy Alta,No,4892.59
5127,40,Técnica,21,TI,7,Baja,Sí,5078.63
5128,28,Universitaria,7,Finanzas,10,Alta,No,4972.77
5129,38,Universitaria,14,Marketing,9,Alta,No,5127.66
5130,61,Universitaria,38,TI,10,Media,No,8384.97
5131,22,Postgrado,3,Finanzas,8,Muy Alta,No,4613.8
5132,40,Universitaria,18,TI,8,Baja,Sí,5392.66
5133,58,Postgrado,34,Finanzas,8,Media,Sí,7741.67
5134,42,Universitaria,22,Recursos Humanos,7,Media,No,5997.53
5135,58,Secundaria,40,Ventas,12,Baja,Sí,6768.26
5136,27,Técnica,5,Ventas,7,Alta,No,3271.28
5137,39,Universitaria,15,TI,12,Alta,Sí,5211.69
5138,36,Universitaria,14,Finanzas,11,Alta,Sí,4905.43
5139,18,Postgrado,0,Recursos Humanos,8,Media,Sí,3773.09
5140,24,Universitaria,2,Ventas,10,Alta,No,3753.1
5141,21,Secundaria,0,TI,12,Muy Alta,No,3545.64
5142,18,Secundaria,0,TI,14,Media,Sí,2869.42
5143,32,Técnica,11,Finanzas,7,Alta,No,4495.66
5144,57,Técnica,34,Marketing,10,Muy Alta,Sí,7613.1
5145,29,Técnica,10,TI,9,Alta,Sí,4563.73
5146,39,Universitaria,15,Recursos Humanos,9,Baja,Sí,4927.2
5147,39,Técnica,17,Recursos Humanos,13,Media,No,4944.18
5148,64,Universitaria,40,Marketing,9,Muy Alta,No,8240.02
5149,34,Técnica,10,Recursos Humanos,8,Muy Alta,No,4012.89
5150,46,Técnica,27,Finanzas,8,Muy Alta,Sí,6597.08
5151,63,Universitaria,40,TI,9,Muy Alta,No,8569.96
5152,31,Secundaria,10,Finanzas,12,Alta,No,4325.36
5153,37,Postgrado,13,Marketing,12,Alta,Sí,5465.77
5154,65,Universitaria,40,Marketing,14,Alta,Sí,8175.62
5155,50,Secundaria,30,Finanzas,14,Alta,No,6416.8
5156,60,Universitaria,40,Ventas,14,Alta,Sí,8221.57
5157,32,Secundaria,9,Marketing,11,Baja,No,3074.89
5158,29,Universitaria,7,TI,13,Media,Sí,3970.87
5159,57,Técnica,39,Marketing,9,Baja,No,7485.99
5160,37,Universitaria,18,Finanzas,12,Alta,Sí,5879.86
5161,47,Técnica,26,Finanzas,9,Alta,Sí,6582.31
5162,55,Universitaria,35,Recursos Humanos,11,Muy Alta,No,7976.57
5163,20,Técnica,0,Ventas,7,Baja,No,3089.82
5164,45,Universitaria,27,Finanzas,9,Alta,No,7196.25
5165,43,Universitaria,20,Recursos Humanos,14,Alta,Sí,6260.27
5166,47,Técnica,29,Recursos Humanos,12,Alta,Sí,6597.51
5167,30,Postgrado,7,TI,8,Alta,No,4783.18
5168,30,Secundaria,11,Recursos Humanos,10,Muy Alta,No,4218.11
5169,19,Universitaria,0,Ventas,13,Muy Alta,No,3784.91
5170,54,Secundaria,33,TI,5,Media,No,6517.38
5171,55,Secundaria,35,Finanzas,5,Muy Alta,No,7145.71
5172,19,Técnica,1,Finanzas,9,Muy Alta,No,3546.49
5173,53,Universitaria,32,Recursos Humanos,17,Muy Alta,Sí,8285.84
5174,43,Universitaria,20,Marketing,9,Media,No,5881.73
5175,28,Técnica,6,Ventas,9,Muy Alta,No,4118.97
5176,25,Técnica,5,Ventas,15,Baja,No,3390.89
5177,61,Universitaria,40,Recursos Humanos,11,Muy Alta,Sí,9059.14
5178,57,Secundaria,34,Ventas,8,Alta,Sí,6767.93
5179,60,Universitaria,38,TI,12,Media,No,8067.83
5180,39,Secundaria,19,Recursos Humanos,11,Muy Alta,No,6062.75
5181,37,Secundaria,15,Marketing,5,Alta,No,4707.53
5182,25,Universitaria,5,Finanzas,10,Alta,No,3916.24
5183,46,Postgrado,27,Ventas,14,Alta,No,6813.78
5184,57,Secundaria,34,Finanzas,7,Media,Sí,6733.15
5185,43,Universitaria,21,Marketing,12,Alta,Sí,6505.81
5186,47,Secundaria,26,Marketing,8,Baja,No,5759.36
5187,34,Postgrado,15,TI,8,Alta,No,5577.07
5188,37,Técnica,13,Marketing,14,Alta,No,4996.73
5189,33,Universitaria,12,Marketing,9,Baja,No,4853.28
5190,63,Secundaria,40,Ventas,8,Alta,No,7614.61
5191,60,Postgrado,40,Finanzas,9,Alta,Sí,8636.14
5192,24,Técnica,0,Ventas,11,Alta,No,3821.06
5193,33,Técnica,12,Ventas,7,Baja,Sí,3901.0
5194,62,Universitaria,40,Recursos Humanos,9,Alta,Sí,8500.72
5195,64,Técnica,40,Recursos Humanos,7,Alta,No,7840.73
5196,65,Técnica,40,TI,14,Media,No,7944.37
5197,44,Secundaria,22,TI,7,Alta,No,5553.31
5198,40,Técnica,22,Marketing,6,Alta,No,5548.43
5199,41,Universitaria,20,TI,11,Alta,Sí,5834.12
5200,26,Universitaria,8,TI,6,Muy Alta,Sí,4774.25
5201,52,Técnica,29,Marketing,8,Muy Alta,Sí,7286.98
5202,37,Postgrado,16,Finanzas,10,Media,Sí,5547.38
5203,54,Universitaria,33,Marketing,9,Media,Sí,7312.53
5204,59,Técnica,37,Marketing,7,Alta,Sí,7857.81
5205,34,Secundaria,14,Finanzas,13,Alta,No,4933.55
5206,64,Secundaria,40,Marketing,8,Alta,Sí,7813.03
5207,48,Universitaria,29,Recursos Humanos,7,Muy Alta,No,6558.12
5208,25,Universitaria,6,TI,9,Media,No,3583.92
5209,32,Postgrado,9,Marketing,4,Media,No,4396.36
5210,48,Secundaria,24,Ventas,13,Media,No,5147.0
5211,47,Postgrado,27,TI,8,Baja,No,7095.88
5212,63,Secundaria,40,Recursos Humanos,8,Alta,Sí,7790.66
5213,37,Técnica,18,Recursos Humanos,14,Alta,No,5614.96
5214,56,Postgrado,38,Marketing,12,Media,No,8136.39
5215,29,Universitaria,9,Finanzas,7,Muy Alta,Sí,4858.55
5216,34,Universitaria,11,Ventas,10,Alta,No,4652.6
5217,59,Técnica,39,Marketing,10,Alta,No,7794.82
5218,47,Postgrado,25,Finanzas,9,Muy Alta,Sí,7105.66
5219,46,Secundaria,22,Recursos Humanos,9,Media,No,5376.72
5220,36,Técnica,17,TI,12,Alta,No,5124.25
5221,63,Técnica,40,Recursos Humanos,11,Alta,No,7995.89
5222,28,Secundaria,6,Marketing,5,Media,Sí,3538.25
5223,51,Técnica,32,Finanzas,13,Media,No,6802.81
5224,24,Secundaria,4,Marketing,13,Baja,No,3517.25
5225,61,Postgrado,40,Recursos Humanos,7,Muy Alta,No,8671.24
5226,51,Técnica,30,Ventas,11,Alta,No,6607.19
5227,37,Universitaria,16,Recursos Humanos,9,Muy Alta,No,5296.68
5228,55,Postgrado,35,Marketing,20,Muy Alta,Sí,8501.54
5229,41,Universitaria,21,Finanzas,10,Muy Alta,Sí,6620.66
5230,27,Postgrado,9,Marketing,5,Baja,Sí,4684.56
5231,49,Universitaria,25,TI,11,Alta,No,7183.34
5232,32,Secundaria,14,TI,10,Muy Alta,Sí,4701.17
5233,54,Técnica,30,Finanzas,5,Alta,No,6329.99
5234,37,Universitaria,15,Recursos Humanos,7,Media,Sí,5156.33
5235,20,Técnica,0,Marketing,17,Media,No,2514.24
5236,54,Postgrado,33,TI,11,Alta,Sí,8107.41
5237,57,Universitaria,37,Ventas,8,Alta,Sí,7659.59
5238,25,Universitaria,5,TI,11,Media,No,3812.82
5239,57,Técnica,35,Recursos Humanos,8,Muy Alta,No,7303.45
5240,61,Universitaria,38,Finanzas,7,Alta,No,7979.26
5241,40,Universitaria,17,Ventas,9,Alta,No,5242.13
5242,57,Técnica,34,Marketing,11,Alta,No,6984.13
5243,28,Técnica,7,Marketing,7,Media,Sí,3961.34
5244,63,Universitaria,40,Finanzas,15,Alta,Sí,8650.76
5245,25,Universitaria,2,Ventas,12,Alta,No,3340.49
5246,46,Secundaria,27,Ventas,7,Muy Alta,No,6588.01
5247,47,Secundaria,25,Ventas,9,Alta,No,5702.28
5248,27,Universitaria,4,Finanzas,12,Alta,No,3963.56
5249,56,Secundaria,37,Finanzas,9,Alta,Sí,7441.53
5250,45,Universitaria,22,Marketing,12,Media,No,5814.68
5251,53,Universitaria,35,TI,6,Baja,No,7685.94
5252,30,Postgrado,12,Recursos Humanos,16,Alta,No,5253.14
5253,49,Universitaria,26,Marketing,12,Muy Alta,No,6451.14
5254,53,Secundaria,34,Ventas,10,Muy Alta,Sí,7766.04
5255,54,Técnica,32,TI,5,Alta,Sí,7698.58
5256,43,Secundaria,24,Recursos Humanos,7,Alta,Sí,5570.18
5257,39,Técnica,17,Ventas,11,Alta,No,5415.48
5258,21,Universitaria,0,Finanzas,11,Alta,Sí,4246.86
5259,48,Universitaria,26,TI,12,Media,No,6509.95
5260,35,Secundaria,15,Finanzas,12,Alta,No,4719.96
5261,55,Técnica,34,Recursos Humanos,8,Baja,Sí,7311.79
5262,41,Técnica,17,Recursos Humanos,11,Media,No,5393.18
5263,40,Universitaria,19,Ventas,15,Media,No,5809.68
5264,39,Postgrado,21,Finanzas,9,Alta,No,5957.8
5265,19,Universitaria,0,Marketing,10,Muy Alta,No,3358.74
5266,48,Universitaria,27,Marketing,13,Media,No,6476.48
5267,28,Técnica,5,Finanzas,5,Alta,Sí,4293.31
5268,45,Secundaria,23,Recursos Humanos,16,Alta,Sí,5379.08
5269,63,Técnica,40,TI,8,Media,Sí,7839.05
5270,49,Universitaria,30,Finanzas,9,Alta,Sí,7554.0
5271,22,Técnica,3,Ventas,6,Media,No,3047.42
5272,55,Técnica,33,Marketing,9,Media,Sí,6904.71
5273,27,Técnica,4,Ventas,4,Media,No,2926.32
5274,57,Universitaria,35,TI,9,Alta,No,7481.77
5275,63,Técnica,40,Marketing,12,Media,No,7483.34
5276,41,Universitaria,20,Marketing,12,Alta,No,5873.41
5277,52,Secundaria,34,Marketing,9,Media,Sí,6505.02
5278,61,Técnica,40,Ventas,14,Muy Alta,No,8500.26
5279,65,Postgrado,40,Recursos Humanos,9,Media,No,8125.78
5280,40,Universitaria,19,Ventas,12,Media,Sí,5603.36
5281,34,Secundaria,13,Recursos Humanos,8,Muy Alta,Sí,4478.49
5282,18,Técnica,0,Finanzas,10,Media,Sí,2963.89
5283,48,Postgrado,28,Marketing,6,Alta,No,8019.53
5284,48,Técnica,28,Ventas,8,Media,Sí,6204.83
5285,59,Universitaria,35,TI,7,Alta,No,7853.95
5286,59,Universitaria,38,TI,12,Baja,No,7339.63
5287,51,Técnica,28,Recursos Humanos,7,Alta,Sí,7004.61
5288,26,Secundaria,4,Recursos Humanos,9,Muy Alta,No,3530.35
5289,39,Técnica,16,Marketing,9,Alta,Sí,5298.45
5290,30,Postgrado,10,Recursos Humanos,5,Media,Sí,5149.42
5291,42,Secundaria,23,TI,6,Muy Alta,Sí,6284.57
5292,65,Universitaria,40,Ventas,11,Alta,No,8792.72
5293,35,Postgrado,15,Ventas,11,Muy Alta,No,6273.64
5294,29,Universitaria,7,Recursos Humanos,10,Media,Sí,3984.26
5295,57,Técnica,39,Recursos Humanos,11,Media,Sí,8053.88
5296,34,Universitaria,10,TI,7,Alta,No,4645.4
5297,32,Postgrado,12,Finanzas,5,Muy Alta,No,5866.6
5298,59,Postgrado,36,Ventas,7,Alta,Sí,7686.04
5299,32,Secundaria,8,Recursos Humanos,12,Alta,No,3838.97
5300,32,Secundaria,9,Marketing,6,Alta,No,3461.11
5301,56,Postgrado,35,Recursos Humanos,17,Media,Sí,8213.0
5302,30,Postgrado,9,Recursos Humanos,10,Muy Alta,Sí,5100.24
5303,34,Técnica,13,Ventas,14,Muy Alta,Sí,4756.33
5304,49,Postgrado,25,Recursos Humanos,8,Media,No,6072.42
5305,26,Técnica,8,Marketing,13,Media,Sí,3866.77
5306,57,Secundaria,35,Marketing,12,Alta,No,7080.57
5307,37,Universitaria,13,Marketing,10,Alta,No,5194.24
5308,43,Universitaria,24,TI,6,Alta,No,6302.62
5309,44,Técnica,21,Marketing,11,Media,Sí,5510.12
5310,38,Postgrado,15,Ventas,10,Muy Alta,No,6004.77
5311,35,Técnica,11,Finanzas,11,Alta,No,5266.22
5312,30,Técnica,6,Recursos Humanos,6,Muy Alta,No,4171.88
5313,33,Universitaria,11,Recursos Humanos,9,Alta,No,4510.81
5314,26,Técnica,8,Recursos Humanos,11,Alta,No,3718.98
5315,29,Universitaria,5,Marketing,12,Alta,No,4036.09
5316,61,Técnica,40,Marketing,9,Baja,No,7753.6
5317,55,Universitaria,33,Marketing,13,Alta,Sí,7386.77
5318,36,Técnica,17,Finanzas,3,Alta,No,4895.4
5319,24,Secundaria,3,Finanzas,5,Alta,No,2838.17
5320,52,Técnica,33,Finanzas,9,Media,Sí,6753.15
5321,65,Postgrado,40,Finanzas,6,Alta,No,8831.19
5322,35,Universitaria,16,Finanzas,7,Alta,No,5260.51
5323,33,Universitaria,12,Recursos Humanos,9,Media,Sí,5081.2
5324,56,Universitaria,36,Recursos Humanos,8,Muy Alta,No,7884.09
5325,21,Universitaria,0,Finanzas,12,Alta,Sí,3203.85
5326,42,Secundaria,19,Recursos Humanos,16,Alta,No,5787.14
5327,49,Técnica,28,Finanzas,10,Muy Alta,Sí,6719.92
5328,57,Universitaria,37,Finanzas,13,Alta,No,8208.32
5329,30,Secundaria,11,Finanzas,10,Muy Alta,Sí,4426.31
5330,62,Secundaria,39,Recursos Humanos,17,Media,Sí,7939.8
5331,34,Secundaria,16,TI,8,Alta,Sí,5191.09
5332,54,Secundaria,36,TI,10,Muy Alta,No,7885.47
5333,23,Secundaria,5,TI,12,Muy Alta,Sí,3800.05
5334,36,Secundaria,18,Ventas,10,Baja,No,4362.13
5335,30,Técnica,8,TI,13,Media,No,3762.6
5336,43,Técnica,25,TI,11,Baja,No,6006.38
5337,31,Postgrado,11,TI,12,Alta,No,4786.72
5338,48,Postgrado,24,Marketing,12,Media,Sí,6560.28
5339,21,Postgrado,3,Finanzas,13,Alta,Sí,4175.59
5340,56,Técnica,35,Recursos Humanos,5,Muy Alta,Sí,7374.87
5341,25,Universitaria,1,Marketing,10,Media,No,3383.7
5342,42,Universitaria,24,Finanzas,7,Baja,No,6456.87
5343,30,Secundaria,6,TI,9,Muy Alta,Sí,3987.54
5344,49,Universitaria,30,TI,9,Alta,No,7148.78
5345,55,Universitaria,35,Marketing,9,Media,Sí,7413.02
5346,55,Técnica,35,Recursos Humanos,14,Alta,Sí,7941.31
5347,45,Universitaria,21,Marketing,5,Alta,No,5454.49
5348,47,Universitaria,24,Marketing,9,Media,Sí,6351.11
5349,20,Universitaria,0,Finanzas,11,Media,No,3362.8
5350,45,Postgrado,24,Ventas,11,Muy Alta,No,6783.81
5351,20,Secundaria,0,Recursos Humanos,11,Alta,Sí,3225.49
5352,62,Universitaria,40,Recursos Humanos,14,Baja,No,8042.89
