actividad_fisica,pasos_diarios,calorias_gastadas,horas_de_sueno,nivel_descanso
3.9,8277.0,1668.14,7.29,79.45
6.85,13955.27,2865.3,6.8,72.89
6.64,13092.76,2841.8,7.45,78.71
5.91,12198.33,2315.56,7.64,74.75
3.36,6677.08,1272.76,6.66,67.29
4.53,8509.82,1888.5,6.56,63.54
6.82,13437.65,2798.69,7.81,77.04
5.21,10467.41,2162.6,7.22,72.5
8.48,17413.1,3580.53,7.38,77.41
5.59,11088.19,2237.13,7.25,74.6
5.29,9971.55,2157.85,8.56,84.84
4.54,9101.02,1716.49,8.38,84.11
5.2,10457.35,2293.66,6.63,68.51
4.77,9635.51,1874.86,7.13,74.61
6.06,12584.26,2394.04,8.1,73.36
6.44,13379.57,2539.35,7.92,73.83
3.82,7344.93,1463.92,7.47,80.25
3.0,5698.23,1128.32,6.7,66.73
2.25,3971.28,845.91,7.02,68.1
5.76,11873.38,2168.22,7.14,70.07
3.34,7414.31,1259.45,7.69,75.62
1.77,3383.79,903.16,8.69,89.72
5.58,11045.02,2306.71,7.02,64.65
8.74,18212.39,3588.39,6.78,67.94
4.99,10234.57,2114.08,7.42,75.47
6.26,12733.59,2686.51,8.22,84.2
5.12,9650.03,1871.96,6.49,65.99
4.85,10042.7,1817.68,8.52,87.75
6.38,12292.66,2471.07,7.38,70.93
4.56,8562.17,1778.86,6.99,65.15
5.4,10628.79,2130.38,6.38,76.08
5.48,10672.2,2148.32,7.99,78.44
4.0,7884.93,1621.08,7.38,72.88
6.49,12255.64,2598.75,7.62,79.58
4.74,9954.53,1822.74,6.87,76.67
3.87,8296.61,1329.0,7.28,70.04
5.8,10635.86,2222.62,7.16,66.6
3.65,7793.82,1406.0,7.43,68.09
5.04,9679.28,1992.2,7.03,78.28
4.99,10401.13,1881.56,6.43,59.07
6.63,13223.46,2602.46,9.41,93.96
5.71,11438.48,2171.72,6.55,60.57
4.96,9832.37,1972.4,7.63,69.03
6.23,13059.36,2383.35,6.26,61.13
7.09,13550.83,2749.23,6.1,56.33
5.84,11977.35,2203.82,7.57,72.23
5.02,10581.72,1990.86,7.62,86.25
3.03,6422.66,1126.25,8.38,85.95
3.4,7967.01,1451.61,7.78,82.45
4.54,8819.85,1857.45,7.4,78.07
4.09,8650.12,1627.31,6.84,67.85
4.72,9386.04,1808.07,8.55,83.29
5.08,10786.65,2072.04,8.15,82.75
5.79,11585.23,2386.89,6.63,67.12
4.89,9594.57,1971.97,7.53,72.42
5.73,12112.54,2452.27,7.6,76.66
5.1,9947.64,2084.65,7.26,69.05
2.04,3367.24,906.08,8.04,79.55
3.59,6923.57,1449.76,8.08,79.15
4.78,9877.25,1981.11,7.37,67.32
3.19,7066.94,1194.51,7.3,61.28
5.9,11855.35,2314.12,8.55,80.8
7.3,15251.35,2953.39,8.15,90.55
6.83,12977.2,2765.47,7.55,73.96
4.68,9138.04,1922.7,6.36,67.48
7.24,14327.89,3004.47,7.74,66.79
5.22,10388.72,1946.7,7.99,74.85
4.49,9030.79,1700.3,5.57,48.95
4.08,8505.25,1654.92,7.68,75.75
4.55,8870.19,1746.08,7.21,84.19
4.42,8904.98,2104.87,7.35,75.76
5.26,10488.69,2153.82,6.86,77.13
5.24,10018.78,2088.51,7.4,72.69
5.0,9952.3,1950.28,8.47,91.57
5.66,11238.98,2214.15,7.19,82.24
6.79,13489.4,2717.4,8.18,81.21
6.42,12864.54,2580.93,6.94,66.66
2.77,5583.14,1063.39,8.03,73.72
1.17,2122.09,440.33,7.5,73.47
6.4,13439.32,2695.02,7.75,77.87
2.95,5314.62,1318.32,7.51,85.2
4.66,8965.22,1890.34,7.95,73.02
3.24,7879.64,1163.81,5.7,57.33
2.3,4075.06,972.66,6.51,55.99
5.81,10947.51,2480.31,7.79,75.79
6.14,12644.7,2592.47,6.07,62.25
4.14,7231.91,1727.54,7.13,73.85
1.11,2109.24,587.62,7.46,77.56
4.18,9434.18,1677.59,6.92,71.19
5.59,10402.94,2297.89,7.02,73.06
2.78,4572.28,1044.58,7.69,77.13
5.28,9800.49,2139.24,8.21,76.83
4.98,10403.25,2123.77,6.83,59.03
5.87,12300.26,2288.63,7.1,68.24
5.18,10102.45,1985.6,6.99,69.21
3.54,7422.4,1425.91,5.81,64.32
6.79,14284.84,2695.28,7.6,75.49
4.76,10418.08,1969.8,8.15,80.56
4.96,9794.92,1938.29,8.21,84.04
3.6,6049.46,1611.88,6.89,67.55
4.34,8259.71,1605.06,6.62,70.29
3.67,7132.19,1594.49,7.52,85.05
4.74,9351.69,1819.75,8.08,91.76
7.57,15041.2,2847.43,7.61,76.57
2.94,6443.74,1200.65,7.7,78.71
2.58,5796.53,1006.4,8.3,90.89
7.21,14327.67,2771.74,6.98,69.08
4.69,9921.27,1706.27,7.35,76.86
4.0,8171.61,1597.72,8.64,80.77
6.56,13151.97,2721.53,7.36,72.07
4.09,8636.43,1695.13,6.61,71.91
7.74,15514.16,3101.28,7.03,66.72
6.02,13062.68,2454.64,6.84,67.79
4.27,7817.06,1704.53,7.75,69.63
8.24,16214.34,3151.41,6.87,78.76
4.09,8119.6,1494.48,7.69,83.21
6.11,12446.01,2424.94,6.98,70.79
5.45,11531.86,2163.51,6.01,62.67
6.95,13893.02,2866.14,7.71,79.13
7.34,13973.42,3012.64,7.6,82.96
5.05,10517.27,2079.72,7.86,76.03
3.87,8117.23,1519.92,7.03,73.95
5.69,10408.99,2137.92,6.95,74.93
3.98,7964.95,1634.58,7.78,83.89
8.02,15245.09,3260.55,8.56,74.34
5.2,10077.28,1843.07,7.51,72.08
4.45,8452.63,1697.37,7.8,72.88
5.28,10958.67,2041.7,7.27,73.5
2.98,6017.04,1203.56,6.42,54.11
3.54,6442.36,1336.7,8.18,71.54
6.8,14041.27,2716.43,8.14,92.21
4.01,7312.41,1584.81,8.0,83.06
3.43,7024.32,1355.94,7.37,74.33
5.8,11202.95,2250.35,7.92,81.0
6.78,13374.27,2647.52,8.13,81.99
6.08,12409.0,2323.35,8.63,91.33
6.49,13248.87,2635.64,8.19,78.76
3.86,8398.1,1603.03,7.54,76.38
2.87,5693.44,1069.85,6.58,66.98
7.25,14657.23,3052.86,7.61,70.86
4.52,8813.09,1774.93,7.68,83.18
4.62,9338.5,2002.52,8.0,77.73
6.99,14204.33,2732.7,8.45,89.56
5.83,11619.54,2131.08,7.43,74.91
5.68,10465.79,2313.75,8.97,97.87
8.25,16660.74,3323.86,6.27,57.48
4.03,8251.73,1617.33,7.79,72.51
6.39,12443.43,2492.48,6.94,64.88
5.09,9528.85,2030.75,6.16,62.32
5.4,11543.72,2110.03,7.36,81.29
7.29,14831.13,2886.85,6.48,72.77
5.76,11408.97,2388.86,7.39,62.32
5.81,11046.37,2341.4,7.52,76.49
6.61,12806.61,2704.5,8.28,66.77
4.45,9556.44,1757.84,6.44,68.42
3.74,7551.2,1462.27,8.14,86.95
3.43,6590.28,1257.77,7.57,75.49
2.05,4355.77,783.18,8.22,82.62
8.08,15761.42,2901.61,7.2,72.35
3.35,7440.8,1279.05,6.57,61.75
4.67,10012.64,1859.06,6.65,68.64
4.58,8936.27,1890.28,6.6,64.8
5.46,10607.88,2157.58,7.83,83.0
6.22,11138.15,2524.21,8.53,84.77
6.29,11840.63,2298.31,7.1,66.74
4.13,7581.03,1644.47,7.94,71.72
4.75,9566.23,1731.78,6.43,55.02
5.42,10684.62,2048.72,7.63,82.82
4.63,8581.26,1832.07,7.97,77.39
7.41,14681.45,3092.03,6.49,66.56
5.74,11725.59,2331.71,7.36,82.49
6.1,12468.55,2442.75,8.0,77.2
5.99,11038.81,2395.78,5.45,51.33
6.76,13456.29,2632.72,8.43,83.69
5.27,9851.39,2054.21,7.75,77.62
3.05,6560.37,1264.64,8.0,89.45
5.6,11591.14,2101.28,7.21,79.94
4.02,7596.92,1668.49,6.29,66.05
4.21,8031.13,1643.98,7.87,85.99
5.88,11528.46,2434.37,7.44,73.53
6.86,12588.45,2839.08,7.52,76.72
5.03,10231.8,1845.45,8.26,81.11
5.46,10790.08,2127.14,8.03,73.88
7.55,15591.73,2935.78,8.84,94.47
5.36,10173.05,1963.18,7.61,78.74
8.9,17495.49,3457.76,7.02,70.25
5.85,10943.27,2583.43,7.37,73.67
2.36,4215.57,1004.49,7.79,70.38
6.13,11669.03,2643.73,8.21,77.22
5.57,11641.46,2311.6,6.47,66.41
6.93,13520.13,2699.67,7.51,72.41
6.01,12081.63,2365.73,8.63,85.18
4.79,9394.25,1975.77,7.33,72.8
3.16,5692.37,1309.17,8.15,78.1
4.69,9288.78,1816.85,7.85,73.61
3.72,7747.99,1338.69,8.17,73.63
4.13,7654.55,1980.46,6.93,68.6
5.88,12170.29,2339.03,6.94,72.46
7.5,14584.85,2969.37,7.51,66.92
5.59,10942.52,2248.14,6.43,64.15
3.21,6677.69,1258.2,7.31,74.52
5.67,11002.09,2279.03,7.68,71.82
6.79,13608.68,2846.67,8.75,94.6
4.09,8013.31,1621.68,7.78,75.89
4.8,9662.63,1803.32,7.94,78.87
5.02,8853.7,1992.65,8.32,82.34
3.82,6730.46,1482.62,6.82,59.39
5.97,12252.82,2531.36,7.38,78.89
4.82,10155.75,2044.54,9.2,87.2
5.63,10803.35,2262.47,7.44,73.26
3.67,7215.51,1339.63,8.28,85.8
4.34,8834.98,1614.94,8.17,89.05
6.08,12513.75,2434.94,6.47,59.25
4.44,7867.66,1809.93,7.72,74.94
7.59,14737.87,2998.72,7.6,82.94
4.4,8634.8,1712.2,7.73,79.63
5.34,11025.62,2075.53,6.97,73.08
6.4,14046.99,2557.22,6.72,61.93
2.87,5630.9,910.7,7.17,69.77
2.36,4014.08,833.38,7.43,73.48
2.71,5624.17,1021.9,8.33,79.01
6.89,14448.25,2878.3,8.77,79.35
4.17,8398.43,1587.5,8.48,82.22
8.84,17221.27,3552.97,8.1,87.79
4.15,8786.25,1684.11,6.8,68.27
5.28,10885.43,2240.52,7.21,79.01
7.31,14113.29,3051.52,7.65,77.36
8.01,16208.99,3197.91,7.06,66.75
8.09,16683.14,3189.35,7.9,85.43
6.81,14216.04,2658.64,8.0,81.11
6.54,13038.96,2590.33,7.88,83.56
5.89,11598.54,2312.11,8.22,76.83
6.17,12948.72,2522.38,6.87,73.86
4.17,7741.36,1711.32,8.15,86.87
3.77,7764.69,1568.26,7.01,71.58
4.99,9304.86,2123.9,6.84,64.38
4.74,10022.13,2084.18,7.87,78.49
4.32,8511.29,1740.53,8.35,86.57
6.04,12723.45,2527.78,7.84,79.59
6.43,13111.62,2538.02,7.51,78.15
5.13,9653.61,2171.54,7.72,82.23
7.22,15144.9,2992.67,7.6,72.71
3.29,7350.56,1415.83,6.71,61.34
4.71,9860.16,1893.21,6.63,66.11
3.92,7468.74,1503.07,7.44,72.8
2.2,4247.38,740.63,7.56,79.49
4.88,9824.67,1946.39,7.51,69.71
4.82,9282.9,2080.25,7.97,84.83
7.27,15386.52,2877.09,7.35,80.26
5.95,11964.6,2457.0,7.89,78.94
3.46,5575.77,1469.88,7.4,74.29
7.78,15731.96,3084.09,8.78,83.93
6.83,13489.02,2864.25,7.56,72.85
5.87,11708.83,2058.39,9.14,89.34
4.66,9136.24,1741.83,7.75,84.68
3.56,7525.21,1332.77,7.35,73.14
4.44,9443.22,1694.7,6.87,62.09
6.63,13407.77,2686.88,6.49,66.18
7.83,15484.1,3159.76,6.81,72.19
7.31,14609.06,2965.35,6.88,68.72
4.27,8543.25,1766.3,7.78,85.11
3.32,6239.93,1233.22,7.13,75.2
5.21,10712.12,1962.71,7.63,71.06
2.35,4924.7,978.57,8.4,81.22
5.48,11739.72,2130.88,7.44,75.52
4.78,10184.87,1754.39,8.96,81.22
4.3,8259.05,1817.51,6.68,68.45
2.61,5626.04,1182.69,7.39,65.14
5.77,11065.32,2463.88,7.12,76.34
4.2,8749.86,1699.08,8.16,86.09
3.25,6231.94,1360.64,5.93,61.85
0.69,871.59,413.63,6.49,61.52
4.96,10057.48,1919.35,7.42,75.1
7.66,13979.47,3174.42,8.59,83.29
7.49,14108.29,3024.3,7.66,71.43
4.31,8539.97,1817.11,6.55,63.85
4.1,8234.58,1657.28,6.66,70.11
5.7,11221.66,2410.89,8.67,86.93
3.5,6215.13,1423.32,7.07,77.91
5.45,10496.43,2032.68,6.84,72.23
6.15,12493.85,2604.84,8.53,88.64
6.84,13971.69,2641.41,8.21,74.03
4.85,9691.43,2065.21,8.39,82.49
4.69,9967.4,1868.77,6.83,63.03
3.68,7564.75,1590.81,6.43,63.41
3.76,7145.63,1617.35,7.59,72.47
4.66,9180.31,1907.13,7.73,75.46
5.55,10400.66,2271.27,7.76,82.86
6.37,12686.68,2590.41,8.53,87.72
3.8,8146.51,1316.71,6.29,67.9
7.24,14820.71,2907.45,8.1,73.01
4.59,9887.63,1725.72,6.73,67.61
4.97,9784.46,2004.3,8.1,85.82
3.88,8431.41,1437.38,7.17,79.21
1.36,2630.63,426.96,6.93,61.56
6.33,13387.93,2690.92,7.07,68.97
6.11,12199.6,2549.05,6.49,70.05
4.58,9509.63,1830.79,7.53,74.32
5.1,10938.53,2058.67,6.96,65.04
5.77,11451.1,2284.77,8.05,72.75
2.66,5421.56,1119.46,7.95,74.74
4.21,9057.27,1614.96,8.68,78.37
6.19,12316.29,2575.93,7.76,77.86
3.12,5576.69,1222.12,7.86,83.13
5.44,11952.18,2134.15,8.48,78.5
2.97,5695.37,1188.22,7.06,71.9
5.7,11478.67,2220.74,6.46,68.81
4.95,10471.08,2011.48,7.64,76.39
2.58,4850.36,977.18,6.5,56.99
6.75,12990.28,2745.7,9.22,94.11
3.9,7923.09,1680.85,8.52,84.92
3.78,6672.7,1441.92,9.01,89.37
5.3,10457.75,2107.28,7.54,72.7
6.72,13568.43,2735.32,7.89,79.29
3.48,6817.56,1346.92,7.18,74.33
5.09,9413.31,2083.44,8.12,93.13
5.64,12083.54,2312.83,6.65,67.05
6.04,12131.09,2524.19,5.72,64.75
5.26,11244.9,2045.27,6.95,71.25
4.45,8768.9,1685.51,6.48,64.31
3.76,7077.22,1472.69,8.53,86.09
5.13,10393.02,1954.91,8.77,81.6
3.39,6675.69,1413.17,6.52,66.71
0.62,647.07,131.01,8.4,74.08
5.65,12044.57,2495.24,8.17,77.35
6.36,12400.67,2671.95,6.4,64.56
1.46,1991.07,583.5,7.23,78.24
3.49,7634.89,1480.9,7.09,78.09
5.93,11605.31,2207.81,8.02,79.05
8.09,15868.57,3486.83,6.64,67.18
5.03,9179.69,1953.45,7.43,79.23
3.91,8686.46,1551.15,7.02,63.55
4.73,8806.57,1704.67,7.83,80.34
7.06,14153.85,2873.55,7.35,69.34
4.03,8518.42,1501.79,7.13,70.39
3.8,7813.28,1530.65,7.35,71.21
4.28,8521.94,1655.93,8.93,91.43
3.57,6289.18,1320.23,7.21,74.83
5.18,9963.15,1993.17,6.77,72.17
7.44,14967.94,2997.39,7.91,80.83
5.48,10575.65,2065.7,7.4,74.85
4.62,9344.62,1773.71,6.51,74.36
4.56,9465.44,1891.24,9.06,83.0
2.66,5791.68,1322.33,7.25,81.01
6.32,12036.24,2577.62,7.24,70.91
4.88,10864.81,1861.57,7.61,78.97
4.73,9842.3,1855.0,8.71,85.48
9.79,19578.47,3919.02,6.32,59.73
5.45,11441.03,2144.31,7.69,79.35
3.87,8927.33,1639.23,8.96,94.82
4.36,8001.57,1765.93,7.59,78.27
6.72,13332.71,2779.85,6.64,63.64
5.17,9150.6,2036.52,7.07,88.73
2.84,5781.49,1269.58,7.64,82.44
6.38,12940.38,2534.89,8.43,88.98
4.0,7975.99,1501.99,7.26,70.86
7.81,15292.63,3341.71,8.08,77.66
6.62,12215.39,2465.53,6.5,63.55
4.33,8844.8,1657.73,6.49,70.3
6.92,14570.77,2705.91,7.16,66.67
5.1,9908.06,2291.54,8.51,79.73
6.28,12778.35,2692.35,7.55,78.18
5.73,10670.13,2440.23,7.7,78.62
3.73,7689.54,1459.12,7.69,73.09
4.03,7872.66,1856.49,8.28,77.31
6.54,12708.67,2654.81,7.07,77.92
4.5,8615.49,1896.86,7.98,81.6
4.39,8592.25,1775.78,6.92,62.37
3.57,7325.85,1421.98,8.89,82.41
5.64,10614.72,2228.98,6.94,67.59
8.09,15989.02,3216.55,6.88,72.49
3.4,6776.67,1420.33,7.88,81.82
5.04,9523.14,2051.25,7.56,81.22
7.12,15134.99,2844.19,7.73,69.84
4.88,9334.33,2103.17,7.66,77.71
5.68,11022.4,1974.75,6.74,74.5
3.41,6323.67,1413.55,8.63,92.96
5.64,12184.16,2328.76,8.13,83.05
4.72,9715.02,2002.41,8.45,96.25
6.48,12488.89,2584.95,7.13,74.35
6.78,14115.27,2733.22,7.79,83.13
8.88,17869.04,3652.33,7.64,76.6
5.87,11867.53,2496.9,8.29,78.99
5.49,10805.15,2165.42,8.31,78.75
5.29,10208.44,2143.33,7.64,77.26
4.47,9109.38,1955.96,6.44,63.32
5.51,10742.91,1990.69,8.75,78.61
4.56,10022.17,1753.76,7.89,73.76
5.25,9870.74,2247.66,7.07,69.15
6.98,14720.87,2899.81,7.78,81.48
3.49,6924.71,1448.32,6.44,64.34
6.71,13569.18,2639.07,8.24,82.03
6.98,14367.92,2702.09,6.47,59.77
4.82,9330.67,1870.04,7.35,73.57
1.82,4066.56,881.69,7.67,83.31
4.09,6822.76,1572.46,8.23,83.05
6.95,13530.99,2788.34,7.57,68.21
4.97,9469.36,1910.91,7.94,73.19
3.5,6375.34,1484.7,7.48,77.75
4.24,8378.2,1643.26,7.48,73.65
6.26,12714.74,2494.61,7.56,75.23
5.82,11991.53,2159.7,7.37,70.61
4.64,9403.64,1695.3,6.32,65.71
4.45,8566.68,1780.67,6.96,68.12
4.41,9009.23,1632.43,7.67,75.78
3.62,7294.91,1657.06,7.33,69.0
7.42,15314.16,2763.07,7.39,78.52
4.52,9421.51,1726.59,7.27,71.63
6.83,13666.71,2731.97,6.9,71.99
7.28,14115.32,2876.28,7.15,65.58
6.5,12668.46,2488.57,7.29,81.52
4.35,8430.24,1645.24,7.5,81.42
5.61,11053.56,2143.17,7.78,68.2
4.96,10061.44,1956.81,7.37,69.73
3.64,7646.48,1652.97,6.78,70.18
5.49,10947.52,2202.41,6.52,58.61
3.23,6470.94,1410.87,9.32,92.52
6.78,13634.69,2763.31,6.71,69.22
4.3,8348.2,1832.62,7.14,70.45
5.3,10140.78,1840.7,7.86,81.31
5.42,9972.14,2139.53,7.75,74.06
4.61,8875.71,1975.37,7.86,67.43
5.88,11996.65,2294.84,7.19,76.81
4.29,8223.83,1891.31,7.67,81.55
6.31,12494.99,2671.17,7.54,87.95
2.98,6195.28,1145.5,7.28,61.78
5.19,10639.48,2025.51,7.67,80.47
7.91,15277.02,3062.0,8.24,72.54
3.5,7497.54,1336.84,7.48,83.63
3.98,8530.44,1470.09,7.49,77.33
5.77,10976.8,2351.23,8.25,77.72
5.27,10126.83,1962.14,8.17,85.63
5.53,11647.44,2270.75,8.61,83.32
5.73,11394.13,2356.32,6.27,64.21
5.95,10794.28,2214.71,8.13,82.37
6.66,12629.26,2820.8,7.92,87.93
5.61,11104.77,2297.25,6.88,77.88
4.64,8694.71,1930.22,7.68,73.77
6.01,11811.01,2327.68,8.24,87.65
7.85,15715.84,3202.17,6.92,70.97
4.8,10333.23,2033.06,7.81,71.03
3.54,6931.19,1405.42,8.11,77.62
6.66,13857.51,2864.44,6.75,79.18
4.82,10353.24,1932.18,7.4,75.79
1.74,4199.15,810.48,7.71,82.11
6.27,12684.64,2537.75,6.94,68.37
4.2,7412.37,1737.36,6.88,66.15
4.86,9958.81,1778.55,7.41,74.19
5.5,11520.14,2236.29,8.06,79.28
5.29,10530.97,2040.8,7.95,72.04
6.06,13000.65,2341.03,6.9,63.95
4.35,9123.46,1913.12,7.96,83.1
5.77,11823.45,2286.49,6.91,67.24
4.61,9764.55,1743.94,6.37,63.86
6.11,12383.12,2407.37,7.24,73.6
5.92,10599.7,2239.18,8.29,84.43
3.6,6944.11,1582.13,7.96,85.32
6.63,13856.53,2582.02,7.5,69.5
4.2,7988.31,1731.35,7.21,74.93
6.21,12312.44,2620.45,7.23,76.05
5.55,10579.44,2170.36,7.58,80.69
7.76,16406.51,3156.11,6.75,60.46
4.66,10170.35,1762.91,7.26,73.84
4.48,8510.12,2034.99,7.35,82.07
4.97,10015.39,2081.99,6.55,65.05
4.55,8750.21,1798.83,6.91,71.55
6.2,12707.3,2402.68,7.79,81.78
2.58,5405.91,1018.81,7.51,69.94
3.42,7244.81,1333.79,7.28,82.01
3.4,6962.55,1554.61,6.86,71.12
6.43,14318.63,2447.63,8.6,88.64
7.57,14617.88,3039.85,6.91,60.82
4.84,8831.35,1935.5,7.68,80.73
4.75,9296.99,1886.97,7.16,74.12
5.11,9426.16,2031.17,7.53,83.37
6.74,12739.4,2685.52,7.82,76.65
3.61,6717.28,1530.89,6.54,60.47
5.36,10254.01,2203.92,7.5,71.54
6.46,12448.28,2627.01,8.33,80.81
5.75,11762.39,1997.26,8.73,81.74
5.28,10315.65,2143.73,7.41,80.54
6.5,12913.38,2435.06,7.53,81.93
0.95,2337.42,442.69,9.05,89.5
6.02,11650.46,2554.17,8.29,80.98
4.02,7905.5,1514.93,7.07,61.6
2.25,4690.98,875.44,7.07,74.15
5.77,10562.82,2246.79,8.17,89.96
7.06,12928.52,2947.74,6.79,64.74
4.79,9760.71,1927.03,8.26,82.03
6.43,13104.63,2744.56,7.73,79.51
7.42,15868.94,3008.74,7.86,87.25
6.97,14023.79,2813.19,7.32,74.2
7.46,15329.76,2990.8,7.06,71.57
6.11,12128.65,2527.08,8.52,86.13
5.11,10374.91,1871.49,7.33,66.15
2.6,6027.73,1047.35,7.21,64.89
4.63,8199.82,1845.36,7.44,70.4
3.74,7677.07,1566.59,7.64,81.42
8.26,17580.62,3283.8,6.78,66.11
4.74,9613.36,1790.6,7.1,68.4
5.18,11194.9,2074.66,7.07,67.94
5.83,11339.85,2222.61,8.09,80.23
5.07,10114.78,1833.64,6.88,77.31
7.54,15101.92,3089.74,6.27,61.95
4.07,7023.26,1684.32,6.12,57.3
5.29,9999.73,2163.47,6.47,64.83
3.89,7224.15,1684.81,8.45,93.31
3.02,6450.97,1141.48,7.51,72.6
4.08,8600.77,1489.83,7.85,72.6
4.94,10050.91,1970.77,7.88,76.25
4.36,9124.14,1707.67,7.54,76.04
3.96,7840.66,1500.32,7.45,77.92
2.89,6382.01,1148.22,8.23,87.35
4.88,9755.08,1888.98,7.6,70.79
2.74,5514.77,913.57,8.48,80.04
6.14,12147.37,2411.92,7.93,77.73
5.12,10589.54,1935.83,7.07,74.1
2.81,5416.75,1148.63,7.15,65.22
4.54,9560.59,1748.87,6.99,66.87
3.87,7177.46,1659.87,8.35,80.56
5.48,10408.07,2351.89,7.22,76.87
7.01,14365.06,2872.21,6.94,72.05
2.19,4330.21,719.79,7.72,81.76
5.17,10118.13,2219.54,7.43,81.01
4.76,9964.63,2061.49,7.71,75.53
6.01,11710.39,2404.68,8.82,82.29
5.32,10539.49,2260.21,8.14,75.49
3.87,8443.71,1493.65,7.52,66.0
4.52,9812.41,1621.94,6.51,62.85
3.81,8398.12,1446.36,7.15,69.58
6.61,13086.96,2818.53,8.0,83.92
5.03,10679.29,1863.68,6.68,66.89
7.85,15229.1,3140.67,9.0,87.54
4.91,9364.57,1967.02,7.51,74.52
3.94,6699.55,1523.66,7.53,70.15
2.73,6295.29,1047.42,7.03,75.46
2.3,4158.59,925.34,7.85,74.55
2.62,5184.33,993.3,6.69,61.19
5.4,10346.22,2018.07,9.02,94.24
5.76,11873.76,2326.74,8.42,87.09
2.63,5068.61,1158.62,8.19,73.27
6.34,12032.71,2623.98,6.53,69.54
4.28,8771.65,1629.19,7.64,72.73
5.22,9723.51,1962.95,8.35,81.59
7.42,14417.96,2938.91,7.92,80.09
6.35,11637.07,2694.88,6.8,70.92
4.6,8482.43,1903.44,7.04,72.68
3.66,7415.69,1535.68,7.18,71.59
1.77,2562.29,797.9,7.08,68.65
3.92,7101.97,1610.58,8.57,87.76
4.68,9365.42,1885.38,6.16,60.96
3.52,6766.66,1473.92,7.96,88.62
4.8,10602.25,1866.63,6.6,68.89
5.12,11147.5,1904.66,6.83,63.65
4.66,8891.47,1937.39,6.09,58.54
4.02,8328.56,1733.77,7.12,71.4
5.25,10880.61,1989.37,8.56,92.07
5.66,11027.08,2347.36,7.69,83.91
3.36,5981.03,1513.84,6.66,64.63
7.12,14226.65,2846.33,8.21,77.45
4.85,9617.81,1859.05,8.36,78.31
5.03,9838.67,2023.61,7.57,76.99
6.06,12345.8,2369.88,8.92,100.76
5.35,10324.28,2078.26,8.08,83.45
6.43,12283.41,2615.2,7.98,71.81
5.43,10915.91,2011.9,6.94,65.75
4.08,8355.67,1488.14,7.94,76.27
5.54,10496.19,2218.83,7.65,72.41
3.28,7032.87,1311.53,7.86,76.7
5.16,9440.44,2099.49,7.02,72.05
4.95,9611.25,2167.58,7.59,79.31
4.69,9246.65,1885.58,6.93,74.74
4.81,9296.28,1982.69,6.0,62.59
2.18,4071.92,773.34,8.2,72.22
4.18,9289.36,1747.56,6.45,59.2
5.14,9853.09,2003.07,7.58,74.96
5.24,11700.18,2103.06,7.73,78.07
3.46,7135.54,1372.51,7.73,81.59
6.9,13843.15,2862.72,7.3,73.23
3.7,7639.6,1349.3,7.69,77.15
6.45,14173.34,2353.35,7.83,79.49
5.64,10784.79,2234.97,8.01,78.87
4.03,7501.11,1659.12,8.71,87.57
7.66,14948.5,3080.41,7.66,82.27
3.21,6435.16,1407.04,7.54,75.03
6.38,11894.58,2595.23,6.87,68.5
6.5,13012.92,2543.96,7.81,77.88
3.99,8834.91,1365.09,7.97,86.16
7.09,14253.1,2811.75,7.37,68.11
4.62,9103.52,1952.77,7.88,87.69
5.43,10557.0,2134.01,7.3,67.07
5.39,11230.22,2159.03,7.97,76.43
4.8,9184.16,1961.55,8.14,85.11
6.22,13355.62,2384.96,8.13,86.44
6.19,13347.15,2538.42,7.58,68.81
2.38,4882.78,1114.59,6.77,62.26
6.96,13907.26,2765.32,7.07,72.11
2.51,5527.85,889.6,7.92,90.89
6.55,13645.04,2612.87,9.21,98.37
6.69,12977.12,2453.58,7.26,71.37
3.36,6463.82,1379.11,7.82,66.1
4.38,8106.38,1798.74,7.11,71.52
3.34,6887.42,1504.14,6.82,69.99
4.68,9688.55,1851.65,7.03,68.35
4.54,8400.93,1856.03,6.04,56.17
6.17,12111.38,2381.67,8.45,85.27
6.97,13257.3,2750.54,5.94,54.68
7.09,13737.65,2684.89,7.32,82.52
4.16,8589.0,1643.22,6.68,74.34
4.69,9005.59,1843.94,6.88,72.1
2.47,4799.27,1019.86,8.46,85.08
3.79,6768.73,1454.12,7.64,73.11
6.45,12988.05,2587.25,6.82,68.14
7.42,14824.61,2936.01,7.09,79.07
3.15,5932.47,1226.24,6.96,73.98
4.11,8128.1,1652.56,7.47,75.71
4.96,10010.93,1988.21,7.62,80.83
5.42,10433.05,2244.21,8.83,91.0
3.79,6833.06,1502.17,6.16,63.57
5.64,12174.97,2219.45,7.48,79.66
4.29,8261.85,1697.62,7.28,75.38
4.98,9908.26,1919.86,8.16,85.92
5.82,12144.27,2291.78,7.75,78.29
5.01,11783.79,2206.97,7.91,77.86
4.35,8068.6,1646.9,7.74,74.67
4.84,9896.08,1906.37,6.85,65.14
4.87,9381.13,1908.23,8.35,75.45
4.44,8620.57,1753.28,8.06,76.03
4.61,8863.51,1811.6,8.14,76.7
7.4,14233.11,2987.11,8.38,81.31
5.84,11662.11,2165.53,7.79,85.73
4.56,8376.31,1926.43,8.54,84.58
6.05,12564.27,2481.43,7.76,78.85
4.5,9026.04,1675.42,7.35,74.83
6.76,13730.59,2476.97,7.5,82.89
